time	round	division	title	status	score	file	liveStats	video	boxScore	photos	quotes
2021-05-22T17:30-04:00	Chmp        	Women	#5 Pepperdine vs <b>#2 Texas</b>                  	final	4-3       	../ncaaw/matches/R6_1-12_PEPP_vs_TEX	http://scores.tennisticker.de/usa/ustanc/conf/league/sb.html?tournid=796&clubid=265-733&cn1=Texas&cn2=Pepperdine&ci1=265&ci2=733&lid=83	https://tennischannel.com/?utm_source=tennis-dot-com&utm_medium=navigation	https://www.ustanationalcampus.com/content/dam/nationalcampus/collegiate/ncaa2021/pdf/WFTEXPEPP.pdf		https://www.ustanationalcampus.com/content/dam/nationalcampus/collegiate/ncaa2021/pdf/WFTEXPEPPQuotes.pdf
2021-05-22T19:30-04:00	Chmp        	Men  	#2 Baylor vs <b>#1 Florida</b>                    	final	4-1       	../ncaam/matches/R6_1-12_BAY_vs_FLA	http://scores.tennisticker.de/usa/ustanc/conf/league/sb.html?tournid=797&clubid=251-552&cn1=Florida&cn2=Baylor&ci1=251&ci2=552&lid=82	https://tennischannel.com/?utm_source=tennis-dot-com&utm_medium=navigation	https://www.ustanationalcampus.com/content/dam/nationalcampus/collegiate/ncaa2021/pdf/MFFLABAY.pdf		https://www.ustanationalcampus.com/content/dam/nationalcampus/collegiate/ncaa2021/pdf/MFFLABAYQuotes.pdf
