time	round	division	title	status	score	file	liveStats	video	boxScore	photos	quotes
2021-05-20T11:00-04:00	QF          	Men  	#11 Georgia vs <b>#3 Tennessee</b>                	final	4-1       	../ncaam/matches/R4_17-24_UGA_vs_TENN	http://scores.tennisticker.de/usa/ustanc/conf/league/sb.html?tournid=788&clubid=257-255&cn1=Tennessee&cn2=Georgia&ci1=257&ci2=255&lid=82	https://t1.app.link/ncaachampionships	https://www.ustanationalcampus.com/content/dam/nationalcampus/collegiate/ncaa2021/pdf/MQFTENNUGA.pdf	https://www.ustanationalcampus.com/en/home/news/2021-mens-qf-session-one-photos.html	https://www.ustanationalcampus.com/content/dam/nationalcampus/collegiate/ncaa2021/pdf/MQFTENNUGAQuotes.pdf
2021-05-20T14:00-04:00	QF          	Men  	#7 TCU vs <b>#2 Baylor</b>                        	final	4-1       	../ncaam/matches/R4_25-32_TCU_vs_BAY	http://scores.tennisticker.de/usa/ustanc/conf/league/sb.html?tournid=789&clubid=552-591&cn1=Baylor&cn2=TCU&ci1=552&ci2=591&lid=82	https://t1.app.link/ncaachampionships	https://www.ustanationalcampus.com/content/dam/nationalcampus/collegiate/ncaa2021/pdf/MQFBAYTCU.pdf	https://www.ustanationalcampus.com/en/home/news/2021-mens-qf-session-one-photos.html	https://www.ustanationalcampus.com/content/dam/nationalcampus/collegiate/ncaa2021/pdf/MQFBAYTCUQuotes.pdf
2021-05-20T17:30-04:00	QF          	Men  	#12 USC vs <b>#4 Texas</b>                        	final	4-3       	../ncaam/matches/R4_9-16_USC_vs_TEX	http://scores.tennisticker.de/usa/ustanc/conf/league/sb.html?tournid=790&clubid=265-299&cn1=Texas&cn2=USC&ci1=265&ci2=299&lid=82	https://tennischannel.com/?utm_source=tennis-dot-com&utm_medium=navigation	https://www.ustanationalcampus.com/content/dam/nationalcampus/collegiate/ncaa2021/pdf/MQFTEXUSC.pdf		
2021-05-20T19:30-04:00	QF          	Men  	#8 Texas A&M vs #1 Florida                        	in-progress	FLA (86%) 	../ncaam/matches/R4_1-8_AM_vs_FLA	http://scores.tennisticker.de/usa/ustanc/conf/league/sb.html?tournid=791&clubid=251-297&cn1=Florida&cn2=Texas%20A%26M&ci1=251&ci2=297&lid=82	https://tennischannel.com/?utm_source=tennis-dot-com&utm_medium=navigation			
