seed	team	player	wins	losses	cmpRnk	cmp	trnRnk	trn	slamRnk	slam	masseyRnk	massey	utrRnk	utr	itaRnk	ita	r2Id	masseyId	utrId
 2	TEX  	Marta Perez-Mur              	 9	 2	194	80.593	184	 89.643	193	 91.111	211	6.811	224	 9.99	164	 2.887	440885	336662	2587908
 2	TEX  	Tijana Spasojevic            	 1	 0	449	58.195	456	 80.865	508	 79.594	383	5.721	358	 9.39	   	      	486164	341739	 154107
 2	TEX  	Gabby Cusano                 	 1	 7	501	53.367	502	 77.485	492	 80.718	446	5.252	498	 8.12	   	      	513072	336659	1970164
 2	TEX  	Simran Kortikere             	 0	 8	549	49.333	554	 63.480	538	 75.537	518	3.893	538	 7.29	   	      	562072	336668	 104782
 3	UGA  	Katarina Jokic               	25	 1	  2	99.745	  3	 99.591	  1	 99.887	  3	8.930	  3	11.31	  4	60.556	419539	336778	2583619
 3	UGA  	Meg Kowalski                 	22	 1	 14	98.155	 17	 95.690	 23	 96.417	  8	8.584	 38	10.72	 18	23.727	487384	336782	1708886
 3	UGA  	Lea Ma                       	14	 4	 33	96.760	 29	 94.881	 19	 96.778	 36	8.009	 36	10.74	 50	11.138	513316	337324	1905240
 3	UGA  	Marta Gonzalez               	11	 1	 49	95.397	 46	 93.843	 70	 94.053	 35	8.016	 39	10.70	 47	11.706	410824	336775	2687357
 3	UGA  	Morgan Coppoc                	24	 5	 54	94.664	 60	 93.185	 63	 94.329	 41	7.919	 45	10.67	 62	 8.658	398734	336773	1531529
 3	UGA  	Anna Hertel                  	10	 4	146	84.780	165	 90.214	168	 91.637	175	7.013	 69	10.55	244	 2.333	522068	336784	1742422
 3	UGA  	Eleni Christofi              	18	 4	167	83.246	171	 90.041	182	 91.392	127	7.216	138	10.28	242	 2.361	397208	336764	  94453
 3	UGA  	Ariana Arsenault             	 6	 5	279	72.539	290	 87.078	287	 88.772	309	6.224	176	10.16	345	 1.765	561619	336762	1763423
 3	UGA  	Alee Clayton                 	 8	 3	287	71.276	301	 86.801	316	 88.139	297	6.275	341	 9.47	203	 2.534	487383	336779	 113339
 4	UCLA 	Abigail Forbes               	19	 2	  5	99.593	  4	 98.807	  2	 99.864	  5	8.868	  4	11.18	  7	46.463	512054	337617	1682354
 4	UCLA 	Jada Hart                    	11	 2	 23	97.641	 16	 95.959	 14	 97.112	 25	8.160	 29	10.78	 45	12.214	413959	338608	2612442
 4	UCLA 	Elysia Bolton                	 9	 3	 50	95.374	 39	 94.235	 38	 95.515	 50	7.840	 26	10.81	110	 4.202	489254	337619	  77017
 4	UCLA 	Vivian Wolff                 	11	 6	103	89.033	 86	 92.284	 89	 93.410	 89	7.489	 85	10.44	274	 2.064	564429	338609	  74107
 4	UCLA 	Annette Goulak               	16	 3	111	88.613	103	 91.586	183	 91.383	 77	7.574	 79	10.47	167	 2.879	512056	337679	  76910
 4	UCLA 	Vanessa Ong                  	 5	 1	150	84.143	144	 90.551	223	 90.358	169	7.022	 62	10.58	298	 1.951	564428	337620	2062589
 4	UCLA 	Alexandra Vagramov           	 9	 5	163	83.441	112	 91.273	159	 91.773	152	7.112	184	10.13	250	 2.239	512057	339117	1912195
 4	UCLA 	Abi Altick                   	 4	 3	166	83.256	193	 89.524	173	 91.542	160	7.067	 65	10.57	379	 1.593	385396	339115	 947384
 4	UCLA 	Taylor Johnson               	 5	 1	239	75.085	277	 87.317	305	 88.320	188	6.924	219	10.00	276	 2.060	498065	339118	 205639
 5	PEPP 	Jessica Failla               	15	 3	 10	98.724	  6	 96.961	  8	 97.884	 53	7.804	  7	11.03	 19	23.380	405704	337646	1529701
 5	PEPP 	Ashley Lahey                 	11	 4	 20	97.774	 11	 96.411	 13	 97.127	 30	8.090	 19	10.86	 67	 7.797	424436	337681	 260415
 5	PEPP 	Taisya Pachkaleva            	23	 1	 29	96.995	 13	 96.130	 36	 95.646	 40	7.932	 17	10.88	 77	 6.371	564448	337647	 245349
 5	PEPP 	Shiori Fukuda                	16	 4	 60	94.043	 42	 94.139	 46	 94.941	 91	7.482	 44	10.68	 97	 4.883	564446	337682	  86312
 5	PEPP 	Lisa Zaar                    	20	 1	 81	91.597	 67	 92.853	136	 92.358	 68	7.634	 65	10.57	104	 4.468	514467	338409	2621757
 5	PEPP 	Lexi Ryngler                 	 3	 5	205	79.418	215	 88.966	210	 90.618	171	7.019	119	10.34	   	      	564447	337684	2668046
 5	PEPP 	Nikki Redelijk               	13	 7	243	74.947	225	 88.587	237	 90.046	259	6.517	224	 9.99	319	 1.873	565228	337648	  96353
 5	PEPP 	Astrid Brune Olsen           	 6	 1	262	73.918	359	 85.255	345	 87.583	258	6.530	187	10.12	202	 2.539	514453	341602	2627013
 6	NCST 	Anna Rogers                  	19	 7	  7	99.029	 10	 96.438	 10	 97.639	 12	8.431	 12	10.93	  6	48.188	446522	337001	2564385
 6	NCST 	Alana Smith                  	18	 8	 48	95.571	 58	 93.217	 54	 94.783	 48	7.860	 54	10.62	 21	22.321	486136	336993	2548608
 6	NCST 	Adriana Reami                	17	10	 86	91.065	 98	 91.774	 86	 93.465	 75	7.583	 77	10.48	117	 4.000	444430	336992	  41504
 6	NCST 	Abigail Rencheli             	14	 5	115	88.362	147	 90.508	190	 91.214	 97	7.445	111	10.37	 71	 7.116	564363	337002	2103268
 6	NCST 	Jaeda Daniel                 	15	10	147	84.627	164	 90.235	151	 91.941	129	7.212	 84	10.45	320	 1.872	511267	336988	1972909
 6	NCST 	Lana Mavor                   	 6	 0	180	81.759	224	 88.739	236	 90.052	131	7.203	216	10.01	135	 3.429	510773	336999	1033845
 6	NCST 	Lexi Keberle                 	16	 8	213	78.833	202	 89.311	218	 90.423	151	7.122	180	10.15	355	 1.706	511268	336990	2516998
 6	NCST 	Amelia Rajecki               	 6	 5	257	74.253	268	 87.604	265	 89.333	209	6.824	236	 9.93	323	 1.858	564362	337003	1095795
 6	NCST 	Liz Norman                   	 3	 1	318	68.630	321	 86.398	299	 88.427	310	6.223	254	 9.85	   	      	486138	336998	1880716
 7	FSU  	Giulia Pairone               	13	 8	 21	97.739	 23	 95.217	 17	 96.926	 37	8.007	 34	10.75	 12	30.674	564449	337323	  11197
 7	FSU  	Emmanuelle Salas             	 7	11	 82	91.519	133	 90.911	118	 92.773	110	7.318	 62	10.58	 41	14.348	485585	337325	  83967
 7	FSU  	Victoria Allen               	14	 5	 97	89.775	 97	 91.795	106	 93.038	 57	7.737	117	10.35	163	 2.897	511618	337326	2514924
 7	FSU  	Petra Hule                   	15	 3	 98	89.731	 93	 92.034	117	 92.779	 63	7.675	119	10.34	140	 3.244	417237	337329	2683216
 7	FSU  	Andrea Garcia                	20	 3	125	87.424	158	 90.350	185	 91.269	 94	7.457	107	10.39	107	 4.280	408876	337334	 366328
 7	FSU  	Nandini Das                  	13	 8	139	85.371	138	 90.801	121	 92.725	145	7.153	135	10.29	205	 2.522	400527	337328	2058705
 7	FSU  	Anna Arkadianiou             	 4	 5	197	80.469	186	 89.627	169	 91.611	173	7.015	130	10.30	   	      	564846	337327	2611168
 7	FSU  	Alice Amendola               	 2	 3	373	64.560	379	 84.618	390	 86.285	369	5.812	255	 9.84	   	      	521176	337333	2633734
 7	FSU  	Lara Schneider               	 1	 2	435	59.487	407	 83.580	434	 84.261	   	     	290	 9.70	   	      	564847	      	 100342
 8	BAY  	Mel Krywoj                   	19	11	 64	93.150	 74	 92.585	 58	 94.482	 96	7.447	 60	10.59	 61	 8.774	509796	336630	2523246
 8	BAY  	Livia Kraus                  	25	 4	 83	91.456	 88	 92.257	 96	 93.244	 61	7.682	 95	10.42	 93	 5.290	423464	336643	 103533
 8	BAY  	Alicia Herrero-Linana        	19	13	122	87.770	130	 90.947	114	 92.821	134	7.189	 82	10.46	168	 2.867	509795	336633	2540860
 8	BAY  	Paula Baranano               	13	 4	148	84.441	162	 90.255	184	 91.306	116	7.286	128	10.31	206	 2.519	497948	338980	1919663
 8	BAY  	Jessica Hinojosa             	16	15	162	83.483	146	 90.544	153	 91.859	224	6.717	195	10.08	126	 3.618	415776	336646	 393785
 8	BAY  	Audrey Boch-Collins          	17	 3	174	82.942	194	 89.514	191	 91.174	176	7.006	113	10.36	196	 2.606	562077	336627	2558456
 8	BAY  	Angelina Shakhraichuk        	25	12	175	82.769	137	 90.804	156	 91.808	141	7.163	159	10.21	317	 1.881	450932	336641	2624249
 8	BAY  	Kristina Sorokolet           	19	 6	233	76.155	220	 88.833	234	 90.119	231	6.669	219	10.00	296	 1.953	453617	336638	1972854
 8	BAY  	Sara Ziodato                 	 3	 2	282	72.068	425	 82.700	394	 86.194	451	5.112	 56	10.61	   	      	564392	337152	 273212
 8	BAY  	Anastasia Kharitonova        	 2	 3	456	57.471	455	 80.886	425	 84.614	404	5.563	443	 8.78	   	      	512868	336636	2464042
 8	BAY  	Hannah Pinto                 	 1	 5	516	51.681	517	 75.904	502	 80.146	471	4.877	536	 7.37	   	      	562076	336625	 104807
 8	BAY  	Caroline Kotarski            	 1	 2	525	51.133	506	 76.839	499	 80.254	   	     	518	 7.87	   	      	562078	      	  98433
 9	UCF  	Valeriya Zeleva              	12	 2	 27	97.305	 22	 95.227	 25	 96.215	 19	8.258	 68	10.56	 20	22.658	497367	337581	1440881
 9	UCF  	Rebeka Stolmar               	12	 6	 62	93.254	 64	 92.888	 72	 93.937	 71	7.601	122	10.33	 35	15.815	455036	337582	2089984
 9	UCF  	Ksenia Kuznetsova            	11	 3	107	88.947	129	 90.950	132	 92.417	 82	7.545	 85	10.44	139	 3.330	424148	337583	1710497
 9	UCF  	Evgeniya Levashova           	11	 5	114	88.410	113	 91.272	139	 92.279	139	7.175	 93	10.43	103	 4.483	514393	337809	2778359
 9	UCF  	Nandini Sharma               	10	 2	188	80.902	229	 88.455	258	 89.469	178	7.005	151	10.24	160	 2.969	487284	338267	  86257
 9	UCF  	Jaleesa Leslie               	13	 4	192	80.664	197	 89.417	227	 90.211	123	7.235	210	10.03	234	 2.403	563086	337585	1423269
 9	UCF  	Marie Mattel                 	 6	 4	242	75.002	231	 88.429	245	 89.930	225	6.715	269	 9.78	285	 2.000	497366	337584	1972251
 9	UCF  	Nadja Bay Christians         	 1	 3	336	67.202	313	 86.583	290	 88.723	355	5.902	293	 9.69	   	      	512071	338264	2766629
 9	UCF  	Sara Culbertson              	 1	 1	447	58.481	440	 82.169	446	 83.725	390	5.671	401	 9.08	   	      	487282	337586	  72696
 9	UCF  	Marion Deloziere             	 0	 1	462	56.897	543	 63.761	423	 84.723	   	     	304	 9.65	   	      	563809	      	 279844
10	A&M  	Tatiana Makarova             	25	 6	 31	96.780	 33	 94.657	 37	 95.622	 46	7.868	 28	10.79	 22	21.857	514440	336817	 161923
10	A&M  	Katya Townsend               	20	 9	127	87.336	136	 90.886	125	 92.588	148	7.129	107	10.39	121	 3.706	489407	336833	  98367
10	A&M  	Jayci Goldsmith              	15	10	129	87.214	115	 91.245	 90	 93.379	166	7.029	130	10.30	153	 3.031	489406	336979	  96545
10	A&M  	Renee McBryde                	17	 4	198	80.364	182	 89.727	204	 90.841	173	7.015	202	10.05	225	 2.436	489405	336981	 137388
10	A&M  	Dorthea Faa-Hviding          	14	 8	211	79.049	196	 89.440	200	 90.937	187	6.926	171	10.17	322	 1.866	405619	336984	1873416
10	A&M  	Jessica Anzo                 	10	 6	249	74.524	248	 88.021	276	 89.003	223	6.729	219	10.00	321	 1.867	489468	336836	  76940
10	A&M  	Riley McQuaid                	17	 9	253	74.395	260	 87.843	251	 89.706	280	6.397	229	 9.98	263	 2.123	432087	336821	  76891
10	A&M  	Lucia Quitero                	 3	 3	264	73.812	244	 88.076	246	 89.867	282	6.383	181	10.14	   	      	497310	336816	1871510
10	A&M  	Isa Di Laura                 	 5	 2	424	60.629	444	 81.607	430	 84.403	419	5.445	430	 8.89	275	 2.062	564259	336985	2095691
10	A&M  	Elise Robbins                	 6	 3	436	59.396	471	 79.555	470	 82.198	478	4.813	492	 8.22	212	 2.474	562573	336829	 104523
11	FLA  	McCartney Kessler            	17	 2	  6	99.146	  9	 96.876	  6	 98.104	  7	8.610	 15	10.91	  8	45.577	421536	336945	 251050
11	FLA  	Layne Sleeth                 	 9	 1	 38	96.437	 75	 92.581	 74	 93.907	 15	8.326	 10	10.99	 69	 7.721	511900	337810	2646671
11	FLA  	Ida Jarlskog                 	 9	 4	 88	90.588	 91	 92.154	 94	 93.265	 90	7.483	109	10.38	 88	 5.664	489049	337273	  86275
11	FLA  	Marlee Zein                  	10	 9	 90	90.365	 96	 91.920	 88	 93.419	120	7.269	130	10.30	 63	 8.249	489050	336758	2121868
11	FLA  	Sydney Berlin                	18	 5	184	81.509	187	 89.602	219	 90.422	135	7.187	181	10.14	216	 2.473	497400	336768	 206869
11	FLA  	Sara Dahlstrom               	 9	12	214	78.782	238	 88.289	225	 90.268	256	6.548	229	 9.98	137	 3.395	561858	336765	1428869
11	FLA  	Amber McGinnis               	 1	 8	490	54.339	485	 78.444	486	 81.279	486	4.665	431	 8.87	   	      	564248	337278	1784785
12	LSU  	Paris Corley                 	18	 4	 58	94.315	 63	 93.060	 76	 93.891	 46	7.868	 49	10.66	 55	 9.834	486238	336647	1784621
12	LSU  	Taylor Bridges               	13	10	 78	91.692	 84	 92.298	 73	 93.925	119	7.271	113	10.36	 48	11.612	486239	336654	 182253
12	LSU  	Safiya Carrington            	10	10	126	87.397	116	 91.211	103	 93.096	178	7.005	130	10.30	115	 4.095	511368	336657	2092219
12	LSU  	Maggie Cubitt                	 6	 4	171	82.984	179	 89.822	179	 91.453	136	7.186	124	10.32	264	 2.111	511369	336644	 371687
12	LSU  	Nina Geissler                	15	 6	222	78.008	199	 89.409	216	 90.453	186	6.929	229	 9.98	281	 2.014	511370	336671	1711837
12	LSU  	Eden Richardson              	 8	11	280	72.338	247	 88.046	231	 90.151	285	6.375	249	 9.87	400	 1.473	445332	336822	1711831
12	LSU  	Samantha Buyckx              	11	 6	298	70.289	310	 86.637	310	 88.210	275	6.422	300	 9.66	292	 1.960	562070	336652	 100219
12	LSU  	Anna Loughlan                	 2	 2	338	67.001	308	 86.675	300	 88.398	342	6.004	308	 9.63	   	      	486237	336825	 200417
13	GT   	Kenya Jones                  	18	 8	  9	98.807	  8	 96.892	  9	 97.701	 28	8.102	 24	10.82	  5	50.312	419665	337134	  46803
13	GT   	Victoria Flores              	18	 6	 35	96.647	 48	 93.803	 42	 95.098	 33	8.029	 49	10.66	 13	29.631	407152	337132	  72795
13	GT   	Ava Hrastar                  	13	 9	119	87.974	151	 90.448	145	 92.132	109	7.350	124	10.32	 85	 5.806	564715	337137	2062207
13	GT   	Carol Lee                    	14	12	158	83.524	217	 88.922	212	 90.511	147	7.141	171	10.17	105	 4.330	564717	337136	2687942
13	GT   	Gia Cohen                    	 9	15	218	78.310	219	 88.861	197	 91.048	288	6.356	280	 9.73	138	 3.383	497851	337144	  96587
13	GT   	Mahak Jain                   	17	 7	238	75.238	227	 88.538	263	 89.387	196	6.898	255	 9.84	312	 1.890	564716	337135	1616216
13	GT   	Rosie Garcia Gross           	 5	11	361	65.126	353	 85.449	341	 87.630	345	5.985	309	 9.62	   	      	513566	337797	 117936
13	GT   	Monika Dedaj                 	 4	 4	415	61.634	374	 84.738	377	 86.635	363	5.841	404	 9.06	   	      	520776	337130	 274464
13	GT   	Ruth Marsh                   	 1	 4	434	59.591	413	 83.343	399	 86.025	428	5.373	380	 9.20	   	      	564714	337138	  95662
13	GT   	Sophia Sassoli               	 1	 1	532	50.689	537	 67.337	547	 67.879	473	4.864	522	 7.82	   	      	513568	337128	  95657
14	UVA  	Emma Navarro                 	18	 1	  1	99.795	  1	100.000	  3	 99.691	  2	8.938	  2	11.35	  3	62.958	564450	337529	2517427
14	UVA  	Natasha Subhash              	15	 5	 19	97.861	 26	 94.989	 30	 95.894	 22	8.209	 29	10.78	  9	40.000	511574	337047	2511980
14	UVA  	Rosie Johanson               	17	 4	 55	94.638	 59	 93.208	 65	 94.285	 38	7.998	 39	10.70	 78	 6.368	419112	337035	1712016
14	UVA  	Vivian Glozman               	 8	 4	224	77.384	246	 88.069	268	 89.225	180	6.997	277	 9.75	180	 2.765	497882	337034	1231359
14	UVA  	Sofia Munera                 	 9	 7	241	75.033	251	 87.999	230	 90.159	205	6.839	253	 9.86	324	 1.854	489689	337037	2531990
14	UVA  	Hibah Shaikh                 	 8	10	248	74.621	232	 88.428	214	 90.484	246	6.595	233	 9.97	370	 1.632	564584	337036	 115463
14	UVA  	Amber ODell                  	10	 9	323	68.192	303	 86.772	311	 88.196	269	6.444	338	 9.48	380	 1.587	489690	337033	2533603
15	OSU  	Irina Cantos Siemers         	19	 6	 12	98.551	 14	 96.098	 15	 97.081	 10	8.523	 19	10.86	 16	24.340	511553	337123	2523252
15	OSU  	Isabelle Boulais             	12	 6	 96	89.785	 94	 91.959	 81	 93.662	 43	7.913	176	10.16	193	 2.649	490278	338602	2524101
15	OSU  	Luna Dormet                  	21	 1	128	87.305	141	 90.654	171	 91.591	 74	7.592	154	10.23	120	 3.779	490409	337124	 362848
15	OSU  	Lucia Marzal Martinez        	24	 3	137	85.971	143	 90.613	160	 91.772	107	7.352	151	10.24	147	 3.077	521208	337120	2653420
15	OSU  	Lisa Hofbauer                	15	 8	157	83.558	152	 90.440	132	 92.417	150	7.127	184	10.13	217	 2.469	564174	337114	1711836
15	OSU  	Kolie Allen                  	10	13	245	74.889	254	 87.919	189	 91.223	229	6.679	239	 9.92	380	 1.587	490277	337093	2514416
15	OSU  	Tanisha Kashyap              	 5	 3	360	65.129	395	 83.975	385	 86.373	312	6.176	345	 9.46	315	 1.882	564175	337116	2067296
15	OSU  	Madeline Atway               	 5	 3	380	64.110	384	 84.385	372	 86.706	298	6.274	348	 9.44	   	      	564473	337110	1359986
15	OSU  	Lina Ali                     	 2	 2	451	57.812	498	 77.729	414	 85.029	364	5.838	443	 8.78	   	      	564173	337104	2712358
15	OSU  	Kathleen Jones               	 1	 2	489	54.572	464	 80.305	464	 82.518	487	4.652	459	 8.62	   	      	490279	337100	1623665
16	CAL  	Haley Giavara                	12	11	 46	95.648	 32	 94.671	 29	 95.954	 78	7.572	 77	10.48	 28	18.438	513644	337618	  96498
16	CAL  	Julia Rosenqvist             	14	 8	 95	89.802	 90	 92.237	 79	 93.764	114	7.304	 54	10.62	252	 2.225	447001	337313	2558835
16	CAL  	Anna Bright                  	20	 3	135	86.006	120	 91.160	211	 90.609	101	7.402	122	10.33	172	 2.789	392716	337319	  73705
16	CAL  	Valentina Ivanov             	11	 8	138	85.879	106	 91.487	108	 92.976	199	6.879	 85	10.44	290	 1.970	513643	337312	2137952
16	CAL  	Jada Bui                     	11	 6	186	81.113	159	 90.331	165	 91.656	181	6.980	171	10.17	296	 1.953	564962	337315	1551744
16	CAL  	Hannah Viller Moeller        	16	 7	207	79.299	170	 90.063	198	 90.961	176	7.006	191	10.11	336	 1.791	564963	337317	1971220
16	CAL  	Erin Richardson              	 3	 3	438	59.231	432	 82.442	442	 83.878	438	5.302	335	 9.49	   	      	513642	337321	 219057
16	CAL  	Cami Brown                   	 1	 2	468	56.577	438	 82.286	440	 84.000	   	     	376	 9.26	   	      	564964	      	 100772
R2	AUB  	Selin Ovunc                  	13	10	 76	91.749	 76	 92.574	 57	 94.504	111	7.311	142	10.27	 56	 9.632	514698	336735	1551752
R2	AUB  	Carolyn Ansari               	15	10	 87	90.918	 99	 91.733	 97	 93.224	 98	7.423	101	10.40	 65	 7.965	514700	336753	 252050
R2	AUB  	Georgie Axon                 	22	 7	116	88.243	113	 91.272	138	 92.280	 75	7.583	 85	10.44	226	 2.431	387150	336731	 365692
R2	AUB  	Yu Chen                      	12	14	144	85.027	149	 90.501	122	 92.648	191	6.909	168	10.18	129	 3.535	497768	336733	1635589
R2	AUB  	Taylor Russo                 	12	 4	199	80.201	185	 89.639	221	 90.405	197	6.897	202	10.05	187	 2.710	447736	336741	1970275
R2	AUB  	Adeline Flach                	14	11	309	68.964	279	 87.258	296	 88.457	289	6.350	307	 9.64	393	 1.496	561548	336934	 100267
R2	AUB  	Shir Azran                   	 2	 7	388	63.569	355	 85.350	353	 87.344	386	5.703	330	 9.52	   	      	561547	336739	  55431
R2	AUB  	Anastasia Astakhova          	 2	 5	410	62.103	361	 85.220	380	 86.528	379	5.750	374	 9.28	   	      	561546	340826	1307511
R2	AZST 	Ilze Hattingh                	11	 7	 85	91.280	 69	 92.731	 55	 94.758	123	7.235	148	10.25	 73	 6.860	414211	337025	  28184
R2	AZST 	Lauryn John-Baptiste         	11	 6	143	85.117	123	 91.082	124	 92.613	163	7.034	165	10.20	178	 2.779	419134	337637	2557956
R2	AZST 	Giulia Morlet                	10	 6	179	82.089	181	 89.755	178	 91.456	158	7.075	142	10.27	255	 2.201	564468	337031	 244395
R2	AZST 	Marianna Argyrokastriti      	15	 6	182	81.578	176	 89.941	206	 90.783	141	7.163	159	10.21	261	 2.124	563705	337029	 281845
R2	AZST 	Sammi Hampton                	 6	 8	187	80.982	168	 90.136	123	 92.633	207	6.832	148	10.25	393	 1.496	413324	337524	1887484
R2	AZST 	Cali Jankowski               	 6	 2	235	75.788	309	 86.657	362	 87.203	242	6.623	145	10.26	212	 2.474	489644	337024	1252161
R2	AZST 	Domenika Turkovic            	 9	 7	294	70.476	293	 86.999	318	 88.081	273	6.437	293	 9.69	301	 1.939	563706	337027	 203602
R2	AZST 	Tereza Kolarova              	 4	 2	366	64.978	349	 85.514	365	 87.022	308	6.230	373	 9.29	360	 1.691	422893	337023	  68994
R2	AZST 	Sasa Klanecek                	 1	 0	515	51.751	519	 75.720	529	 77.374	   	     	447	 8.76	   	      	422319	      	  75262
R2	DUKE 	Georgia Drummy               	18	 4	 24	97.575	 44	 93.999	 33	 95.768	 20	8.233	 17	10.88	 17	24.144	564359	336987	 114630
R2	DUKE 	Meible Chi                   	22	 3	 44	95.731	 41	 94.198	 62	 94.421	 26	8.112	 58	10.60	 37	15.198	396854	336994	 926491
R2	DUKE 	Chloe Beck                   	18	 4	 47	95.620	 56	 93.366	 51	 94.847	 32	8.060	 49	10.66	 36	15.347	514741	336991	  95651
R2	DUKE 	Kelly Chen                   	11	11	 53	94.729	 51	 93.703	 35	 95.749	 70	7.609	 74	10.51	 44	12.424	396686	336995	  50623
R2	DUKE 	Margaryta Bilokin            	14	10	169	83.150	201	 89.316	195	 91.076	161	7.065	117	10.35	184	 2.719	497015	336989	 179984
R2	DUKE 	Karolina Berankova           	10	12	367	64.957	336	 85.891	350	 87.400	324	6.112	345	 9.46	   	      	564360	336986	 182570
R2	DUKE 	Ema Lazic                    	 2	 3	387	63.589	371	 84.838	349	 87.438	327	6.102	376	 9.26	   	      	425392	336996	 403434
R2	DUKE 	Hannah Zhao                  	 2	 7	433	59.667	433	 82.415	413	 85.191	397	5.597	374	 9.28	   	      	466192	337000	 226125
R2	MIA  	Estela Perez-Somarriba       	19	 2	  4	99.669	  5	 98.654	  4	 99.331	  4	8.910	  5	11.14	  1	69.452	440887	337439	 150205
R2	MIA  	Isabella Pfennig             	17	 4	 34	96.685	 35	 94.478	 50	 94.894	 44	7.892	 52	10.64	 10	32.524	564946	337447	1972317
R2	MIA  	Diana Khodan                 	13	 7	210	79.085	200	 89.406	222	 90.396	138	7.182	210	10.03	311	 1.899	521317	337449	 260989
R2	MIA  	Maya Tahan                   	14	 8	223	77.953	223	 88.763	237	 90.046	190	6.910	210	10.03	247	 2.263	521316	337443	1972195
R2	MIA  	Florencia Urrutia            	12	 8	225	77.326	210	 89.127	220	 90.409	192	6.908	229	 9.98	295	 1.959	521318	337445	 248735
R2	MIA  	Daevenia Achong              	 7	11	231	76.508	212	 89.011	181	 91.421	239	6.641	197	10.07	396	 1.487	496485	337808	1712029
R2	MIA  	Selma Cadar                  	 0	 2	399	62.586	406	 83.706	378	 86.631	359	5.850	331	 9.51	   	      	509855	337442	1711774
R2	MIA  	Nada Dimovska                	 0	 2	463	56.864	545	 63.760	445	 83.776	422	5.434	363	 9.36	   	      	509854	339451	 616149
R2	MICH 	Kari Miller                  	15	 4	 26	97.316	 30	 94.783	 22	 96.505	 14	8.348	 29	10.78	 52	10.657	564380	337091	  98432
R2	MICH 	Chiara Lommer                	14	 5	 79	91.677	 66	 92.871	 60	 94.455	 49	7.841	 98	10.41	210	 2.494	427507	337112	  72074
R2	MICH 	Gala Mesochoritou            	17	 0	109	88.775	121	 91.137	172	 91.545	 52	7.825	168	10.18	 98	 4.871	564385	337102	2688839
R2	MICH 	Jaedan Brown                 	17	 4	113	88.566	108	 91.386	126	 92.580	 88	7.503	 85	10.44	192	 2.655	564381	337095	  95681
