seed	team	player	wins	losses	cmpRnk	cmp	trnRnk	trn	slamRnk	slam	masseyRnk	massey	utrRnk	utr	itaRnk	ita	r2Id	masseyId	utrId
 6	UNC  	Rinky Hijikata                      	12	 2	 18	98.310	 19	 97.320	 21	 97.136	  8	8.854	 18	13.62	 24	27.962	514358	331646	1609719
 6	UNC  	Brian Cernoch                       	19	 5	 47	95.087	 53	 95.489	 58	 95.521	 38	8.332	 43	13.38	 57	12.667	491254	332053	  72898
 6	UNC  	Benjamin Sigouin                    	10	 9	 89	91.043	 81	 94.396	 73	 95.021	115	7.577	157	12.91	 54	13.847	451826	332063	 830070
 6	UNC  	Joshua Peck                         	 8	 3	 98	90.136	111	 93.634	127	 93.746	 62	7.990	 98	13.13	109	 4.290	440447	332054	1880727
 6	UNC  	Simon Soendergaard                  	12	 6	154	84.965	144	 92.917	169	 92.773	133	7.502	166	12.90	143	 3.622	453379	331648	1971103
 6	UNC  	Anuj Watane                         	 3	 2	233	75.979	203	 91.518	225	 91.773	244	6.994	299	12.51	240	 2.434	514359	331503	1884433
 6	UNC  	Peter Murphy                        	 1	 1	234	75.893	186	 91.887	142	 93.282	   	     	151	12.92	346	 1.852	564157	      	2087030
 6	UNC  	Logan Zapp                          	 8	 4	237	75.792	221	 91.224	266	 90.960	201	7.210	302	12.50	233	 2.472	564155	331515	  99352
 6	UNC  	Mac Kiger                           	 8	 6	286	71.166	269	 90.199	298	 90.324	267	6.887	291	12.53	320	 1.960	421782	332064	2684756
 6	UNC  	Adam Neff                           	 1	 3	322	68.280	292	 89.736	299	 90.309	329	6.625	249	12.67	   	      	564156	331517	1970448
 6	UNC  	Mark Dillon                         	 2	 2	447	57.946	437	 86.422	439	 87.600	361	6.490	423	12.09	   	      	517797	331514	 133397
 7	TCU  	Alastair Gray                       	15	 7	 19	98.053	 24	 97.169	 20	 97.144	 27	8.439	 18	13.62	 12	40.150	411457	331793	 169607
 7	TCU  	Luc Fomba                           	21	 8	 23	97.715	 22	 97.210	 28	 96.874	 17	8.542	 35	13.41	 17	35.121	489297	331394	1310048
 7	TCU  	Sander Jong                         	11	 8	 61	93.856	 61	 95.081	 74	 95.016	 53	8.044	 60	13.27	 61	11.434	489298	331526	1243900
 7	TCU  	Jacob Fearnley                      	16	 5	 72	92.570	 67	 94.881	 91	 94.385	 56	8.032	 67	13.25	 99	 5.675	514378	331396	 235420
 7	TCU  	Tomas Jirousek                      	 8	 5	107	89.015	119	 93.428	131	 93.579	 97	7.742	123	13.03	 86	 6.976	521012	331525	 192737
 7	TCU  	Juan Martin                         	14	 6	166	83.035	187	 91.843	259	 91.129	131	7.516	 98	13.13	226	 2.500	489299	331395	2683294
 7	TCU  	Bertus Kruger                       	 2	 2	238	75.707	194	 91.703	238	 91.494	223	7.107	183	12.85	   	      	423670	332559	 163418
 7	TCU  	Tadeas Paroulek                     	 9	12	265	73.291	249	 90.609	237	 91.518	251	6.956	210	12.76	437	 1.355	516558	331531	1711965
 7	TCU  	Eduardo Roldan                      	 5	 4	331	67.794	309	 89.482	291	 90.413	307	6.696	321	12.43	391	 1.613	446658	331393	 264338
 7	TCU  	Max Kurzban                         	 2	10	494	53.516	489	 84.727	465	 86.688	511	5.552	416	12.11	   	      	424063	331391	1906387
 8	A&M  	Valentin Vacherot                   	22	 5	  6	99.191	  7	 98.635	 11	 98.295	  9	8.846	 10	13.73	  5	51.307	459505	331204	 167756
 8	A&M  	Hady Habib                          	17	 5	  8	98.903	 20	 97.262	 17	 97.486	 13	8.623	 12	13.68	  3	54.574	412687	331179	1233129
 8	A&M  	Juan Carlos Aguilar                 	15	10	 56	94.211	 71	 94.678	 78	 94.876	 71	7.955	 57	13.29	 29	23.979	384588	331180	2085752
 8	A&M  	Barnaby Smith                       	 9	 2	 92	90.652	112	 93.625	117	 93.978	 74	7.932	 92	13.16	 80	 7.937	452706	331208	 149471
 8	A&M  	Pierce Rollins                      	17	 9	137	86.468	143	 92.923	176	 92.582	126	7.535	135	12.98	106	 5.085	513401	331178	  85372
 8	A&M  	Noah Schachter                      	19	16	142	85.514	152	 92.756	155	 93.039	174	7.280	171	12.89	 91	 6.576	485543	331182	 205635
 8	A&M  	Guido Marson                        	 8	 8	226	76.934	207	 91.466	227	 91.723	203	7.203	199	12.79	344	 1.858	485531	331193	 169634
 8	A&M  	Raphael Perot                       	15	10	235	75.875	232	 91.025	254	 91.179	206	7.197	204	12.78	330	 1.918	562734	331185	 273214
 8	A&M  	Stefan Storch                       	 6	 2	236	75.866	229	 91.084	243	 91.436	172	7.287	318	12.44	269	 2.235	513403	331186	 210390
 8	A&M  	Bjorn Thomson                       	 8	 5	320	68.430	330	 88.965	332	 89.799	351	6.537	337	12.38	242	 2.421	562733	331403	2527549
 8	A&M  	Kenner Taylor                       	 6	 3	338	67.237	366	 88.119	341	 89.594	400	6.284	278	12.59	272	 2.222	513402	331187	 104754
 8	A&M  	Austin Abbrat                       	 1	 1	356	65.345	337	 88.887	369	 89.023	373	6.397	240	12.69	   	      	485535	331527	 909668
 8	A&M  	Pranav Kumar                        	 1	 3	451	57.399	474	 85.287	430	 87.766	466	5.904	329	12.41	   	      	423935	331211	 178567
 9	UCF  	Gabriel Decamps                     	17	 4	 13	98.783	 18	 97.352	 15	 97.591	 10	8.787	 11	13.70	  9	42.843	401237	332283	2605771
 9	UCF  	Kento Yamada                        	18	 1	 70	92.617	 63	 95.037	 93	 94.344	 37	8.341	 92	13.16	110	 4.267	563343	333442	2085673
 9	UCF  	Juan Pablo Grassi Mazzuchi          	15	 6	 74	92.496	 83	 94.322	 92	 94.368	 78	7.909	 47	13.34	 85	 7.081	487277	332285	1033825
 9	UCF  	Trey Hilderbrand                    	18	 5	122	87.575	132	 93.153	152	 93.083	101	7.687	 79	13.21	185	 2.895	487278	332284	  57785
 9	UCF  	Alan Rubio                          	13	 8	136	86.482	106	 93.711	110	 94.095	142	7.471	199	12.79	137	 3.775	447396	332286	1252179
 9	UCF  	Mikhail Sokolovskiy                 	14	 6	245	75.246	276	 89.997	300	 90.298	243	7.019	173	12.88	267	 2.256	453412	332287	1608034
 9	UCF  	Bogdan Pavel                        	 2	 3	418	60.404	438	 86.410	411	 88.134	366	6.460	329	12.41	   	      	487279	332288	 115183
10	WAKE 	Henri Squire                        	17	 6	 10	98.887	 11	 98.149	  9	 98.634	 19	8.534	  7	13.75	 13	38.103	521020	332467	 236405
10	WAKE 	Eduardo Nava                        	17	 4	 40	95.699	 43	 95.949	 57	 95.543	 22	8.485	 70	13.24	 39	19.971	436186	332049	 956360
10	WAKE 	Taha Baadi                          	13	 9	 95	90.425	101	 93.912	 84	 94.749	 98	7.732	110	13.08	 88	 6.707	521019	332682	 170788
10	WAKE 	Rrezart Cungu                       	21	 4	102	89.515	 90	 94.114	141	 93.340	 79	7.892	 79	13.21	160	 3.355	399843	332447	  79806
10	WAKE 	Siddhant Banthia                    	20	 4	153	85.024	162	 92.447	189	 92.330	109	7.627	129	13.00	175	 2.980	497656	332050	2043797
10	WAKE 	Luciano Tacchi                      	 7	 0	190	80.363	303	 89.550	395	 88.416	477	5.823	 33	13.44	155	 3.429	564320	333295	 275318
10	WAKE 	Melios Efstathiou                   	12	 8	209	78.650	188	 91.825	190	 92.327	202	7.209	207	12.77	297	 2.088	490437	331938	1863637
10	WAKE 	Filippo Moroni                      	10	 4	221	77.375	239	 90.877	220	 91.859	197	7.226	228	12.71	251	 2.393	564331	332468	 224352
10	WAKE 	Adam Ambrozy                        	11	 1	228	76.589	253	 90.560	255	 91.172	288	6.793	249	12.67	152	 3.449	565786	331940	  73663
10	WAKE 	Robert Maciag                       	11	 3	239	75.586	261	 90.365	258	 91.141	269	6.873	228	12.71	210	 2.606	514702	331939	  66137
10	WAKE 	Matthew Thomson                     	 5	 0	386	62.848	408	 87.143	433	 87.725	455	5.933	340	12.37	259	 2.343	514701	332448	 920262
10	WAKE 	Juan Lopez De Azcona                	 2	 0	455	57.152	492	 84.652	486	 85.939	   	     	228	12.71	   	      	514705	      	1499058
10	WAKE 	Taye Dupree                         	 1	 0	632	42.043	631	 52.127	618	 53.807	   	     	   	     	   	      	490434	      	1907279
11	UGA  	Trent Bryde                         	15	13	 30	96.566	 48	 95.712	 34	 96.460	 65	7.984	 30	13.46	 15	36.709	498429	331260	  76957
11	UGA  	Philip Henning                      	19	10	 49	94.800	 65	 94.925	 76	 94.922	 50	8.094	 81	13.20	 19	31.727	498428	331263	 214601
11	UGA  	Tyler Zink                          	12	 9	 66	93.302	 77	 94.596	 71	 95.096	 93	7.761	102	13.12	 26	25.298	511569	331271	2531094
11	UGA  	Blake Croyder                       	17	12	135	86.502	140	 93.004	158	 93.014	121	7.561	135	12.98	124	 4.077	487816	331256	1251097
11	UGA  	Erik Grevelius                      	16	 8	175	81.997	176	 92.136	209	 92.032	143	7.467	157	12.91	229	 2.478	511567	331269	2588682
11	UGA  	Billy Rowe                          	16	10	214	78.340	174	 92.244	195	 92.253	191	7.252	212	12.75	347	 1.838	562702	331402	  62831
11	UGA  	Baptiste Anselmo                    	 8	 9	301	69.983	277	 89.994	271	 90.776	303	6.714	279	12.58	384	 1.671	511559	331267	 251648
11	UGA  	Britton Johnston                    	 4	 9	464	56.122	458	 85.961	422	 87.843	425	6.117	441	12.02	   	      	487818	331258	2588009
11	UGA  	Niklas Von Hellens                  	 2	 5	533	49.560	517	 83.707	513	 84.977	476	5.825	576	11.01	   	      	561764	331273	2557633
12	USC  	Daniel Cukierman                    	16	 5	  7	99.042	  5	 98.690	  7	 98.703	 12	8.680	  4	13.93	 48	16.387	399776	332055	1228093
12	USC  	Riley Smith                         	15	 6	 41	95.677	 44	 95.848	 40	 96.138	 49	8.139	 35	13.41	 50	15.477	453064	332056	 233231
12	USC  	Stefan Dostanic                     	19	 3	 45	95.281	 46	 95.819	 56	 95.556	 33	8.386	 27	13.47	102	 5.431	510835	332039	2118844
12	USC  	Bradley Frye                        	18	 5	 94	90.554	 93	 94.060	108	 94.111	 58	8.023	 54	13.31	239	 2.436	486015	332041	1608061
12	USC  	Lodewijk Weststrate                 	24	 4	115	88.240	133	 93.134	146	 93.207	 85	7.843	 77	13.22	177	 2.930	563765	332045	 235464
12	USC  	Mor Bulis                           	 4	 3	188	80.453	222	 91.199	181	 92.485	265	6.901	268	12.62	100	 5.611	498366	332561	  55414
12	USC  	Jake Sands                          	14	 4	196	79.616	206	 91.476	257	 91.144	139	7.478	196	12.81	244	 2.419	486016	332255	1229206
12	USC  	Ryder Jackson                       	 6	 2	203	79.349	247	 90.618	207	 92.046	176	7.279	148	12.94	282	 2.162	510836	332043	2723765
12	USC  	Colter Smith                        	 6	 0	423	60.126	470	 85.400	469	 86.561	   	     	500	11.69	155	 3.429	510837	      	  85299
12	USC  	Sean Holt                           	 1	 2	575	46.551	530	 83.371	547	 83.480	   	     	568	11.13	   	      	563764	      	 554872
13	SCAR 	Daniel Rodrigues                    	26	 6	  4	99.443	  8	 98.555	  8	 98.679	  7	8.856	  6	13.77	  2	58.793	485261	331280	 225572
13	SCAR 	Connor Thomson                      	18	12	 59	94.009	 59	 95.239	 77	 94.903	 66	7.972	117	13.05	 22	28.969	511597	331272	 253155
13	SCAR 	Toby Samuel                         	26	 7	 67	93.260	 70	 94.680	 96	 94.266	 45	8.160	 73	13.23	 63	10.781	528050	331285	 274895
13	SCAR 	Raphael Lambling                    	12	18	104	89.439	136	 93.071	115	 94.029	151	7.400	107	13.10	 52	15.339	485260	331262	 196286
13	SCAR 	Jake Beasley                        	19	10	191	80.233	161	 92.456	205	 92.064	160	7.348	157	12.91	364	 1.733	485248	331279	 315203
13	SCAR 	Thomas Brown                        	11	 7	241	75.488	213	 91.373	248	 91.294	229	7.079	267	12.63	274	 2.192	393233	331278	1888427
13	SCAR 	Phillip Jordan                      	11	16	312	68.960	286	 89.836	272	 90.759	300	6.727	275	12.60	   	      	511593	331257	1635569
13	SCAR 	Beau Pelletier                      	 7	 6	377	63.751	370	 88.064	377	 88.852	356	6.522	389	12.22	324	 1.939	485952	331282	 217439
13	SCAR 	Carter Morgan                       	 2	 7	569	46.751	569	 79.820	558	 82.966	550	5.175	546	11.39	   	      	528048	331275	2008513
13	SCAR 	Bruno Oliveira                      	 0	 2	580	46.135	565	 80.306	541	 83.824	   	     	560	11.29	   	      	528049	      	2038245
14	UK   	Liam Draxl                          	21	 2	  1	99.757	  1	100.000	  3	 99.196	  4	8.904	  7	13.75	  1	64.583	511968	332018	2204714
14	UK   	Gabriel Diallo                      	19	 8	 37	96.108	 46	 95.819	 45	 96.065	 55	8.040	 56	13.30	 14	37.696	511971	331277	 215644
14	UK   	Millen Hurrion                      	19	 7	 54	94.303	 76	 94.599	 70	 95.129	 75	7.927	 47	13.34	 32	22.798	511970	331266	1032400
14	UK   	Cesar Bourgois                      	15	 7	112	88.424	137	 93.060	145	 93.209	104	7.652	129	13.00	 78	 7.979	391889	332019	2543671
14	UK   	Joshua Lapadat                      	11	10	150	85.108	166	 92.330	165	 92.922	161	7.346	173	12.88	 96	 6.207	561767	331276	2561007
14	UK   	Yasha Zemel                         	 7	 6	339	67.206	316	 89.369	328	 89.859	332	6.611	329	12.41	335	 1.907	564877	332480	 291542
14	UK   	Mathis Moysan                       	 4	 3	368	64.313	386	 87.861	351	 89.423	369	6.442	275	12.60	421	 1.448	564879	332020	 275156
14	UK   	Alexandre Leblanc                   	 6	10	396	62.082	382	 87.936	368	 89.053	361	6.490	344	12.36	   	      	511973	331265	 245355
14	UK   	Jonathan Sorbo                      	 4	 4	493	53.561	466	 85.515	475	 86.247	483	5.774	455	11.93	444	 1.317	497643	331270	 143944
14	UK   	Ying-Ze Chen                        	 1	 5	511	51.472	509	 83.944	485	 85.948	536	5.327	453	11.94	   	      	490928	331268	 141686
14	UK   	Tate Sandman                        	 1	 4	552	48.094	552	 81.685	548	 83.414	509	5.555	545	11.43	   	      	561768	331274	 120745
14	UK   	Heman Nama                          	 2	 4	561	47.291	553	 81.572	545	 83.708	534	5.343	563	11.23	   	      	520896	331259	1630692
15	MISS 	Finn Reynolds                       	10	10	 43	95.543	 60	 95.124	 39	 96.139	 87	7.840	 54	13.31	 16	36.168	520891	331848	1332906
15	MISS 	Nikola Slavic                       	14	 7	 75	92.436	 89	 94.158	105	 94.172	 86	7.842	110	13.08	 28	24.242	513419	331849	 271469
15	MISS 	Tim Sandkaulen                      	14	16	 77	92.099	 96	 94.038	 81	 94.836	124	7.550	103	13.11	 31	22.951	448641	331248	  64506
15	MISS 	John Hallquist Lithen               	14	 7	140	85.729	108	 93.704	159	 93.013	100	7.688	139	12.97	248	 2.400	561866	331850	2095342
15	MISS 	Simon Junk                          	10	14	250	74.993	226	 91.156	246	 91.375	255	6.948	219	12.73	315	 1.991	485272	331501	 235501
15	MISS 	Lukas Engelhardt                    	 4	 7	329	67.936	272	 90.047	289	 90.452	330	6.622	291	12.53	   	      	513418	334139	 212729
15	MISS 	Jakob Cadonau                       	 3	 4	428	59.639	407	 87.189	407	 88.226	383	6.374	376	12.26	   	      	564436	331851	 275336
15	MISS 	Cotter Wilson                       	 3	 6	445	58.115	373	 88.037	363	 89.134	458	5.928	463	11.87	   	      	464055	331253	 947319
15	MISS 	Jan Soeren Hain                     	 1	 8	446	57.957	403	 87.296	415	 87.997	444	6.021	394	12.21	   	      	485280	331439	2502777
15	MISS 	Brady Draheim                       	 2	 7	458	56.899	441	 86.369	418	 87.924	462	5.908	389	12.22	   	      	561861	331232	  77425
16	ILL  	Aleksandar Kovacevic                	11	 1	  2	99.652	  2	 99.901	  1	100.000	  1	9.269	  2	13.97	128	 4.000	423252	332963	 919337
16	ILL  	Siphosothando Montsi                	16	 3	 34	96.291	 21	 97.253	 25	 97.067	 25	8.465	 50	13.33	107	 4.793	485650	332965	1887481
16	ILL  	Zeke Clark                          	20	 2	 52	94.608	 50	 95.644	 61	 95.407	 28	8.434	 58	13.28	 92	 6.429	397557	332966	1489870
16	ILL  	Noe Khlif                           	17	 1	114	88.311	113	 93.537	137	 93.386	 72	7.946	135	12.98	145	 3.593	421665	334145	2698933
16	ILL  	Hunter Heck                         	17	 6	159	83.399	138	 93.055	157	 93.015	111	7.585	204	12.78	257	 2.358	564624	332968	2560997
16	ILL  	Alex Brown                          	10	12	182	81.329	139	 93.027	103	 94.203	154	7.363	245	12.68	420	 1.473	393009	332964	 743551
16	ILL  	Alex Bancila                        	 4	 1	291	70.764	345	 88.722	304	 90.205	187	7.260	329	12.41	331	 1.916	497256	333378	  85738
16	ILL  	Nic Meister                         	 6	 2	306	69.529	368	 88.091	343	 89.553	208	7.193	435	12.06	230	 2.474	564623	357294	1198131
16	ILL  	Kweisi Kenyatte                     	 7	 8	321	68.404	349	 88.662	320	 90.008	304	6.708	236	12.70	393	 1.609	517923	332967	1608011
16	ILL  	Alexander Petrov                    	 2	 2	351	65.825	389	 87.712	397	 88.362	270	6.870	249	12.67	   	      	564625	357293	2037805
16	ILL  	Lucas Horve                         	 4	 4	411	60.923	374	 88.026	387	 88.668	339	6.571	423	12.09	439	 1.339	485647	333377	 901225
16	ILL  	Vuk Budic                           	 0	 3	520	50.663	606	 52.130	543	 83.774	432	6.080	458	11.91	   	      	393582	343000	1047024
R2	ARIZ 	Gustaf Strom                        	18	 3	 26	97.575	  6	 98.687	 41	 96.116	 18	8.539	 43	13.38	 44	17.401	564319	331855	2600324
R2	ARIZ 	Jonas Ziverts                       	10	 9	 69	92.733	 69	 94.751	 52	 95.732	108	7.642	 63	13.26	 83	 7.581	497925	331853	  86273
R2	ARIZ 	Alejandro Requant-Bicardi           	15	 6	132	86.839	151	 92.813	113	 94.059	119	7.567	 88	13.17	221	 2.552	444974	331854	1905234
R2	ARIZ 	Filip Malbasic                      	15	10	146	85.330	149	 92.830	126	 93.753	129	7.519	110	13.08	255	 2.362	429133	331856	  86068
R2	ARIZ 	Herman Hoyeraal                     	 5	 1	184	81.183	154	 92.680	200	 92.200	104	7.652	297	12.52	248	 2.400	567637	331858	1861923
R2	ARIZ 	Carlos Hassey                       	14	 7	251	74.963	246	 90.653	234	 91.570	224	7.099	204	12.78	374	 1.702	414150	331857	1707449
R2	ARIZ 	Nick Lagaev                         	13	 5	253	74.894	284	 89.883	306	 90.178	235	7.059	219	12.73	223	 2.526	513924	331860	1228823
R2	ARIZ 	Hiroki Sakagawa                     	 3	 0	285	71.262	391	 87.661	381	 88.777	283	6.821	126	13.01	369	 1.714	513926	333376	1966130
R2	ARIZ 	Jett Middleton                      	 4	 0	376	63.763	364	 88.178	353	 89.388	   	     	311	12.47	265	 2.286	565303	      	  85690
R2	ARIZ 	Igor Karpovets                      	 2	 1	453	57.308	452	 86.104	431	 87.762	354	6.528	458	11.91	   	      	420669	331863	 158358
R2	ARIZ 	Conner Olsen                        	 2	 1	509	51.643	531	 83.354	561	 82.856	378	6.383	523	11.54	   	      	489600	331868	 112713
R2	ARIZ 	Jared Horwood                       	 1	 0	516	51.106	483	 85.104	492	 85.808	528	5.393	496	11.71	   	      	489599	331865	 239708
R2	AZST 	Nathan Ponwith                      	15	 9	 46	95.088	 41	 96.075	 33	 96.516	 61	7.991	 45	13.36	 77	 8.022	491203	332172	  39539
R2	AZST 	Tim Ruehl                           	11	 5	110	88.888	118	 93.436	 94	 94.331	 92	7.770	 81	13.20	205	 2.647	447484	332610	2021122
R2	AZST 	Andrea Bolla                        	12	 5	145	85.372	147	 92.884	140	 93.359	123	7.551	 98	13.13	270	 2.229	391323	332173	 191099
