seed	team	player	wins	losses	cmpRnk	cmp	trnRnk	trn	slamRnk	slam	masseyRnk	massey	utrRnk	utr	itaRnk	ita	r2Id	masseyId	utrId
R2	ARIZ 	Jared Horwood                       	 1	 0	515	51.044	487	 85.182	496	 85.971	531	5.432	484	11.78	   	      	489599	331865	 239708
R2	AZST 	Nathan Ponwith                      	15	 9	 52	94.700	 44	 96.176	 34	 96.705	 60	8.023	 59	13.30	 79	 8.022	491203	332172	  39539
R2	AZST 	Tim Ruehl                           	11	 5	114	88.536	121	 93.569	 98	 94.534	 94	7.808	 85	13.20	209	 2.647	447484	332610	2021122
R2	AZST 	Andrea Bolla                        	12	 5	148	84.937	147	 92.993	142	 93.553	120	7.575	113	13.09	274	 2.229	391323	332173	 191099
R2	AZST 	Baonoromandresy (makey) Rakotomalala	 9	11	176	81.818	165	 92.610	135	 93.763	172	7.328	133	12.99	390	 1.645	443867	332171	2566340
R2	AZST 	Max McKennon                        	 5	 6	283	71.366	304	 89.655	325	 90.086	256	6.992	168	12.90	   	      	565545	332174	1711943
R2	AZST 	George Stoupe                       	11	11	358	65.059	307	 89.630	329	 90.052	349	6.580	342	12.36	432	 1.405	521209	332176	1158239
R2	AZST 	Christian Lerby                     	12	 8	378	63.522	360	 88.491	389	 88.853	357	6.557	366	12.30	353	 1.816	514394	332494	 235466
R2	AZST 	Tom Leblanc                         	 1	 0	386	63.115	461	 86.087	461	 87.157	159	7.381	446	12.01	   	      	521210	332873	2555356
R2	AZST 	Jonah Wilson                        	 3	 2	495	53.296	504	 84.309	501	 85.707	409	6.257	475	11.82	   	      	521211	332495	2540329
R2	AZST 	Spencer Brachman                    	 1	 2	534	49.229	523	 83.763	520	 85.109	   	     	461	11.92	   	      	565547	      	2087706
R2	AZST 	Moritz Hoffmann                     	 1	 2	540	48.921	479	 85.346	509	 85.309	   	     	530	11.49	   	      	565546	      	 271413
R2	BAMA 	Edson Ortiz                         	13	14	107	89.193	110	 93.771	106	 94.415	175	7.322	168	12.90	 43	18.413	438760	331254	1017726
R2	BAMA 	Zhe Zhou                            	15	16	115	88.425	140	 93.103	114	 94.173	162	7.376	141	12.96	 57	13.605	466235	331225	2602645
R2	BAMA 	Patrick Kaukovalta                  	15	18	130	86.979	158	 92.803	121	 94.087	217	7.170	141	12.96	 64	11.086	420873	331216	1040513
R2	BAMA 	Riccardo Roberto                    	19	13	183	81.025	184	 92.031	200	 92.422	196	7.256	168	12.90	203	 2.714	445937	331221	 109254
R2	BAMA 	Jeremy Gschwendtner                 	21	 7	218	77.395	190	 91.902	255	 91.394	206	7.225	256	12.65	231	 2.495	495917	331228	 168002
R2	BAMA 	Gabriel Diaz Freire                 	15	10	269	73.163	223	 91.351	232	 91.864	224	7.144	293	12.54	410	 1.556	561865	331235	2624834
R2	BAMA 	Vincent Rettke                      	13	 7	308	69.340	303	 89.670	296	 90.553	304	6.751	294	12.53	338	 1.914	561863	331233	  77310
R2	BAMA 	Rudi Christiansen                   	 6	 1	339	67.150	368	 88.272	364	 89.419	353	6.568	417	12.13	194	 2.874	564297	331502	2204070
R2	BAMA 	Alexey Nesterov                     	13	10	349	66.066	344	 88.937	357	 89.573	367	6.515	298	12.52	335	 1.916	436560	331219	1705463
R2	BAMA 	Marcelo Sepulveda Garza             	 6	 7	433	59.232	388	 87.988	383	 88.983	450	6.033	400	12.20	421	 1.500	509694	331241	1880729
R2	BAMA 	Avi Shugar                          	 5	 4	481	54.554	449	 86.364	452	 87.537	452	6.019	535	11.48	395	 1.613	509695	331231	 101883
R2	BAMA 	Sam Fischer                         	 2	 4	531	49.419	474	 85.521	499	 85.869	544	5.288	568	11.17	   	      	406829	331214	1034832
R2	GT   	Marcus McDaniel                     	16	 8	 40	95.752	 39	 96.326	 30	 96.846	 65	7.996	 65	13.28	 28	25.047	513069	331610	2530147
R2	GT   	Andres Martin                       	17	 8	 72	92.900	 74	 94.788	 61	 95.591	 86	7.859	101	13.14	 46	17.004	513067	331608	2790127
R2	GT   	Pablo Schelcher                     	13	 9	174	82.188	180	 92.199	188	 92.576	144	7.467	219	12.74	168	 3.188	498474	331605	 210365
R2	GT   	Keshav Chopra                       	14	10	239	75.742	207	 91.622	174	 92.810	244	7.053	270	12.61	354	 1.811	513068	331607	  85542
R2	GT   	Chen Dong                           	12	 6	345	66.882	315	 89.495	362	 89.460	317	6.713	334	12.38	330	 1.934	564844	331606	2702315
R2	GT   	Brandon McKinney                    	12	12	360	65.031	301	 89.746	309	 90.360	344	6.594	374	12.28	437	 1.371	513070	331604	 225033
R2	GT   	Brandon Freestone                   	 6	 3	400	61.578	446	 86.460	424	 88.032	436	6.100	434	12.07	234	 2.474	407969	331609	  77300
R2	GT   	Cole Gromley                        	 1	 1	434	59.195	425	 86.954	414	 88.322	314	6.717	452	11.97	   	      	486436	332154	1608057
R2	MSST 	Giovanni Oradini                    	11	11	 60	93.743	 77	 94.714	 57	 95.803	115	7.603	 95	13.16	 20	31.197	438580	332233	  73952
R2	MSST 	Florian Broska                      	19	15	 67	93.204	 80	 94.658	 68	 95.421	 91	7.835	 61	13.29	 48	16.729	392974	331195	 115141
R2	MSST 	Nemanja Malesevic                   	21	11	106	89.262	111	 93.770	123	 93.987	137	7.502	144	12.95	 53	15.402	561124	331188	2649093
R2	MSST 	Alberto Colas                       	20	14	126	87.238	150	 92.932	145	 93.471	131	7.529	110	13.10	108	 5.147	520879	331190	 271315
R2	MSST 	Davide Tortora                      	13	 7	202	79.003	206	 91.633	276	 90.911	307	6.743	334	12.38	 70	 9.415	510661	331183	 273166
R2	MSST 	Carles Hernandez                    	16	 8	223	77.277	198	 91.787	234	 91.813	223	7.147	168	12.90	349	 1.853	561123	331595	 277743
R2	MSST 	Gregor Ramskogler                   	16	15	324	68.174	323	 89.364	323	 90.142	336	6.623	284	12.57	328	 1.939	487240	331181	  87195
R2	MSST 	Nicolas Ocana                       	 5	 6	424	59.813	353	 88.757	369	 89.288	416	6.222	427	12.09	   	      	510659	331191	1564525
R2	MSST 	Stedman Strickland                  	 0	 9	622	42.960	610	 52.194	612	 76.926	574	4.787	622	10.25	   	      	487365	331199	 100013
R2	NCST 	Alexis Galarneau                    	10	 4	 14	98.544	 28	 96.909	 13	 98.200	 36	8.362	  2	14.05	 25	25.904	408573	331654	 218755
R2	NCST 	Rafa Izquierdo Luque                	 8	 9	160	83.872	186	 92.014	175	 92.797	195	7.258	191	12.82	 90	 6.913	514016	331634	1594906
R2	NCST 	Robin Catry                         	10	 6	190	80.023	194	 91.845	201	 92.415	201	7.235	236	12.70	172	 3.096	515592	331632	 275026
R2	NCST 	Tadas Babelis                       	 6	11	216	77.805	224	 91.338	187	 92.577	257	6.987	236	12.70	212	 2.631	387254	331640	  73232
R2	NCST 	Yannai Barkai                       	 7	 8	221	77.373	242	 91.035	226	 91.985	220	7.165	186	12.84	265	 2.328	498083	331643	  67444
R2	NCST 	Robert Turzak                       	 5	 6	297	70.187	281	 90.040	319	 90.189	249	7.015	258	12.64	409	 1.557	459116	332466	1906381
R2	NCST 	Martins Rocens                      	 6	 4	306	69.477	321	 89.408	337	 89.965	274	6.895	294	12.53	304	 2.067	514015	331636	 192692
R2	NCST 	Joseph Schrader                     	 0	 2	526	49.947	542	 82.779	504	 85.554	516	5.576	492	11.74	   	      	449869	331642	2537948
R2	NCST 	Tristan Smith                       	 1	 0	568	46.688	587	 78.849	574	 82.321	   	     	475	11.82	   	      	453139	      	1880865
R2	NCST 	Collin Shick                        	 0	 2	584	45.649	610	 52.194	623	 53.927	536	5.383	514	11.59	   	      	451388	331638	 376121
R2	ND   	Axel Nefve                          	18	 4	 23	97.758	 16	 97.697	 18	 97.642	 26	8.481	 21	13.59	 36	21.488	487492	331831	1608070
R2	ND   	Richard Ciamarra                    	15	 7	 70	93.040	 70	 94.948	 55	 95.884	 68	7.983	 81	13.21	 77	 8.183	397307	331841	  61538
R2	ND   	Tristan McCormick                   	10	 7	184	80.965	193	 91.855	191	 92.537	234	7.090	204	12.79	142	 3.763	431354	331833	2540004
R2	ND   	William Howells                     	 3	 1	350	65.944	311	 89.616	348	 89.728	261	6.976	358	12.32	   	      	416900	335335	 319231
R2	ND   	Connor Fu                           	13	10	352	65.690	320	 89.409	333	 89.978	330	6.651	333	12.39	406	 1.570	509883	331842	 187871
R2	ND   	Matthew Che                         	 6	12	419	60.129	373	 88.155	350	 89.649	399	6.346	427	12.09	   	      	509880	331835	1885645
R2	ND   	Brandon Ancona                      	 7	 7	421	60.027	404	 87.516	413	 88.329	395	6.366	395	12.21	392	 1.638	564605	331965	2540306
R2	ND   	Braeden Ho                          	 2	 2	463	56.459	460	 86.109	457	 87.317	396	6.362	415	12.14	   	      	509881	331846	 104394
R2	ND   	Jean Marc Malkowski                 	 3	 5	493	53.709	451	 86.336	471	 86.762	473	5.913	467	11.85	   	      	564606	331844	1228757
R2	ND   	Matt Gamble                         	 1	 1	510	51.647	511	 84.046	530	 84.846	437	6.092	493	11.73	   	      	408747	331845	1032485
R2	ND   	Matthew Halpin                      	 2	 2	541	48.858	517	 83.895	531	 84.800	556	5.198	506	11.66	   	      	509882	331837	 366175
R2	ND   	Andrew Mariados                     	 2	 1	551	47.963	509	 84.073	543	 84.047	530	5.444	575	11.08	   	      	487494	331839	  85789
R2	OKLA 	Mason Beiler                        	17	14	 93	90.680	 95	 94.184	102	 94.450	114	7.616	 95	13.16	 67	10.046	485308	330870	1263693
R2	OKLA 	Jake Van Emburgh                    	 8	14	124	87.306	123	 93.455	107	 94.386	236	7.081	131	13.00	 81	 7.978	459807	331384	2630299
R2	OKLA 	Alex Martinez Puigdellose           	15	13	165	83.070	150	 92.932	155	 93.216	174	7.323	191	12.82	180	 2.933	520724	330874	2509587
R2	OKLA 	Nathan Han                          	14	12	222	77.341	179	 92.223	205	 92.283	221	7.156	198	12.81	372	 1.720	559729	330881	2547821
R2	OKLA 	Justin Schlageter                   	12	12	290	70.750	263	 90.545	282	 90.867	282	6.865	226	12.72	   	      	520725	330876	2502802
R2	OKLA 	Welsh Hotard                        	13	 7	303	69.832	322	 89.397	328	 90.065	296	6.811	219	12.74	365	 1.753	559728	330879	 804804
R2	OKLA 	Mark Mandlik                        	 6	14	325	68.086	297	 89.793	265	 91.197	367	6.515	253	12.66	   	      	511014	331533	2093382
R2	OKLA 	Jonathan Sheehy                     	 2	 7	385	63.118	394	 87.764	367	 89.318	461	5.963	226	12.72	   	      	559730	330887	 362824
R2	OKLA 	Max Stewart                         	 3	 3	405	61.277	379	 88.087	373	 89.134	440	6.081	309	12.47	   	      	454858	331537	  93151
R2	OKLA 	Matt Rodriguez                      	 3	 4	406	61.061	392	 87.829	346	 89.729	407	6.281	358	12.32	   	      	485309	330893	1263690
R2	OKST 	Matej Vocel                         	12	 5	 31	96.471	 40	 96.304	 24	 97.253	 55	8.073	 28	13.47	 37	20.979	487509	331552	 154537
R2	OKST 	Emile Hudd                          	 9	 9	111	88.840	119	 93.584	115	 94.167	117	7.598	 94	13.17	115	 4.250	487451	331390	 208928
R2	OKST 	Henrik Korsgaard                    	 9	 9	173	82.474	148	 92.963	150	 93.323	185	7.287	127	13.02	317	 2.000	564471	331557	1607982
R2	OKST 	Mathieu Scaglia                     	 9	 9	185	80.603	182	 92.163	214	 92.137	180	7.308	131	13.00	299	 2.100	449242	331560	2738420
R2	OKST 	Dominik Kellovsky                   	 5	 8	265	73.329	251	 90.744	237	 91.798	319	6.697	157	12.92	   	      	514377	331554	2564610
R2	OKST 	Etienne Donnet                      	10	15	319	68.425	289	 89.944	318	 90.227	304	6.751	248	12.67	   	      	520763	331388	2586078
R2	OKST 	Matisse Bobichon                    	 5	 4	371	64.107	382	 88.056	426	 87.993	380	6.427	216	12.75	446	 1.323	564712	331589	 275035
R2	OKST 	Maxim Tybar                         	 1	 0	459	56.790	366	 88.319	464	 87.036	378	6.451	518	11.57	   	      	459164	334430	1872203
R2	OKST 	Luke Hammond                        	 0	 2	560	47.253	610	 52.194	623	 53.927	487	5.799	487	11.77	   	      	413300	331397	 114409
R2	OSU  	Cannon Kingsley                     	27	 1	 16	98.449	  7	 98.669	 10	 98.520	  8	8.842	 15	13.64	107	 5.200	511704	331917	1906302
R2	OSU  	John McNally                        	23	 5	 24	97.719	 10	 98.280	  9	 98.548	 21	8.533	 24	13.49	136	 3.886	432019	332000	2204585
R2	OSU  	James Trotter                       	15	 1	 66	93.521	 52	 95.709	 63	 95.559	 51	8.153	 51	13.33	134	 3.897	485329	332001	2542115
R2	OSU  	JJ Tracy                            	26	 3	 91	90.778	 83	 94.569	128	 93.961	 72	7.965	 51	13.33	171	 3.113	564703	331919	2653087
R2	OSU  	Kyle Seelig                         	19	 9	146	85.224	153	 92.916	130	 93.834	146	7.451	 78	13.22	311	 2.024	450412	331918	  33380
R2	OSU  	Robert Cash                         	17	 4	161	83.486	177	 92.294	183	 92.634	128	7.545	125	13.03	237	 2.472	511706	332002	  85660
R2	OSU  	Justin Boulais                      	 6	 3	220	77.382	197	 91.797	224	 92.005	239	7.069	305	12.49	184	 2.922	511705	333289	2530168
R2	OSU  	Tim Seibert                         	 2	 0	278	71.792	327	 89.282	263	 91.250	240	7.064	191	12.82	   	      	450476	333293	2552995
R2	OSU  	JJ Mercer                           	 4	 3	390	62.263	400	 87.680	382	 89.006	291	6.831	405	12.18	425	 1.448	511707	357295	 786446
R2	OSU  	Jacob Wareti                        	 1	 3	569	46.611	600	 75.353	611	 77.685	412	6.250	634	 9.28	   	      	462064	344157	  77015
R2	OSU  	Lacelot Carnello                    	 0	 1	598	44.694	610	 52.194	623	 53.927	   	     	506	11.66	   	      	564807	      	1784522
R2	PEPP 	Guy Den Ouden                       	16	 5	 95	90.439	 85	 94.436	 92	 94.714	 66	7.990	 71	13.25	218	 2.599	563775	332010	1162984
R2	PEPP 	Tim Zeitvogel                       	 9	 0	102	89.728	109	 93.786	166	 93.063	 47	8.212	113	13.09	119	 4.171	497648	334999	1740785
R2	PEPP 	Adrian Oetzbach                     	 8	12	119	87.644	117	 93.662	 91	 94.800	181	7.302	141	12.96	106	 5.202	488802	332009	1707234
R2	PEPP 	Daniel De Jonge                     	12	 5	127	87.120	120	 93.572	125	 93.969	132	7.525	117	13.08	153	 3.530	523004	333036	1959699
R2	PEPP 	Robert Shelton                      	 9	 6	286	71.253	302	 89.712	313	 90.268	289	6.840	226	12.72	318	 1.993	515020	332611	1609426
R2	PEPP 	Pietro Fellin                       	10	 5	327	68.033	371	 88.207	377	 89.064	293	6.829	278	12.59	293	 2.124	521203	332612	 262366
R2	PEPP 	Corrado Summaria                    	 8	10	344	66.899	328	 89.262	296	 90.553	316	6.715	323	12.43	401	 1.587	501835	332011	2628275
R2	PEPP 	Pawel Jankowiak                     	 2	 4	552	47.891	545	 82.637	545	 83.965	522	5.522	547	11.40	   	      	488801	332613	 407013
R2	PEPP 	Tom Grosjean                        	 0	 2	626	42.720	610	 52.194	623	 53.927	   	     	603	10.68	   	      	563774	      	 194203
R2	STAN 	Arthur Fery                         	13	 3	 34	96.292	 43	 96.194	 49	 96.149	 38	8.327	 12	13.68	 73	 8.873	564316	335006	 274896
R2	STAN 	Axel Geller                         	 6	 6	 43	95.605	 34	 96.479	 31	 96.824	 69	7.982	 23	13.51	 98	 6.211	409496	335292	 196281
R2	STAN 	Tristan Boyer                       	 8	 6	136	86.390	176	 92.339	147	 93.363	154	7.425	 40	13.40	293	 2.124	564317	335005	  85308
R2	STAN 	Alexandre Rotsaert                  	 5	 7	149	84.909	130	 93.306	103	 94.448	125	7.557	107	13.11	437	 1.371	488298	335291	  76872
R2	STAN 	Timothy Sah                         	 8	 5	193	79.868	205	 91.693	217	 92.115	178	7.315	157	12.92	266	 2.323	448080	335007	  76942
R2	STAN 	Filip Kolasinski                    	 1	 0	234	76.073	433	 86.653	402	 88.487	153	7.426	 65	13.28	   	      	512403	335295	 242514
R2	STAN 	William Genesen                     	 5	 3	276	72.018	256	 90.642	314	 90.266	233	7.091	258	12.64	355	 1.810	409523	335008	  42081
R2	STAN 	Neel Rajesh                         	 6	 3	295	70.472	341	 89.014	359	 89.536	265	6.959	248	12.67	279	 2.189	512404	335010	 450275
R2	STAN 	Sangeet Sridhar                     	 1	 2	363	64.671	490	 85.065	475	 86.582	411	6.252	127	13.02	   	      	488299	335293	1906138
R2	STAN 	Aryan Chaudhary                     	 1	 1	444	58.095	448	 86.430	403	 88.464	   	     	266	12.62	   	      	568936	      	  68957
R2	STAN 	Alex Lee                            	 1	 1	538	49.003	510	 84.062	514	 85.176	   	     	489	11.76	   	      	568937	      	2727863
R2	TTU  	Ilgiz Valiev                        	15	14	178	81.701	162	 92.651	152	 93.276	164	7.360	133	12.99	382	 1.696	459644	330875	 194296
R2	TTU  	Parker Wynn                         	 9	15	179	81.574	139	 93.131	103	 94.448	227	7.126	168	12.90	389	 1.670	485875	330871	 931277
R2	TTU  	Reed Collier                        	15	 9	236	75.982	228	 91.283	218	 92.080	192	7.274	221	12.73	379	 1.699	509737	330890	  85466
R2	TTU  	Dimitrios Azoidis                   	16	10	238	75.811	237	 91.111	242	 91.681	250	7.013	152	12.93	380	 1.698	561078	330877	2557540
R2	TTU  	Franco Ribero                       	12	11	271	72.723	243	 90.989	233	 91.841	259	6.984	253	12.66	407	 1.566	497381	330885	2007644
R2	TTU  	Isaac Arevalo                       	14	 7	274	72.600	265	 90.498	272	 90.979	238	7.075	248	12.67	363	 1.767	520546	330892	 205089
R2	TTU  	Connor Johnson                      	 2	 6	381	63.257	337	 89.040	312	 90.283	379	6.436	371	12.29	   	      	520547	330878	2093451
R2	TTU  	Francisco Vittar                    	 3	 5	508	51.798	480	 85.272	474	 86.625	508	5.612	497	11.72	   	      	509800	330880	 183984
R2	TTU  	Justin Bloss                        	 0	 6	613	43.341	610	 52.194	602	 78.969	586	4.094	599	10.72	   	      	390956	331406	 380660
R2	TULN 	Hamish Stewart                      	13	 7	 44	95.502	 56	 95.566	 39	 96.506	 67	7.985	 37	13.42	 34	22.583	454831	331882	1608055
R2	TULN 	Luis Erlenbusch                     	15	 5	121	87.567	127	 93.416	129	 93.924	 97	7.784	152	12.93	123	 4.155	405135	331884	  82502
R2	TULN 	Ewan Moore                          	10	 7	131	86.928	128	 93.410	101	 94.452	139	7.497	120	13.07	177	 3.075	434419	331890	2547215
R2	TULN 	Billy Suarez                        	10	 7	201	79.012	196	 91.811	219	 92.060	169	7.347	221	12.73	254	 2.395	527618	331885	  85360
R2	TULN 	Rafael De Alba                      	12	 5	255	74.411	276	 90.167	316	 90.239	182	7.300	270	12.61	256	 2.387	527615	331887	2647825
R2	TULN 	Fynn Kuenkler                       	 5	 9	446	57.822	391	 87.844	386	 88.943	453	6.013	431	12.08	   	      	527616	331891	1821612
R2	TULN 	Akos Kotorman                       	 2	 3	482	54.552	402	 87.571	439	 87.822	495	5.722	490	11.75	   	      	485685	331893	 125074
R2	TULN 	Jeremy Schifris                     	 2	 2	528	49.819	533	 83.475	523	 85.023	565	5.065	446	12.01	   	      	527617	331889	2548169
R2	TULN 	Charlie Barry                       	 0	 1	545	48.541	588	 78.814	597	 79.852	   	     	382	12.25	   	      	520554	      	 275124
R2	TULN 	Henry Lovett                        	 2	 0	573	46.459	559	 81.548	558	 83.296	558	5.120	558	11.32	   	      	510074	331888	 100585
R2	UCLA 	Keegan Smith                        	13	 2	  5	99.319	  4	 99.567	  3	 99.404	  5	8.938	  4	13.95	 61	11.989	452926	331995	  69327
R2	UCLA 	Govind Nanda                        	 8	 4	 33	96.427	 30	 96.787	 29	 96.939	 44	8.232	 13	13.65	117	 4.238	498066	335639	2390968
R2	UCLA 	Drew Baird                          	 9	 8	154	84.590	174	 92.412	134	 93.784	172	7.328	157	12.92	138	 3.845	510687	333037	1445715
R2	UCLA 	Sam Feit                            	11	 6	217	77.527	211	 91.544	220	 92.059	193	7.271	186	12.84	344	 1.905	564425	331996	 363798
R2	UCLA 	Roscoe Bellamy                      	 8	 3	224	77.195	266	 90.483	290	 90.635	230	7.096	182	12.86	191	 2.887	489256	331997	  76996
R2	UCLA 	Ben Goldberg                        	 9	 8	247	74.905	233	 91.180	216	 92.116	242	7.058	253	12.66	323	 1.971	410457	332057	  77562
R2	UCLA 	Mathew Tsolakyan                    	11	 4	263	73.497	275	 90.257	303	 90.460	270	6.921	263	12.63	221	 2.570	489259	331999	2546946
R2	UCLA 	Patrick Zahraj                      	 1	 2	382	63.167	387	 88.021	395	 88.657	333	6.632	294	12.53	   	      	498067	334030	 233945
R2	UCLA 	Stefan Leustian                     	 2	 0	466	55.907	489	 85.084	446	 87.665	   	     	284	12.57	   	      	564426	      	2554139
R2	UCLA 	Eric Hahn                           	 0	 1	491	53.729	610	 52.194	623	 53.927	351	6.577	351	12.35	   	      	489257	332058	  77192
R2	UCLA 	Connor Hance                        	 0	 1	572	46.530	610	 52.194	623	 53.927	455	5.983	558	11.32	   	      	413355	333035	  65536
R2	USF  	Jacob Wojcik                        	17	 7	 85	91.566	 65	 95.169	 88	 94.898	 98	7.783	162	12.91	 47	16.759	464470	331788	1880805
R2	USF  	Chase Ferguson                      	14	 9	 90	91.186	 97	 94.175	 69	 95.387	 89	7.846	144	12.95	 62	11.899	485713	331787	  81925
R2	USF  	Ivan Yatsuk                         	15	 9	172	82.524	160	 92.706	160	 93.140	150	7.437	183	12.85	232	 2.485	485717	332038	  99283
R2	USF  	Antonio Muniz                       	 6	 5	260	73.747	229	 91.279	266	 91.183	260	6.979	204	12.79	386	 1.672	512187	335731	1583316
R2	USF  	Pierre Luquet                       	 9	11	284	71.311	269	 90.419	264	 91.224	262	6.972	256	12.65	408	 1.558	428315	331789	 201744
R2	USF  	Sergio Gomez Montesa                	13	11	333	67.432	316	 89.476	338	 89.933	287	6.848	332	12.40	360	 1.782	485714	331791	2536918
R2	USF  	Alvin Tudorica                      	 6	 4	391	62.165	414	 87.186	438	 87.858	334	6.631	431	12.08	297	 2.109	564806	331792	1940255
R2	USF  	Manuel Goncalves                    	 2	 2	470	55.497	398	 87.711	419	 88.172	   	     	389	12.24	   	      	565166	      	2038253
R2	USF  	Rithvik Bollipalli                  	 2	 5	475	55.109	476	 85.469	451	 87.549	477	5.886	393	12.23	   	      	512186	331790	 319613
R2	USF  	Niels Van Noord                     	 1	 0	509	51.778	539	 83.027	534	 84.624	421	6.191	475	11.82	   	      	485716	334203	2597548
R3	DEN  	James Davis                         	14	 3	141	85.847	126	 93.418	137	 93.734	133	7.514	266	12.62	 93	 6.673	486502	331943	1885056
R3	DEN  	Matt Summers                        	11	 6	285	71.294	292	 89.861	254	 91.419	318	6.710	284	12.57	291	 2.148	455733	331942	 777847
R3	DEN  	Nicolas Herrero Cuesta              	14	 2	302	69.930	358	 88.572	400	 88.558	294	6.818	400	12.20	146	 3.641	563532	332196	1544597
R3	DEN  	Mattia Ros                          	 8	 9	323	68.278	308	 89.625	240	 91.718	345	6.590	376	12.26	335	 1.916	446861	331941	 192607
R3	DEN  	Peter Sallay                        	12	 5	340	67.144	357	 88.588	356	 89.578	343	6.597	366	12.30	240	 2.452	563534	332051	 270258
R3	DEN  	Ignacio Rivero Crespo               	 9	 2	395	61.999	428	 86.722	476	 86.504	399	6.346	633	 9.49	154	 3.497	511784	331944	2527504
R3	DEN  	Daniel Krulig                       	 6	 3	420	60.104	421	 87.034	442	 87.783	427	6.160	389	12.24	327	 1.955	486489	332052	  85609
R3	DEN  	Charlie Miller                      	 1	 0	557	47.564	553	 81.959	555	 83.467	   	     	480	11.79	   	      	563533	      	 253170
R3	DUKE 	Garrett Johns                       	10	 9	 88	91.341	 84	 94.533	 64	 95.522	127	7.548	 99	13.15	 72	 9.193	514429	331631	1731401
R3	DUKE 	Andrew Zhang                        	13	 5	155	84.544	154	 92.903	168	 93.004	122	7.568	204	12.79	137	 3.874	514432	331639	  85837
R3	DUKE 	Sean Sculley                        	 6	 5	156	84.453	134	 93.248	154	 93.247	147	7.444	186	12.84	161	 3.413	450276	331635	 229380
R3	DUKE 	Edu Guell                           	 8	12	208	78.454	220	 91.412	203	 92.380	303	6.765	266	12.62	129	 4.040	497384	331644	1564518
R3	DUKE 	Luca Keist                          	 8	 4	229	76.693	235	 91.144	249	 91.571	214	7.186	325	12.42	169	 3.157	520675	331641	 135372
R3	DUKE 	Michael Heller                      	 7	 5	268	73.220	313	 89.589	323	 90.142	281	6.866	232	12.71	209	 2.647	514428	331633	  83012
R3	DUKE 	Faris Khan                          	 9	 4	281	71.587	270	 90.390	306	 90.429	254	6.999	342	12.36	258	 2.374	564418	331655	2616137
R3	DUKE 	Andrew Dale                         	 9	 4	326	68.038	349	 88.779	336	 89.966	348	6.584	305	12.49	268	 2.290	564416	331652	 300311
R3	DUKE 	Samuel Rubell                       	 7	 5	338	67.170	340	 89.017	322	 90.173	324	6.685	356	12.33	302	 2.081	514431	331637	  85267
R3	FGCU 	Janmagnus Johnson                   	 9	 4	 97	90.342	104	 94.053	 79	 95.123	145	7.455	 85	13.20	 83	 7.863	566473	332030	 194184
R3	FGCU 	Juan Montes                         	 7	 5	298	70.150	278	 90.091	278	 90.904	322	6.693	358	12.32	266	 2.323	434281	332031	  75202
R3	FGCU 	Felipe Ramirez                      	 3	 4	398	61.704	345	 88.921	345	 89.784	422	6.180	362	12.31	   	      	443947	332032	2095340
R3	FGCU 	Randy Wilson                        	 7	 7	403	61.482	355	 88.611	353	 89.602	405	6.297	424	12.10	394	 1.631	566476	332033	  96337
R3	FGCU 	Guglielmo Stefanacci                	 8	 6	416	60.294	429	 86.718	456	 87.320	390	6.389	443	12.02	292	 2.147	513864	332034	 286982
R3	FGCU 	Alessandro Conca                    	 4	 9	494	53.479	434	 86.639	449	 87.598	484	5.813	510	11.64	   	      	566471	332035	 274696
R3	FGCU 	Feliksas Sakalauskas                	 1	 3	553	47.890	515	 83.971	535	 84.590	542	5.312	568	11.17	   	      	486209	334247	1708963
R3	FGCU 	Pedro Maciel                        	 1	 2	571	46.550	570	 80.077	573	 82.401	543	5.310	543	11.44	   	      	501601	334177	 875417
R3	FGCU 	Max Damm                            	 0	 3	588	45.486	575	 79.718	572	 82.420	   	     	544	11.43	   	      	566472	      	2676320
R3	FGCU 	Eric Oncins                         	 0	 1	596	44.887	576	 79.669	589	 81.115	   	     	557	11.33	   	      	566475	      	1047036
R3	FGCU 	Juan Lopez                          	 0	 1	619	43.125	610	 52.194	623	 53.927	   	     	582	11.00	   	      	513863	      	1887493
R3	LSU  	Ronnie Hohmann                      	13	12	 77	92.012	102	 94.089	 67	 95.451	149	7.439	103	13.13	 31	23.827	520221	331440	1880799
R3	LSU  	Rafael Wagner                       	11	13	187	80.535	216	 91.469	190	 92.564	283	6.864	248	12.67	 97	 6.220	461532	331210	2556012
R3	LSU  	Boris Kozlov                        	13	13	304	69.794	261	 90.566	284	 90.836	277	6.882	274	12.60	447	 1.321	488582	331196	  73692
R3	LSU  	Joao Graca                          	 5	12	373	63.932	343	 88.967	327	 90.077	403	6.322	309	12.47	437	 1.371	528067	331873	1939859
R3	LSU  	Benjamin Ambrosio                   	 9	 6	377	63.571	347	 88.853	385	 88.954	364	6.537	411	12.16	321	 1.973	565701	332429	2115697
R3	LSU  	Ben Koch                            	 8	 8	402	61.494	399	 87.701	407	 88.423	386	6.401	371	12.29	364	 1.761	528068	331205	2562986
R3	LSU  	Tom Pisane                          	 7	18	436	59.182	384	 88.050	351	 89.647	445	6.071	417	12.13	   	      	528069	331197	1608058
R3	LSU  	Tomas Descarrega                    	 5	 8	462	56.476	413	 87.188	428	 87.965	470	5.924	415	12.14	   	      	511017	331200	2670127
R3	LSU  	Nick Watson                         	 4	 6	489	54.121	459	 86.133	463	 87.095	457	5.977	462	11.91	   	      	488581	331203	1880809
