seed	team	player	wins	losses	cmpRnk	cmp	trnRnk	trn	slamRnk	slam	masseyRnk	massey	utrRnk	utr	itaRnk	ita	r2Id	masseyId	utrId
 3	UGA  	Meg Kowalski                 	22	 2	 22	97.737	 27	 95.002	 30	 95.864	 11	8.425	 37	10.74	 18	23.727	487384	336782	1708886
 3	UGA  	Lea Ma                       	15	 4	 32	96.865	 30	 94.831	 18	 96.710	 34	8.080	 33	10.77	 50	11.138	513316	337324	1905240
 3	UGA  	Marta Gonzalez               	12	 1	 50	95.377	 47	 93.851	 70	 94.011	 35	8.057	 39	10.70	 47	11.706	410824	336775	2687357
 3	UGA  	Morgan Coppoc                	25	 5	 57	94.487	 60	 93.153	 65	 94.226	 49	7.902	 43	10.67	 62	 8.658	398734	336773	1531529
 3	UGA  	Anna Hertel                  	10	 4	145	85.098	168	 90.207	167	 91.587	176	7.037	 61	10.57	244	 2.333	522068	336784	1742422
 3	UGA  	Eleni Christofi              	18	 4	170	82.932	173	 90.015	183	 91.316	139	7.225	136	10.29	242	 2.361	397208	336764	  94453
 3	UGA  	Ariana Arsenault             	 6	 5	275	72.723	287	 87.075	286	 88.727	310	6.252	172	10.16	345	 1.765	561619	336762	1763423
 3	UGA  	Alee Clayton                 	 8	 3	288	71.194	302	 86.755	318	 88.055	301	6.306	338	 9.47	203	 2.534	487383	336779	 113339
 4	UCLA 	Abigail Forbes               	19	 2	  3	99.705	  4	 98.857	  1	 99.884	  2	8.950	  4	11.18	  7	46.463	512054	337617	1682354
 4	UCLA 	Jada Hart                    	11	 2	 20	97.839	 16	 95.994	 14	 97.119	 26	8.221	 18	10.87	 45	12.214	413959	338608	2612442
 4	UCLA 	Elysia Bolton                	 9	 3	 48	95.466	 39	 94.261	 38	 95.516	 47	7.922	 25	10.79	110	 4.202	489254	337619	  77017
 4	UCLA 	Vivian Wolff                 	11	 6	100	89.629	 85	 92.298	 87	 93.399	 74	7.629	 80	10.45	274	 2.064	564429	338609	  74107
 4	UCLA 	Annette Goulak               	16	 3	106	88.854	102	 91.603	182	 91.373	 73	7.637	 76	10.46	167	 2.879	512056	337679	  76910
 4	UCLA 	Vanessa Ong                  	 5	 1	159	83.649	145	 90.561	224	 90.343	175	7.040	 69	10.53	298	 1.951	564428	337620	2062589
 4	UCLA 	Abi Altick                   	 4	 3	160	83.608	192	 89.573	172	 91.542	155	7.151	 61	10.57	379	 1.593	385396	339115	 947384
 4	UCLA 	Alexandra Vagramov           	 9	 5	165	83.457	113	 91.294	156	 91.764	142	7.201	198	10.07	250	 2.239	512057	339117	1912195
 4	UCLA 	Taylor Johnson               	 5	 1	244	74.988	278	 87.331	305	 88.301	191	6.952	219	10.00	276	 2.060	498065	339118	 205639
 5	PEPP 	Jessica Failla               	15	 3	 11	98.690	  7	 96.995	  9	 97.886	 46	7.923	  7	11.03	 19	23.380	405704	337646	1529701
 5	PEPP 	Ashley Lahey                 	11	 4	 19	97.846	 10	 96.448	 13	 97.133	 28	8.183	 19	10.86	 67	 7.797	424436	337681	 260415
 5	PEPP 	Taisya Pachkaleva            	23	 1	 28	97.018	 14	 96.148	 36	 95.637	 38	8.025	 16	10.89	 77	 6.371	564448	337647	 245349
 5	PEPP 	Shiori Fukuda                	16	 4	 58	94.353	 42	 94.170	 47	 94.941	 75	7.625	 40	10.69	 97	 4.883	564446	337682	  86312
 5	PEPP 	Lisa Zaar                    	20	 1	 79	91.828	 66	 92.867	136	 92.339	 64	7.719	 61	10.57	104	 4.468	514467	338409	2621757
 5	PEPP 	Lexi Ryngler                 	 3	 5	217	78.262	217	 88.973	213	 90.596	209	6.859	125	10.30	   	      	564447	337684	2668046
 5	PEPP 	Nikki Redelijk               	13	 7	243	75.018	227	 88.574	237	 90.012	252	6.587	225	 9.99	319	 1.873	565228	337648	  96353
 5	PEPP 	Astrid Brune Olsen           	 6	 1	263	73.648	359	 85.252	342	 87.558	274	6.457	187	10.12	202	 2.539	514453	341602	2627013
 6	NCST 	Anna Rogers                  	19	 7	  7	98.945	 11	 96.432	 11	 97.583	 15	8.339	 12	10.91	  6	48.188	446522	337001	2564385
 6	NCST 	Alana Smith                  	18	 8	 49	95.453	 58	 93.213	 55	 94.756	 50	7.896	 58	10.60	 21	22.321	486136	336993	2548608
 6	NCST 	Adriana Reami                	17	10	 87	90.801	 99	 91.767	 86	 93.433	 87	7.560	 76	10.46	117	 4.000	444430	336992	  41504
 6	NCST 	Abigail Rencheli             	14	 5	111	88.356	151	 90.499	190	 91.170	 93	7.488	113	10.35	 71	 7.116	564363	337002	2103268
 6	NCST 	Jaeda Daniel                 	15	10	146	84.806	164	 90.286	150	 91.936	121	7.282	 85	10.44	320	 1.872	511267	336988	1972909
 6	NCST 	Lana Mavor                   	 6	 0	183	81.826	226	 88.725	238	 90.003	127	7.251	215	10.01	135	 3.429	510773	336999	1033845
 6	NCST 	Lexi Keberle                 	16	 8	209	78.636	201	 89.330	219	 90.395	160	7.143	178	10.15	355	 1.706	511268	336990	2516998
 6	NCST 	Amelia Rajecki               	 6	 5	257	74.141	268	 87.589	266	 89.270	211	6.837	238	 9.93	323	 1.858	564362	337003	1095795
 6	NCST 	Liz Norman                   	 3	 1	314	68.686	321	 86.375	300	 88.359	305	6.276	255	 9.83	   	      	486138	336998	1880716
 7	FSU  	Giulia Pairone               	13	 8	 21	97.758	 21	 95.195	 16	 96.854	 37	8.027	 38	10.73	 12	30.674	564449	337323	  11197
 7	FSU  	Emmanuelle Salas             	 7	11	 85	91.079	133	 90.934	117	 92.753	123	7.274	 72	10.52	 41	14.348	485585	337325	  83967
 7	FSU  	Petra Hule                   	15	 3	 93	90.121	 94	 92.019	118	 92.735	 60	7.752	101	10.39	140	 3.244	417237	337329	2683216
 7	FSU  	Victoria Allen               	14	 5	 97	89.672	 98	 91.834	105	 93.028	 62	7.733	113	10.35	163	 2.897	511618	337326	2514924
 7	FSU  	Andrea Garcia                	20	 3	131	87.102	158	 90.368	185	 91.239	101	7.451	113	10.35	107	 4.280	408876	337334	 366328
 7	FSU  	Nandini Das                  	13	 8	140	85.905	138	 90.789	121	 92.686	130	7.245	125	10.30	205	 2.522	400527	337328	2058705
 7	FSU  	Anna Arkadianiou             	 4	 5	191	80.664	184	 89.630	168	 91.582	174	7.051	125	10.30	   	      	564846	337327	2611168
 7	FSU  	Alice Amendola               	 2	 3	375	64.538	379	 84.623	389	 86.238	374	5.850	253	 9.84	   	      	521176	337333	2633734
 7	FSU  	Lara Schneider               	 1	 2	434	59.515	407	 83.601	434	 84.234	   	     	289	 9.70	   	      	564847	      	 100342
 8	BAY  	Mel Krywoj                   	19	11	 63	93.133	 74	 92.605	 59	 94.475	 94	7.480	 61	10.57	 61	 8.774	509796	336630	2523246
 8	BAY  	Livia Kraus                  	25	 4	 78	91.947	 87	 92.272	 94	 93.210	 61	7.741	 73	10.49	 93	 5.290	423464	336643	 103533
 8	BAY  	Alicia Herrero-Linana        	19	13	125	87.574	131	 90.950	115	 92.798	133	7.240	 88	10.43	168	 2.867	509795	336633	2540860
 8	BAY  	Paula Baranano               	13	 4	151	84.304	165	 90.240	184	 91.259	112	7.358	136	10.29	206	 2.519	497948	338980	1919663
 8	BAY  	Jessica Hinojosa             	16	15	163	83.476	148	 90.537	152	 91.891	224	6.766	194	10.09	126	 3.618	415776	336646	 393785
 8	BAY  	Audrey Boch-Collins          	17	 3	168	83.027	196	 89.482	192	 91.119	169	7.076	113	10.35	196	 2.606	562077	336627	2558456
 8	BAY  	Angelina Shakhraichuk        	25	12	172	82.710	139	 90.768	158	 91.746	146	7.188	152	10.23	317	 1.881	450932	336641	2624249
 8	BAY  	Kristina Sorokolet           	19	 6	231	76.737	222	 88.808	234	 90.069	211	6.837	210	10.02	296	 1.953	453617	336638	1972854
 8	BAY  	Sara Ziodato                 	 3	 2	278	72.546	427	 82.685	395	 86.144	451	5.169	 51	10.64	   	      	564392	337152	 273212
 8	BAY  	Anastasia Kharitonova        	 2	 3	456	57.390	454	 80.876	425	 84.566	398	5.649	455	 8.65	   	      	512868	336636	2464042
 8	BAY  	Hannah Pinto                 	 1	 5	516	51.625	517	 75.888	503	 80.096	471	4.983	538	 7.27	   	      	562076	336625	 104807
 8	BAY  	Caroline Kotarski            	 1	 2	524	51.076	506	 76.824	499	 80.205	   	     	521	 7.84	   	      	562078	      	  98433
 9	UCF  	Valeriya Zeleva              	12	 2	 25	97.360	 19	 95.286	 24	 96.264	 21	8.257	 67	10.54	 20	22.658	497367	337581	1440881
 9	UCF  	Rebeka Stolmar               	12	 6	 61	93.259	 65	 92.897	 72	 93.910	 72	7.640	118	10.34	 35	15.815	455036	337582	2089984
 9	UCF  	Ksenia Kuznetsova            	12	 3	105	89.078	115	 91.285	130	 92.474	 88	7.547	 85	10.44	139	 3.330	424148	337583	1710497
 9	UCF  	Evgeniya Levashova           	11	 5	113	88.299	114	 91.293	139	 92.270	140	7.212	 96	10.41	103	 4.483	514393	337809	2778359
 9	UCF  	Nandini Sharma               	10	 2	190	80.987	232	 88.462	259	 89.392	170	7.073	152	10.23	160	 2.969	487284	338267	  86257
 9	UCF  	Jaleesa Leslie               	14	 4	197	80.192	197	 89.440	231	 90.154	137	7.227	209	10.03	234	 2.403	563086	337585	1423269
 9	UCF  	Marie Mattel                 	 7	 4	245	74.872	234	 88.380	244	 89.910	228	6.740	270	 9.76	285	 2.000	497366	337584	1972251
 9	UCF  	Nadja Bay Christians         	 1	 3	336	67.103	314	 86.504	290	 88.645	358	5.921	294	 9.68	   	      	512071	338264	2766629
 9	UCF  	Sara Culbertson              	 1	 1	447	58.545	440	 82.155	446	 83.655	387	5.744	401	 9.06	   	      	487282	337586	  72696
 9	UCF  	Marion Deloziere             	 0	 1	467	56.720	544	 63.742	424	 84.626	   	     	309	 9.62	   	      	563809	      	 279844
10	A&M  	Tatiana Makarova             	25	 6	 30	96.932	 33	 94.665	 37	 95.599	 44	7.950	 23	10.80	 22	21.857	514440	336817	 161923
10	A&M  	Katya Townsend               	20	 9	118	88.139	127	 91.080	124	 92.555	122	7.280	101	10.39	121	 3.706	489407	336833	  98367
10	A&M  	Jayci Goldsmith              	15	10	128	87.374	118	 91.238	 90	 93.342	158	7.147	125	10.30	153	 3.031	489406	336979	  96545
10	A&M  	Renee McBryde                	17	 4	195	80.373	181	 89.729	205	 90.803	171	7.070	204	10.06	225	 2.436	489405	336981	 137388
10	A&M  	Dorthea Faa-Hviding          	14	 8	219	78.191	198	 89.426	201	 90.885	207	6.865	186	10.13	322	 1.866	405619	336984	1873416
10	A&M  	Riley McQuaid                	17	 9	242	75.037	257	 87.824	249	 89.658	263	6.526	219	10.00	263	 2.123	432087	336821	  76891
10	A&M  	Jessica Anzo                 	10	 6	247	74.570	248	 87.973	276	 88.944	221	6.776	219	10.00	321	 1.867	489468	336836	  76940
10	A&M  	Lucia Quitero                	 3	 3	258	73.996	247	 87.997	246	 89.795	283	6.417	172	10.16	   	      	497310	336816	1871510
10	A&M  	Isa Di Laura                 	 5	 2	425	60.591	444	 81.599	430	 84.355	422	5.484	429	 8.87	275	 2.062	564259	336985	2095691
10	A&M  	Elise Robbins                	 6	 3	436	59.295	471	 79.541	471	 82.148	481	4.868	494	 8.21	212	 2.474	562573	336829	 104523
11	FLA  	McCartney Kessler            	17	 2	  6	99.112	  9	 96.864	  6	 98.067	  8	8.570	 16	10.89	  8	45.577	421536	336945	 251050
11	FLA  	Layne Sleeth                 	 9	 1	 38	96.520	 77	 92.533	 75	 93.845	 16	8.336	  8	11.00	 69	 7.721	511900	337810	2646671
11	FLA  	Ida Jarlskog                 	 9	 4	 89	90.379	 91	 92.155	100	 93.114	 99	7.462	104	10.38	 88	 5.664	489049	337273	  86275
11	FLA  	Marlee Zein                  	10	 9	 94	90.056	 97	 91.879	 89	 93.364	143	7.200	125	10.30	 63	 8.249	489050	336758	2121868
11	FLA  	Sydney Berlin                	18	 5	188	81.090	189	 89.596	222	 90.365	145	7.189	184	10.14	216	 2.473	497400	336768	 206869
11	FLA  	Sara Dahlstrom               	 9	12	214	78.390	240	 88.283	226	 90.218	271	6.474	234	 9.96	137	 3.395	561858	336765	1428869
11	FLA  	Amber McGinnis               	 1	 8	489	54.203	485	 78.435	486	 81.235	491	4.687	433	 8.84	   	      	564248	337278	1784785
12	LSU  	Paris Corley                 	19	 4	 55	94.600	 62	 93.127	 73	 93.888	 41	7.980	 45	10.66	 55	 9.834	486238	336647	1784621
12	LSU  	Taylor Bridges               	13	11	 84	91.452	 90	 92.218	 74	 93.885	120	7.305	119	10.33	 48	11.612	486239	336654	 182253
12	LSU  	Safiya Carrington            	10	11	134	86.715	125	 91.111	109	 92.952	186	6.975	142	10.27	115	 4.095	511368	336657	2092219
12	LSU  	Maggie Cubitt                	 7	 4	148	84.630	163	 90.288	162	 91.668	115	7.330	107	10.37	264	 2.111	511369	336644	 371687
12	LSU  	Nina Geissler                	15	 7	225	77.379	212	 89.138	223	 90.355	193	6.944	231	 9.97	281	 2.014	511370	336671	1711837
12	LSU  	Eden Richardson              	 8	12	281	71.970	251	 87.933	235	 90.056	291	6.367	252	 9.85	400	 1.473	445332	336822	1711831
12	LSU  	Samantha Buyckx              	11	 6	297	70.155	312	 86.570	314	 88.123	275	6.455	301	 9.66	292	 1.960	562070	336652	 100219
12	LSU  	Anna Loughlan                	 2	 2	327	67.893	309	 86.648	301	 88.340	338	6.056	270	 9.76	   	      	486237	336825	 200417
13	GT   	Kenya Jones                  	19	 8	  9	98.746	  8	 96.912	 10	 97.650	 31	8.123	 25	10.79	  5	50.312	419665	337134	  46803
13	GT   	Victoria Flores              	19	 6	 34	96.724	 48	 93.850	 42	 95.125	 32	8.107	 45	10.66	 13	29.631	407152	337132	  72795
13	GT   	Ava Hrastar                  	13	 9	120	87.995	156	 90.411	145	 92.089	109	7.389	119	10.33	 85	 5.806	564715	337137	2062207
13	GT   	Carol Lee                    	14	12	164	83.463	220	 88.932	215	 90.473	150	7.170	166	10.19	105	 4.330	564717	337136	2687942
13	GT   	Gia Cohen                    	 9	15	213	78.550	219	 88.935	193	 91.079	279	6.438	279	 9.73	138	 3.383	497851	337144	  96587
13	GT   	Mahak Jain                   	18	 7	241	75.266	229	 88.545	262	 89.350	197	6.921	251	 9.86	312	 1.890	564716	337135	1616216
13	GT   	Rosie Garcia Gross           	 5	11	361	65.213	346	 85.525	338	 87.623	344	6.034	315	 9.60	   	      	513566	337797	 117936
13	GT   	Monika Dedaj                 	 4	 4	412	61.691	373	 84.750	377	 86.593	364	5.893	401	 9.06	   	      	520776	337130	 274464
13	GT   	Ruth Marsh                   	 1	 4	435	59.337	414	 83.324	400	 85.970	436	5.404	383	 9.18	   	      	564714	337138	  95662
13	GT   	Sophia Sassoli               	 1	 1	533	50.628	537	 67.318	547	 67.825	475	4.935	523	 7.82	   	      	513568	337128	  95657
14	UVA  	Emma Navarro                 	19	 1	  1	99.778	  1	100.000	  3	 99.666	  3	8.920	  2	11.35	  3	62.958	564450	337529	2517427
14	UVA  	Natasha Subhash              	16	 5	 17	97.932	 25	 95.036	 29	 95.923	 20	8.274	 29	10.78	  9	40.000	511574	337047	2511980
14	UVA  	Rosie Johanson               	17	 5	 60	93.921	 69	 92.814	 69	 94.014	 52	7.878	 43	10.67	 78	 6.368	419112	337035	1712016
14	UVA  	Vivian Glozman               	 8	 4	224	77.497	243	 88.086	268	 89.205	179	7.026	275	 9.74	180	 2.765	497882	337034	1231359
14	UVA  	Hibah Shaikh                 	 9	10	236	75.809	207	 89.222	209	 90.703	230	6.727	225	 9.99	370	 1.632	564584	337036	 115463
14	UVA  	Sofia Munera                 	 9	 8	255	74.265	259	 87.772	242	 89.960	218	6.804	255	 9.83	324	 1.854	489689	337037	2531990
14	UVA  	Amber ODell                  	10	 9	321	68.289	295	 86.874	310	 88.214	273	6.469	338	 9.47	380	 1.587	489690	337033	2533603
15	OSU  	Irina Cantos Siemers         	19	 6	 13	98.411	 13	 96.162	 15	 97.081	 13	8.352	 25	10.79	 16	24.340	511553	337123	2523252
15	OSU  	Isabelle Boulais             	12	 6	 91	90.227	 93	 92.034	 81	 93.663	 42	7.957	146	10.25	193	 2.649	490278	338602	2524101
15	OSU  	Luna Dormet                  	21	 1	127	87.382	140	 90.739	170	 91.557	 70	7.651	160	10.21	120	 3.779	490409	337124	 362848
15	OSU  	Lucia Marzal Martinez        	24	 3	137	86.313	134	 90.922	159	 91.718	108	7.394	142	10.27	147	 3.077	521208	337120	2653420
15	OSU  	Lisa Hofbauer                	15	 8	147	84.759	153	 90.442	133	 92.371	149	7.171	125	10.30	217	 2.469	564174	337114	1711836
15	OSU  	Kolie Allen                  	10	13	249	74.487	249	 87.946	188	 91.190	247	6.625	246	 9.88	380	 1.587	490277	337093	2514416
15	OSU  	Tanisha Kashyap              	 5	 3	364	65.090	393	 84.033	384	 86.375	318	6.194	343	 9.46	315	 1.882	564175	337116	2067296
15	OSU  	Madeline Atway               	 5	 3	373	64.569	384	 84.442	372	 86.710	292	6.358	333	 9.49	   	      	564473	337110	1359986
15	OSU  	Lina Ali                     	 2	 2	453	57.817	497	 77.751	414	 84.992	367	5.875	440	 8.81	   	      	564173	337104	2712358
15	OSU  	Kathleen Jones               	 1	 2	488	54.436	465	 80.294	464	 82.469	489	4.707	463	 8.59	   	      	490279	337100	1623665
16	CAL  	Haley Giavara                	12	11	 46	95.560	 32	 94.727	 28	 95.977	 86	7.570	 80	10.45	 28	18.438	513644	337618	  96498
16	CAL  	Julia Rosenqvist             	14	 8	 95	89.871	 86	 92.277	 78	 93.776	119	7.309	 53	10.63	252	 2.225	447001	337313	2558835
16	CAL  	Anna Bright                  	20	 3	136	86.491	120	 91.186	212	 90.602	 91	7.516	113	10.35	172	 2.789	392716	337319	  73705
16	CAL  	Valentina Ivanov             	11	 8	139	86.028	105	 91.511	108	 92.975	184	6.985	 88	10.43	290	 1.970	513643	337312	2137952
16	CAL  	Jada Bui                     	11	 6	187	81.304	160	 90.340	164	 91.642	173	7.052	170	10.17	296	 1.953	564962	337315	1551744
16	CAL  	Hannah Viller Moeller        	16	 7	202	79.647	170	 90.073	199	 90.946	167	7.090	184	10.14	336	 1.791	564963	337317	1971220
16	CAL  	Erin Richardson              	 3	 3	437	59.280	432	 82.449	441	 83.854	439	5.375	333	 9.49	   	      	513642	337321	 219057
16	CAL  	Cami Brown                   	 1	 2	468	56.570	438	 82.298	438	 83.980	   	     	378	 9.24	   	      	564964	      	 100772
R2	AUB  	Selin Ovunc                  	13	10	 76	91.972	 64	 92.965	 58	 94.506	113	7.352	142	10.27	 56	 9.632	514698	336735	1551752
R2	AUB  	Carolyn Ansari               	16	10	 81	91.675	 96	 91.902	 91	 93.302	 80	7.595	 88	10.43	 65	 7.965	514700	336753	 252050
R2	AUB  	Georgie Axon                 	23	 7	119	88.039	109	 91.355	137	 92.325	 78	7.597	 93	10.42	226	 2.431	387150	336731	 365692
R2	AUB  	Yu Chen                      	12	15	149	84.428	147	 90.557	125	 92.528	217	6.810	178	10.15	129	 3.535	497768	336733	1635589
R2	AUB  	Taylor Russo                 	12	 4	199	80.063	184	 89.630	220	 90.374	202	6.900	206	10.05	187	 2.710	447736	336741	1970275
R2	AUB  	Adeline Flach                	15	11	306	69.313	274	 87.449	294	 88.527	280	6.435	307	 9.64	393	 1.496	561548	336934	 100267
R2	AUB  	Shir Azran                   	 2	 7	389	63.520	356	 85.325	354	 87.287	390	5.725	327	 9.52	   	      	561547	336739	  55431
R2	AUB  	Anastasia Astakhova          	 2	 6	418	61.062	378	 84.632	390	 86.207	406	5.614	372	 9.28	   	      	561546	340826	1307511
R2	AZST 	Ilze Hattingh                	12	 7	 72	92.213	 63	 93.098	 41	 95.180	104	7.419	146	10.25	 73	 6.860	414211	337025	  28184
R2	AZST 	Lauryn John-Baptiste         	11	 6	144	85.105	124	 91.123	122	 92.636	166	7.097	164	10.20	178	 2.779	419134	337637	2557956
R2	AZST 	Sammi Hampton                	 7	 8	179	82.073	155	 90.414	110	 92.947	183	6.991	151	10.24	393	 1.496	413324	337524	1887484
R2	AZST 	Giulia Morlet                	10	 6	181	81.917	180	 89.743	177	 91.441	163	7.121	146	10.25	255	 2.201	564468	337031	 244395
R2	AZST 	Marianna Argyrokastriti      	15	 6	185	81.481	175	 89.957	207	 90.767	144	7.192	160	10.21	261	 2.124	563705	337029	 281845
R2	AZST 	Cali Jankowski               	 6	 2	230	76.738	306	 86.708	359	 87.198	234	6.690	125	10.30	212	 2.474	489644	337024	1252161
R2	AZST 	Domenika Turkovic            	10	 7	289	71.192	277	 87.351	303	 88.323	255	6.572	308	 9.63	301	 1.939	563706	337027	 203602
R2	AZST 	Tereza Kolarova              	 4	 2	360	65.269	347	 85.515	365	 86.997	302	6.292	367	 9.30	360	 1.691	422893	337023	  68994
R2	AZST 	Sasa Klanecek                	 1	 0	513	51.794	519	 75.699	529	 77.326	   	     	445	 8.76	   	      	422319	      	  75262
R2	DUKE 	Georgia Drummy               	18	 4	 24	97.505	 44	 94.022	 34	 95.757	 19	8.297	 20	10.85	 17	24.144	564359	336987	 114630
R2	DUKE 	Meible Chi                   	22	 3	 45	95.733	 40	 94.229	 61	 94.415	 27	8.190	 58	10.60	 37	15.198	396854	336994	 926491
R2	DUKE 	Chloe Beck                   	18	 4	 47	95.558	 56	 93.409	 52	 94.845	 30	8.158	 55	10.61	 36	15.347	514741	336991	  95651
R2	DUKE 	Kelly Chen                   	11	11	 52	94.883	 50	 93.724	 35	 95.731	 66	7.685	 69	10.53	 44	12.424	396686	336995	  50623
R2	DUKE 	Margaryta Bilokin            	14	10	174	82.540	202	 89.296	195	 91.026	185	6.982	121	10.32	184	 2.719	497015	336989	 179984
R2	DUKE 	Karolina Berankova           	10	12	372	64.706	336	 85.890	351	 87.358	331	6.096	349	 9.42	   	      	564360	336986	 182570
R2	DUKE 	Ema Lazic                    	 2	 3	386	63.663	370	 84.821	349	 87.391	322	6.144	379	 9.23	   	      	425392	336996	 403434
R2	DUKE 	Hannah Zhao                  	 2	 7	433	59.669	433	 82.415	413	 85.153	399	5.638	372	 9.28	   	      	466192	337000	 226125
R2	MIA  	Estela Perez-Somarriba       	19	 2	  5	99.669	  5	 98.636	  4	 99.261	  4	8.919	  5	11.14	  1	69.452	440887	337439	 150205
R2	MIA  	Isabella Pfennig             	17	 4	 36	96.685	 37	 94.495	 51	 94.876	 40	7.999	 53	10.63	 10	32.524	564946	337447	1972317
R2	MIA  	Diana Khodan                 	13	 7	204	79.373	199	 89.425	221	 90.368	130	7.245	210	10.02	311	 1.899	521317	337449	 260989
R2	MIA  	Maya Tahan                   	14	 8	221	78.018	223	 88.791	236	 90.026	188	6.962	210	10.02	247	 2.263	521316	337443	1972195
R2	MIA  	Florencia Urrutia            	12	 8	223	77.509	209	 89.187	217	 90.410	187	6.963	230	 9.98	295	 1.959	521318	337445	 248735
R2	MIA  	Daevenia Achong              	 7	11	234	76.438	215	 89.014	181	 91.395	238	6.675	198	10.07	396	 1.487	496485	337808	1712029
R2	MIA  	Selma Cadar                  	 0	 2	403	62.367	406	 83.691	378	 86.587	362	5.904	338	 9.47	   	      	509855	337442	1711774
R2	MIA  	Nada Dimovska                	 0	 2	464	56.907	544	 63.742	445	 83.721	423	5.479	361	 9.36	   	      	509854	339451	 616149
R2	MICH 	Kari Miller                  	17	 4	 26	97.253	 26	 95.010	 20	 96.614	 17	8.315	 34	10.76	 52	10.657	564380	337091	  98432
R2	MICH 	Chiara Lommer                	16	 5	 75	92.000	 61	 93.135	 57	 94.572	 51	7.883	 88	10.43	210	 2.494	427507	337112	  72074
R2	MICH 	Gala Mesochoritou            	17	 0	110	88.649	117	 91.268	179	 91.436	 54	7.833	170	10.17	 98	 4.871	564385	337102	2688839
R2	MICH 	Jaedan Brown                 	17	 6	135	86.632	137	 90.844	143	 92.182	117	7.314	 97	10.40	192	 2.655	564381	337095	  95681
