seed	team	player	wins	losses	cmpRnk	cmp	trnRnk	trn	slamRnk	slam	masseyRnk	massey	utrRnk	utr	itaRnk	ita	r2Id	masseyId	utrId
 6	UNC  	Adam Neff                           	 1	 3	319	68.493	290	 89.824	299	 90.526	319	6.659	250	12.67	   	      	564156	331517	1970448
 6	UNC  	Mark Dillon                         	 2	 2	446	58.202	440	 86.491	437	 87.818	351	6.537	421	12.09	   	      	517797	331514	 133397
 7	TCU  	Luc Fomba                           	20	 8	 21	97.748	 19	 97.376	 28	 97.009	 16	8.570	 40	13.40	 17	35.121	489297	331394	1310048
 7	TCU  	Alastair Gray                       	13	 7	 22	97.730	 28	 96.835	 27	 97.018	 35	8.389	 19	13.63	 12	40.150	411457	331793	 169607
 7	TCU  	Sander Jong                         	11	 8	 61	93.670	 64	 95.022	 75	 95.137	 56	8.045	 62	13.27	 61	11.434	489298	331526	1243900
 7	TCU  	Jacob Fearnley                      	15	 5	 74	92.398	 69	 94.834	 94	 94.545	 59	7.993	 67	13.25	 99	 5.675	514378	331396	 235420
 7	TCU  	Tomas Jirousek                      	 7	 5	109	88.849	118	 93.521	137	 93.683	100	7.708	124	13.03	 86	 6.976	521012	331525	 192737
 7	TCU  	Juan Martin                         	14	 6	169	82.772	193	 91.777	263	 91.272	135	7.501	 98	13.13	226	 2.500	489299	331395	2683294
 7	TCU  	Bertus Kruger                       	 2	 2	255	74.078	245	 90.746	257	 91.355	230	7.097	180	12.85	   	      	423670	332559	 163418
 7	TCU  	Tadeas Paroulek                     	 7	12	271	72.884	253	 90.573	237	 91.648	269	6.872	208	12.76	437	 1.355	516558	331531	1711965
 7	TCU  	Eduardo Roldan                      	 5	 4	336	67.204	307	 89.553	293	 90.594	323	6.645	334	12.41	391	 1.613	446658	331393	 264338
 7	TCU  	Max Kurzban                         	 2	10	494	53.366	489	 84.774	466	 86.867	512	5.511	421	12.09	   	      	424063	331391	1906387
 8	A&M  	Valentin Vacherot                   	22	 5	  6	99.210	  7	 98.633	 11	 98.397	  8	8.836	 10	13.73	  5	51.307	459505	331204	 167756
 8	A&M  	Hady Habib                          	17	 5	 10	98.820	 23	 97.312	 17	 97.619	 15	8.610	 13	13.68	  3	54.574	412687	331179	1233129
 8	A&M  	Juan Carlos Aguilar                 	15	10	 57	94.148	 73	 94.718	 81	 95.014	 69	7.951	 58	13.29	 29	23.979	384588	331180	2085752
 8	A&M  	Barnaby Smith                       	 9	 2	 95	90.615	113	 93.604	118	 94.101	 75	7.903	 91	13.16	 80	 7.937	452706	331208	 149471
 8	A&M  	Pierce Rollins                      	17	 9	139	86.048	150	 92.920	179	 92.720	144	7.449	129	13.00	106	 5.085	513401	331178	  85372
 8	A&M  	Noah Schachter                      	19	16	142	85.928	155	 92.793	162	 93.185	150	7.419	161	12.91	 91	 6.576	485543	331182	 205635
 8	A&M  	Guido Marson                        	 8	 8	229	76.523	210	 91.497	230	 91.865	219	7.172	196	12.81	344	 1.858	485531	331193	 169634
 8	A&M  	Raphael Perot                       	15	10	238	75.638	226	 91.249	260	 91.328	218	7.174	203	12.78	330	 1.918	562734	331185	 273214
 8	A&M  	Stefan Storch                       	 6	 2	247	75.246	230	 91.122	241	 91.609	193	7.264	323	12.44	269	 2.235	513403	331186	 210390
 8	A&M  	Bjorn Thomson                       	 8	 5	320	68.427	334	 88.990	331	 89.965	349	6.555	336	12.40	242	 2.421	562733	331403	2527549
 8	A&M  	Kenner Taylor                       	 6	 3	335	67.278	369	 88.145	342	 89.785	396	6.299	276	12.59	272	 2.222	513402	331187	 104754
 8	A&M  	Austin Abbrat                       	 1	 1	358	65.039	339	 88.930	371	 89.218	376	6.400	246	12.68	   	      	485535	331527	 909668
 8	A&M  	Pranav Kumar                        	 1	 3	454	57.216	474	 85.344	430	 87.961	469	5.877	334	12.41	   	      	423935	331211	 178567
 9	UCF  	Gabriel Decamps                     	16	 4	 11	98.804	 17	 97.754	 16	 97.662	 10	8.800	 10	13.73	  9	42.843	401237	332283	2605771
 9	UCF  	Juan Pablo Grassi Mazzuchi          	15	 5	 69	93.003	 84	 94.400	 89	 94.732	 55	8.047	 48	13.35	 85	 7.081	487277	332285	1033825
 9	UCF  	Kento Yamada                        	17	 1	 73	92.412	 65	 94.985	 97	 94.480	 39	8.317	 93	13.14	110	 4.267	563343	333442	2085673
 9	UCF  	Trey Hilderbrand                    	17	 4	110	88.608	110	 93.684	142	 93.562	 83	7.842	 80	13.20	185	 2.895	487278	332284	  57785
 9	UCF  	Alan Rubio                          	12	 7	131	87.117	103	 93.962	105	 94.357	118	7.581	203	12.78	137	 3.775	447396	332286	1252179
 9	UCF  	Mikhail Sokolovskiy                 	14	 5	230	76.337	261	 90.422	283	 90.800	220	7.165	171	12.88	267	 2.256	453412	332287	1608034
 9	UCF  	Bogdan Pavel                        	 2	 3	414	60.716	438	 86.561	403	 88.492	361	6.483	327	12.42	   	      	487279	332288	 115183
10	WAKE 	Henri Squire                        	15	 6	 14	98.754	 15	 97.816	 10	 98.495	 22	8.510	  7	13.75	 13	38.103	521020	332467	 236405
10	WAKE 	Eduardo Nava                        	17	 4	 39	95.822	 42	 95.946	 58	 95.719	 20	8.532	 67	13.25	 39	19.971	436186	332049	 956360
10	WAKE 	Taha Baadi                          	13	 8	 89	90.882	 97	 94.095	 79	 95.030	 82	7.850	114	13.08	 88	 6.707	521019	332682	 170788
10	WAKE 	Rrezart Cungu                       	20	 4	101	89.849	 91	 94.201	141	 93.582	 70	7.947	 75	13.21	160	 3.355	399843	332447	  79806
10	WAKE 	Siddhant Banthia                    	19	 3	135	86.380	131	 93.231	175	 92.858	 92	7.773	127	13.01	175	 2.980	497656	332050	2043797
10	WAKE 	Luciano Tacchi                      	 7	 0	184	81.143	303	 89.628	395	 88.650	476	5.818	 27	13.48	155	 3.429	564320	333295	 275318
10	WAKE 	Melios Efstathiou                   	12	 7	205	79.349	180	 92.110	185	 92.613	175	7.319	217	12.75	297	 2.088	490437	331938	1863637
10	WAKE 	Filippo Moroni                      	10	 4	218	77.504	239	 90.937	216	 92.107	195	7.256	228	12.72	251	 2.393	564331	332468	 224352
10	WAKE 	Adam Ambrozy                        	11	 1	228	76.596	251	 90.638	253	 91.402	291	6.794	250	12.67	152	 3.449	565786	331940	  73663
10	WAKE 	Robert Maciag                       	11	 3	240	75.597	263	 90.417	255	 91.371	266	6.876	231	12.71	210	 2.606	514702	331939	  66137
10	WAKE 	Matthew Thomson                     	 5	 0	390	62.684	409	 87.215	432	 87.953	461	5.904	343	12.37	259	 2.343	514701	332448	 920262
10	WAKE 	Juan Lopez De Azcona                	 2	 0	458	56.747	492	 84.725	488	 86.163	   	     	238	12.70	   	      	514705	      	1499058
10	WAKE 	Taye Dupree                         	 1	 0	632	42.043	631	 52.192	618	 54.023	   	     	   	     	   	      	490434	      	1907279
11	UGA  	Trent Bryde                         	14	13	 32	96.471	 50	 95.683	 37	 96.546	 68	7.964	 29	13.46	 15	36.709	498429	331260	  76957
11	UGA  	Philip Henning                      	19	10	 50	94.830	 66	 94.972	 77	 95.091	 51	8.095	 75	13.21	 19	31.727	498428	331263	 214601
11	UGA  	Tyler Zink                          	11	 9	 66	93.251	 76	 94.557	 71	 95.193	 96	7.730	104	13.11	 26	25.298	511569	331271	2531094
11	UGA  	Blake Croyder                       	16	12	141	86.012	148	 92.950	165	 93.170	132	7.512	134	12.98	124	 4.077	487816	331256	1251097
11	UGA  	Erik Grevelius                      	16	 8	179	81.561	178	 92.193	213	 92.214	147	7.441	167	12.90	229	 2.478	511567	331269	2588682
11	UGA  	Billy Rowe                          	16	10	209	78.780	161	 92.552	198	 92.437	187	7.270	208	12.76	347	 1.838	562702	331402	  62831
11	UGA  	Baptiste Anselmo                    	 8	 9	300	70.011	278	 90.017	273	 90.954	306	6.702	272	12.61	384	 1.671	511559	331267	 251648
11	UGA  	Britton Johnston                    	 4	 9	464	56.144	458	 86.129	417	 88.283	429	6.105	441	12.01	   	      	487818	331258	2588009
11	UGA  	Niklas Von Hellens                  	 2	 5	533	49.381	519	 83.760	516	 85.164	479	5.795	577	11.04	   	      	561764	331273	2557633
12	USC  	Daniel Cukierman                    	16	 5	  7	99.078	  6	 98.753	  7	 98.868	 11	8.715	  3	13.93	 48	16.387	399776	332055	1228093
12	USC  	Riley Smith                         	15	 6	 40	95.803	 44	 95.887	 40	 96.260	 40	8.247	 37	13.42	 50	15.477	453064	332056	 233231
12	USC  	Stefan Dostanic                     	19	 3	 47	95.130	 38	 96.224	 60	 95.681	 38	8.334	 31	13.45	102	 5.431	510835	332039	2118844
12	USC  	Bradley Frye                        	18	 5	 90	90.844	102	 94.038	110	 94.245	 48	8.146	 50	13.34	239	 2.436	486015	332041	1608061
12	USC  	Lodewijk Weststrate                 	24	 4	117	88.006	135	 93.170	151	 93.366	 86	7.818	 80	13.20	177	 2.930	563765	332045	 235464
12	USC  	Mor Bulis                           	 4	 3	178	81.802	229	 91.162	184	 92.617	256	6.920	185	12.84	100	 5.611	498366	332561	  55414
12	USC  	Jake Sands                          	14	 4	200	79.520	212	 91.487	261	 91.304	139	7.482	192	12.82	244	 2.419	486016	332255	1229206
12	USC  	Ryder Jackson                       	 6	 2	208	78.957	250	 90.664	211	 92.233	190	7.266	146	12.94	282	 2.162	510836	332043	2723765
12	USC  	Colter Smith                        	 6	 0	424	60.111	470	 85.461	469	 86.765	   	     	501	11.66	155	 3.429	510837	      	  85299
12	USC  	Sean Holt                           	 1	 2	575	46.512	531	 83.425	547	 83.684	   	     	569	11.12	   	      	563764	      	 554872
13	SCAR 	Daniel Rodrigues                    	26	 6	  5	99.349	  8	 98.539	  9	 98.779	  9	8.822	  9	13.74	  2	58.793	485261	331280	 225572
13	SCAR 	Connor Thomson                      	18	12	 58	94.127	 58	 95.269	 78	 95.056	 59	7.993	119	13.05	 22	28.969	511597	331272	 253155
13	SCAR 	Toby Samuel                         	26	 7	 68	93.129	 72	 94.736	100	 94.440	 45	8.163	 75	13.21	 63	10.781	528050	331285	 274895
13	SCAR 	Raphael Lambling                    	12	18	103	89.558	139	 93.130	114	 94.193	162	7.381	 93	13.14	 52	15.339	485260	331262	 196286
13	SCAR 	Jake Beasley                        	19	10	199	79.544	172	 92.278	209	 92.235	170	7.345	161	12.91	364	 1.733	485248	331279	 315203
13	SCAR 	Thomas Brown                        	11	 7	249	74.940	217	 91.396	247	 91.480	253	6.933	266	12.64	274	 2.192	393233	331278	1888427
13	SCAR 	Phillip Jordan                      	11	16	312	68.873	288	 89.887	276	 90.940	301	6.723	272	12.61	   	      	511593	331257	1635569
13	SCAR 	Beau Pelletier                      	 7	 6	376	63.733	372	 88.134	379	 89.039	354	6.510	388	12.23	324	 1.939	485952	331282	 217439
13	SCAR 	Carter Morgan                       	 2	 7	570	46.751	569	 79.902	559	 83.175	548	5.107	547	11.39	   	      	528048	331275	2008513
13	SCAR 	Bruno Oliveira                      	 0	 2	580	46.154	565	 80.352	542	 84.004	   	     	558	11.29	   	      	528049	      	2038245
14	UK   	Liam Draxl                          	21	 2	  1	99.721	  1	100.000	  4	 99.321	  7	8.880	  6	13.82	  1	64.583	511968	332018	2204714
14	UK   	Gabriel Diallo                      	19	 8	 36	96.339	 45	 95.884	 42	 96.217	 46	8.149	 54	13.32	 14	37.696	511971	331277	 215644
14	UK   	Millen Hurrion                      	19	 7	 60	94.023	 74	 94.655	 70	 95.287	 78	7.866	 59	13.28	 32	22.798	511970	331266	1032400
14	UK   	Cesar Bourgois                      	15	 7	113	88.400	142	 93.092	150	 93.367	 98	7.722	129	13.00	 78	 7.979	391889	332019	2543671
14	UK   	Joshua Lapadat                      	11	10	151	85.034	167	 92.395	167	 93.107	164	7.377	171	12.88	 96	 6.207	561767	331276	2561007
14	UK   	Yasha Zemel                         	 7	 6	334	67.332	313	 89.393	329	 90.024	336	6.602	321	12.45	335	 1.907	564877	332480	 291542
14	UK   	Mathis Moysan                       	 4	 3	367	64.227	385	 87.897	353	 89.599	367	6.434	279	12.58	421	 1.448	564879	332020	 275156
14	UK   	Alexandre Leblanc                   	 6	10	395	62.364	383	 87.972	370	 89.229	343	6.572	346	12.36	   	      	511973	331265	 245355
14	UK   	Jonathan Sorbo                      	 4	 4	491	53.521	467	 85.558	477	 86.428	482	5.768	455	11.92	444	 1.317	497643	331270	 143944
14	UK   	Ying-Ze Chen                        	 1	 5	511	51.356	511	 83.999	490	 86.143	536	5.314	452	11.94	   	      	490928	331268	 141686
14	UK   	Tate Sandman                        	 1	 4	550	48.092	552	 81.744	549	 83.608	511	5.522	542	11.43	   	      	561768	331274	 120745
14	UK   	Heman Nama                          	 2	 4	559	47.308	553	 81.640	545	 83.895	536	5.314	560	11.24	   	      	520896	331259	1630692
15	MISS 	Finn Reynolds                       	10	10	 44	95.627	 59	 95.262	 39	 96.300	 79	7.861	 55	13.31	 16	36.168	520891	331848	1332906
15	MISS 	Nikola Slavic                       	14	 7	 72	92.511	 92	 94.185	103	 94.372	 80	7.858	111	13.09	 28	24.242	513419	331849	 271469
15	MISS 	Tim Sandkaulen                      	14	16	 78	92.185	 89	 94.266	 80	 95.023	127	7.532	104	13.11	 31	22.951	448641	331248	  64506
15	MISS 	John Hallquist Lithen               	13	 7	148	85.165	114	 93.592	173	 92.932	108	7.648	136	12.97	248	 2.400	561866	331850	2095342
15	MISS 	Simon Junk                          	 9	14	257	73.945	238	 90.940	254	 91.379	273	6.863	231	12.71	315	 1.991	485272	331501	 235501
15	MISS 	Lukas Engelhardt                    	 3	 7	342	66.654	281	 89.981	307	 90.366	356	6.494	299	12.51	   	      	513418	334139	 212729
15	MISS 	Jakob Cadonau                       	 3	 4	435	59.211	413	 87.139	413	 88.376	390	6.350	378	12.26	   	      	564436	331851	 275336
15	MISS 	Cotter Wilson                       	 3	 6	447	57.915	377	 88.061	367	 89.288	460	5.910	462	11.87	   	      	464055	331253	 947319
15	MISS 	Jan Soeren Hain                     	 1	 8	448	57.887	405	 87.330	420	 88.160	447	5.997	388	12.23	   	      	485280	331439	2502777
15	MISS 	Brady Draheim                       	 2	 7	456	57.070	446	 86.347	426	 88.047	467	5.878	366	12.30	   	      	561861	331232	  77425
16	ILL  	Aleksandar Kovacevic                	10	 1	  2	99.652	  2	 99.671	  1	100.000	  1	9.192	  2	13.97	128	 4.000	423252	332963	 919337
16	ILL  	Siphosothando Montsi                	15	 3	 35	96.341	 21	 97.353	 19	 97.307	 29	8.469	 53	13.33	107	 4.793	485650	332965	1887481
16	ILL  	Zeke Clark                          	19	 2	 49	94.846	 47	 95.782	 57	 95.797	 25	8.488	 59	13.28	 92	 6.429	397557	332966	1489870
16	ILL  	Noe Khlif                           	15	 1	108	88.863	 96	 94.098	122	 93.984	 59	7.993	171	12.88	145	 3.593	421665	334145	2698933
16	ILL  	Hunter Heck                         	16	 6	158	84.017	116	 93.531	149	 93.376	114	7.600	206	12.77	257	 2.358	564624	332968	2560997
16	ILL  	Alex Brown                          	 9	12	195	79.994	146	 92.983	113	 94.235	185	7.283	250	12.67	420	 1.473	393009	332964	 743551
16	ILL  	Alex Bancila                        	 4	 1	286	71.214	342	 88.836	295	 90.565	181	7.292	327	12.42	331	 1.916	497256	333378	  85738
16	ILL  	Nic Meister                         	 6	 2	303	69.779	364	 88.199	335	 89.920	210	7.208	428	12.06	230	 2.474	564623	357294	1198131
16	ILL  	Kweisi Kenyatte                     	 7	 8	314	68.806	344	 88.816	306	 90.396	300	6.724	238	12.70	393	 1.609	517923	332967	1608011
16	ILL  	Alexander Petrov                    	 2	 2	357	65.547	388	 87.829	390	 88.746	278	6.849	257	12.66	   	      	564625	357293	2037805
16	ILL  	Lucas Horve                         	 4	 4	409	60.959	368	 88.150	378	 89.048	347	6.558	428	12.06	439	 1.339	485647	333377	 901225
16	ILL  	Vuk Budic                           	 0	 3	521	50.559	606	 52.196	540	 84.111	439	6.051	458	11.91	   	      	393582	343000	1047024
R2	ARIZ 	Gustaf Strom                        	17	 3	 26	97.281	  9	 98.414	 47	 96.059	 17	8.569	 47	13.36	 44	17.401	564319	331855	2600324
R2	ARIZ 	Jonas Ziverts                       	10	 8	 70	92.738	 62	 95.133	 48	 96.056	112	7.618	 73	13.22	 83	 7.581	497925	331853	  86273
R2	ARIZ 	Alejandro Requant-Bicardi           	14	 6	138	86.099	158	 92.739	121	 94.052	148	7.439	 83	13.19	221	 2.552	444974	331854	1905234
R2	ARIZ 	Filip Malbasic                      	14	10	150	85.066	156	 92.787	133	 93.725	130	7.518	108	13.10	255	 2.362	429133	331856	  86068
R2	ARIZ 	Herman Hoyeraal                     	 5	 0	198	79.614	144	 93.005	200	 92.401	157	7.389	314	12.47	248	 2.400	567637	331858	1861923
R2	ARIZ 	Nick Lagaev                         	13	 5	250	74.814	287	 89.902	309	 90.339	234	7.064	219	12.74	223	 2.526	513924	331860	1228823
R2	ARIZ 	Carlos Hassey                       	13	 7	265	73.244	259	 90.506	244	 91.572	259	6.907	224	12.73	374	 1.702	414150	331857	1707449
R2	ARIZ 	Hiroki Sakagawa                     	 3	 0	350	65.846	391	 87.716	383	 88.966	288	6.807	292	12.53	369	 1.714	513926	333376	1966130
R2	ARIZ 	Jett Middleton                      	 4	 0	377	63.601	363	 88.236	354	 89.587	   	     	318	12.46	265	 2.286	565303	      	  85690
R2	ARIZ 	Igor Karpovets                      	 2	 1	449	57.734	449	 86.191	431	 87.954	352	6.520	441	12.01	   	      	420669	331863	 158358
R2	ARIZ 	Conner Olsen                        	 2	 1	510	51.685	532	 83.419	561	 83.071	380	6.388	517	11.57	   	      	489600	331868	 112713
R2	ARIZ 	Jared Horwood                       	 1	 0	516	51.087	482	 85.173	492	 86.012	528	5.393	498	11.70	   	      	489599	331865	 239708
R2	AZST 	Nathan Ponwith                      	15	 7	 38	95.848	 33	 96.512	 22	 97.183	 46	8.149	 48	13.35	 77	 8.022	491203	332172	  39539
R2	AZST 	Tim Ruehl                           	10	 5	112	88.512	123	 93.437	 95	 94.508	 96	7.730	 87	13.18	205	 2.647	447484	332610	2021122
R2	AZST 	Andrea Bolla                        	12	 5	146	85.396	149	 92.924	144	 93.517	117	7.582	 98	13.13	270	 2.229	391323	332173	 191099
