seed	team	player	wins	losses	cmpRnk	cmp	trnRnk	trn	slamRnk	slam	masseyRnk	massey	utrRnk	utr	itaRnk	ita	r2Id	masseyId	utrId
R2	MIA  	Nada Dimovska                	 0	 2	456	57.465	545	 63.983	445	 83.576	420	5.494	340	 9.37	   	      	509854	339451	 616149
R2	MICH 	Kari Miller                  	17	 4	 26	97.271	 26	 95.238	 19	 96.506	 19	8.294	 31	10.76	 52	10.657	564380	337091	  98432
R2	MICH 	Chiara Lommer                	16	 6	 75	91.991	 62	 93.283	 57	 94.368	 60	7.755	 74	10.44	210	 2.494	427507	337112	  72074
R2	MICH 	Gala Mesochoritou            	17	 0	112	88.659	118	 91.483	181	 91.238	 55	7.798	163	10.16	 98	 4.871	564385	337102	2688839
R2	MICH 	Bella Lorenzini              	 7	 0	139	85.953	199	 89.571	203	 90.654	 45	7.930	178	10.10	169	 2.857	427820	337115	 773165
R2	MICH 	Jaedan Brown                 	17	 7	143	85.404	150	 90.760	148	 91.871	140	7.210	111	10.34	192	 2.655	564381	337095	  95681
R2	MICH 	Alyvia Jones                 	 8	 6	192	80.691	194	 89.774	178	 91.293	157	7.129	182	10.09	272	 2.085	419567	337119	  76994
R2	MICH 	Andrea Cerdan                	13	10	199	79.990	188	 89.799	157	 91.652	173	7.047	187	10.07	336	 1.791	510627	337106	 224544
R2	MICH 	Nicole Hammond               	 5	 3	326	67.961	366	 85.183	360	 87.009	290	6.352	285	 9.65	310	 1.900	510628	337109	1618807
R2	MICH 	Merri Kelly                  	 6	 2	337	66.724	395	 84.122	389	 86.091	346	6.019	362	 9.19	212	 2.474	564382	337098	2563240
R2	MICH 	Anca Craciun                 	 0	 2	509	52.646	552	 63.930	491	 80.518	466	5.041	469	 8.13	   	      	487211	337122	 215737
R2	MISS 	Sabina Machalova             	15	10	 51	94.988	 59	 93.364	 43	 94.956	 94	7.478	 51	10.60	 26	19.631	428629	336745	2170423
R2	MISS 	Tiphanie Fiquet              	15	 8	 66	92.563	 88	 92.474	 79	 93.643	105	7.414	 41	10.67	 76	 6.488	513436	336747	 202352
R2	MISS 	Tereza Janatova              	11	 5	120	88.061	136	 91.078	130	 92.336	135	7.234	107	10.35	 95	 4.986	418519	337133	1890094
R2	MISS 	Anna Vrbenska                	10	 4	172	82.382	180	 90.019	210	 90.517	126	7.265	157	10.18	227	 2.423	461316	337365	  54344
R2	MISS 	Reka Zadori                  	13	10	280	72.047	282	 87.399	283	 88.688	259	6.555	215	 9.99	384	 1.553	562104	336749	1725664
R2	MISS 	Elysia Pool                  	 3	 3	290	70.938	302	 86.961	268	 89.004	270	6.477	236	 9.88	   	      	562105	336752	 278257
R2	MISS 	Lillian Gabrielsen           	 9	10	312	68.939	298	 87.048	298	 88.199	324	6.132	259	 9.74	388	 1.532	562107	336751	1695237
R2	MISS 	Alexa Bortles                	 3	10	383	63.884	354	 85.626	323	 87.790	392	5.717	341	 9.36	   	      	391673	336744	  52095
R2	MISS 	Kelsey Mize                  	 3	10	430	60.070	404	 83.951	397	 85.901	441	5.340	357	 9.26	   	      	521390	336755	1762843
R2	MISS 	Eesha Gudiseva               	 2	 1	499	53.901	459	 80.931	452	 82.955	   	     	471	 8.12	   	      	562106	      	 100087
R2	MISS 	Grace Anne Jones             	 0	 1	528	51.468	539	 63.984	550	 66.060	489	4.704	462	 8.28	   	      	485316	336756	 100207
R2	NW   	Maria Shusharina             	10	14	 78	91.945	 73	 92.921	 52	 94.664	 87	7.545	 87	10.41	118	 3.923	564566	337118	 270797
R2	NW   	Clarissa Hand                	15	 8	109	88.863	107	 91.729	 97	 92.995	109	7.382	153	10.19	 99	 4.820	486604	337094	  77519
R2	NW   	Julie Byrne                  	12	11	162	83.462	152	 90.721	 94	 93.100	127	7.261	178	10.10	383	 1.557	394328	337121	1712040
R2	NW   	Briana Crowley               	17	 8	186	81.403	186	 89.828	174	 91.350	144	7.204	157	10.18	304	 1.926	513284	337096	2105431
R2	NW   	Christina Hand               	12	 5	263	73.645	321	 86.562	307	 88.056	237	6.660	258	 9.75	211	 2.479	513285	337103	2129589
R2	NW   	Caroline Pozo                	13	 8	275	72.701	261	 87.977	257	 89.316	230	6.732	284	 9.67	346	 1.757	442770	337107	1711925
R2	NW   	Hannah McColgan              	 6	 5	311	68.991	351	 85.691	333	 87.559	258	6.566	299	 9.58	318	 1.874	486608	337111	1711832
R2	NW   	Inci Ogut                    	 0	 1	500	53.897	546	 63.982	551	 66.059	419	5.499	411	 8.85	   	      	438075	337101	2564971
R2	NW   	Zoe Spence                   	 0	 2	540	50.618	549	 63.974	553	 66.051	   	     	454	 8.42	   	      	564564	      	2687953
R2	ODU  	Yulia Starodubsteva          	11	 2	 84	91.447	100	 92.076	103	 92.905	 92	7.515	105	10.36	 46	11.963	454355	338002	2559746
R2	ODU  	Holly Hutchinson             	 8	 9	 88	90.741	 86	 92.493	 47	 94.872	129	7.249	145	10.21	 90	 5.397	417525	337363	2095027
R2	ODU  	Tatsiana Sasnouskaya         	14	 2	101	89.717	126	 91.298	126	 92.367	 71	7.657	150	10.20	 68	 7.777	521178	337367	 276270
R2	ODU  	Alexandra Viktorovich        	 7	 5	293	70.592	343	 85.796	341	 87.406	316	6.188	249	 9.81	239	 2.384	515766	337528	1638771
R2	ODU  	Brooke Pilkington            	 7	 5	296	70.102	315	 86.684	315	 87.922	265	6.503	272	 9.71	334	 1.804	492332	337368	  33339
R2	ODU  	Alesya Yakubovich            	 7	 9	303	69.495	288	 87.229	282	 88.698	267	6.490	303	 9.56	   	      	497554	337366	 203616
R2	ODU  	Shahar Biran                 	 4	 4	406	62.322	369	 85.051	372	 86.548	365	5.889	377	 9.11	   	      	515765	337364	  89951
R2	OKLA 	Dana Guzman                  	19	 2	 36	96.625	 42	 94.512	 46	 94.904	 23	8.257	 17	10.85	 58	 9.211	564055	337158	 490206
R2	OKLA 	Carmen Corley                	17	15	 74	92.077	 90	 92.372	 68	 93.916	 95	7.475	 91	10.40	 59	 9.203	521320	336650	1430009
R2	OKLA 	Ivana Corley                 	20	13	 91	90.321	113	 91.554	116	 92.628	125	7.274	 72	10.45	 72	 6.900	490901	336653	  72048
R2	OKLA 	Martina Cappuro              	12	 8	153	83.972	166	 90.502	147	 91.897	108	7.391	122	10.30	329	 1.844	489368	337155	1898429
R2	OKLA 	Marcelina Podlinksa          	13	 6	171	82.498	201	 89.551	215	 90.355	163	7.116	174	10.12	134	 3.477	511015	337159	1713429
R2	OKLA 	Kianah Motosono              	17	15	272	73.007	235	 88.607	260	 89.273	255	6.573	252	 9.80	365	 1.652	490922	336651	 139966
R2	OKLA 	Camila Romero                	 1	 1	348	65.973	360	 85.476	309	 88.032	311	6.242	328	 9.43	   	      	446762	339644	2512314
R2	SCAR 	Mia Horvit                   	11	10	 47	95.524	 57	 93.442	 39	 95.287	 73	7.644	 41	10.67	 27	18.779	416702	336842	  41792
R2	SCAR 	Megan Davies                 	13	 8	 65	92.721	 81	 92.645	 83	 93.423	 84	7.576	 67	10.48	 54	10.261	400669	336843	 981292
R2	SCAR 	Emma Shelton                 	13	12	108	89.253	130	 91.212	121	 92.517	124	7.278	 98	10.38	 75	 6.554	513315	336844	  99350
R2	SCAR 	Silvia Chinellato            	12	12	164	83.317	165	 90.504	166	 91.470	155	7.147	139	10.25	219	 2.468	396955	336840	  66301
R2	SCAR 	Allie Gretkowski             	 7	13	298	69.980	281	 87.467	279	 88.759	321	6.144	241	 9.85	   	      	564249	337161	1905349
R2	SCAR 	Ana Luiza Cruz               	 5	 7	354	65.772	327	 86.437	344	 87.300	302	6.291	344	 9.34	   	      	513311	337162	1618840
R2	SCAR 	Elise Mills                  	 3	 9	392	63.410	379	 84.885	364	 86.876	405	5.615	292	 9.62	   	      	513314	336845	 920935
R2	SCAR 	Gabriela Martinez Asensi     	 1	 6	488	54.458	449	 81.357	457	 82.570	455	5.152	   	     	   	      	513313	336846	2606629
R2	SCAR 	Corina Spasojevic            	 0	 5	502	53.685	539	 63.984	454	 82.781	415	5.538	   	     	   	      	561915	336839	2532130
R2	SCAR 	Lindsay Tulenko              	 0	 5	517	52.122	551	 63.948	523	 78.130	445	5.301	488	 7.83	   	      	561913	336841	 121813
R2	SCAR 	Kendall Couch                	 0	 2	532	51.214	550	 63.964	554	 66.050	476	4.914	474	 8.08	   	      	513310	336947	1652218
R2	STAN 	Michaela Gordon              	10	 7	 38	96.605	 34	 94.848	 18	 96.563	 88	7.539	 27	10.78	 31	17.676	411023	339967	2436066
R2	STAN 	Angelica Blake               	 7	 3	 50	95.104	 35	 94.810	 48	 94.846	 70	7.685	 26	10.79	 92	 5.371	512400	341387	1708888
R2	STAN 	Sara Choy                    	13	 4	144	85.390	151	 90.757	171	 91.398	116	7.317	 93	10.39	239	 2.384	491827	339973	2589964
R2	STAN 	Emily Arbuthnott             	 8	 8	151	84.310	127	 91.247	115	 92.633	200	6.906	104	10.37	313	 1.885	386389	340264	2696401
R2	STAN 	Ana Geller                   	 8	 4	160	83.516	168	 90.440	153	 91.741	213	6.831	114	10.33	195	 2.618	567857	339971	 293355
R2	STAN 	Emma Higuchi                 	16	 3	173	82.304	206	 89.479	227	 90.055	139	7.224	142	10.23	188	 2.679	415584	339969	  45820
R2	STAN 	Niluka Madurawe              	 5	 1	248	74.754	272	 87.666	311	 88.009	246	6.618	221	 9.96	223	 2.443	491828	340265	  66917
R2	STAN 	Janice Shin                  	 6	 2	254	74.451	265	 87.910	269	 88.976	261	6.521	276	 9.70	212	 2.474	451437	339975	 932718
R2	STAN 	India Houghton               	 3	 0	269	73.168	249	 88.220	288	 88.569	   	     	107	10.35	342	 1.771	567858	      	1719842
R2	TENN 	Rebeka Mertena               	15	15	100	89.832	123	 91.376	109	 92.831	143	7.205	 81	10.42	 70	 7.452	497199	336748	 192701
R2	TENN 	Carly Briggs                 	17	15	102	89.580	108	 91.680	101	 92.962	135	7.234	139	10.25	 60	 8.887	521055	336746	  96464
R2	TENN 	Daria Kuczer                 	26	 8	105	89.505	111	 91.582	152	 91.760	 75	7.617	 74	10.44	136	 3.407	561887	336754	  87284
R2	TENN 	Eleonora Molinaro            	 3	10	138	85.999	134	 91.169	105	 92.855	217	6.822	198	10.04	 89	 5.458	561885	339024	 158276
R2	TENN 	Johanna Silva                	13	10	207	78.804	213	 89.290	217	 90.289	169	7.078	167	10.15	328	 1.846	451882	336743	  58352
R2	TENN 	Tenika McGiffin              	22	11	210	78.612	205	 89.519	188	 91.023	191	6.946	163	10.16	373	 1.611	431615	336737	 109229
R2	TENN 	Esther Adeshina              	 8	 6	313	68.933	312	 86.781	305	 88.120	328	6.112	303	 9.56	306	 1.924	561882	336742	 221210
R2	TENN 	Callie Creath                	 9	 8	324	68.073	326	 86.447	327	 87.660	323	6.141	259	 9.74	372	 1.623	516316	336750	  96550
R2	TENN 	Julie Ball                   	 2	 1	382	64.006	391	 84.315	371	 86.564	370	5.852	280	 9.69	   	      	516317	336997	1712438
R2	TTU  	Margarita Skriabina          	19	 2	 59	93.660	 66	 93.083	 92	 93.106	 40	7.998	 57	10.57	 74	 6.635	515922	337012	1880726
R2	TTU  	Lisa Mays                    	12	 9	 98	89.866	101	 91.899	 64	 94.076	123	7.284	105	10.36	128	 3.545	515909	337010	1701918
R2	TTU  	Kaitlin Staines              	10	13	154	83.907	159	 90.593	138	 92.142	233	6.704	207	10.01	102	 4.659	561654	336807	2540302
R2	TTU  	Nell Miller                  	18	11	163	83.375	171	 90.318	155	 91.676	173	7.047	145	10.21	191	 2.656	485226	336806	1033847
R2	TTU  	Olivia Peet                  	13	 7	202	79.577	200	 89.556	208	 90.554	172	7.057	178	10.10	279	 2.033	485229	337014	 219031
R2	TTU  	Kailey Evans                 	 5	 3	245	74.962	259	 87.982	239	 89.838	216	6.823	221	 9.96	333	 1.810	562250	336804	 154361
R2	TTU  	Metka Komac                  	13	 6	264	73.620	245	 88.275	275	 88.821	231	6.719	285	 9.65	288	 1.980	564407	337013	 276743
R2	TTU  	Bojana Marinkov              	 4	 6	346	66.001	345	 85.772	346	 87.265	343	6.030	276	 9.70	   	      	520627	337015	1710715
R2	TTU  	Olivia Mikkelson             	 3	 1	461	57.199	389	 84.411	332	 87.589	   	     	   	     	   	      	561653	      	2690672
R2	TTU  	Camryn Stepp                 	 2	 5	501	53.885	477	 79.294	480	 81.664	477	4.913	475	 8.07	   	      	561655	336805	 371582
R2	UK   	Akvilė Paražinskaitė         	20	11	 55	94.696	 53	 93.774	 54	 94.585	 85	7.573	 69	10.47	 25	19.849	439682	336783	1885635
R2	UK   	Lesedi Jacobs                	13	 8	110	88.760	115	 91.503	130	 92.336	112	7.344	114	10.33	 94	 4.996	418303	336771	  53800
R2	UK   	Carlota Molina Megias        	13	13	193	80.207	178	 90.165	163	 91.520	225	6.757	198	10.04	235	 2.400	511330	336759	 199156
R2	UK   	Salsa Aher                   	 9	 3	286	71.364	328	 86.348	350	 87.183	319	6.163	259	 9.74	203	 2.534	561992	336787	 260998
R2	UK   	Carla Girbau                 	12	15	304	69.479	286	 87.255	274	 88.897	295	6.336	285	 9.65	   	      	511331	336785	2095865
R2	UK   	Elizabeth Stevens            	 6	15	322	68.078	299	 86.982	294	 88.369	335	6.061	280	 9.69	   	      	561996	336761	  96667
R2	UK   	Ana Tkachenko                	 2	 4	345	66.058	339	 85.984	334	 87.528	331	6.082	299	 9.58	   	      	491996	336769	1356863
R2	UK   	Maialen Morante              	 9	 7	363	65.225	329	 86.329	368	 86.761	339	6.054	352	 9.28	352	 1.726	511332	336767	1949540
R2	UK   	Fiona Arrese                 	11	10	384	63.881	285	 87.283	317	 87.904	330	6.094	   	     	395	 1.491	561993	336946	2659649
R2	UK   	Diana Tkachenko              	 1	 0	425	60.491	467	 80.416	451	 82.957	352	5.996	323	 9.46	   	      	457873	337976	 364491
R2	VANDY	Christina Rosca              	15	 5	 52	94.958	 49	 93.915	 61	 94.337	 58	7.782	 47	10.63	 40	14.484	446912	337211	  39371
R2	VANDY	Anessa Lee                   	18	 8	156	83.810	175	 90.204	172	 91.385	150	7.180	127	10.29	194	 2.637	561902	336734	1478359
R2	VANDY	Amanda Meyer                 	 8	 5	165	83.134	185	 89.838	194	 90.917	161	7.123	209	10.00	113	 4.135	432850	336732	  77500
R2	VANDY	Emma Kurtz                   	12	17	168	82.948	169	 90.426	143	 92.125	220	6.806	182	10.09	149	 3.053	424044	336736	  77397
R2	VANDY	Anna Ross                    	 8	11	203	79.197	207	 89.468	180	 91.239	233	6.704	176	10.11	255	 2.201	511683	337209	2154335
R2	VANDY	Marcella Cruz                	16	10	212	78.418	221	 89.046	238	 89.874	205	6.865	167	10.15	260	 2.133	511682	336738	2492659
R2	VANDY	Holly Staff                  	14	13	232	76.776	212	 89.297	205	 90.638	224	6.772	200	10.03	347	 1.751	561901	336740	 246701
R2	VANDY	Dasha Kourkina               	 5	 4	306	69.302	319	 86.605	287	 88.573	307	6.259	265	 9.72	366	 1.645	511685	336838	  96584
R2	WAKE 	Carolyn Campana              	 9	 6	 33	96.818	 27	 95.155	 23	 96.227	 56	7.790	 67	10.48	 14	28.610	509935	339199	  66827
R2	WAKE 	Anna Campana                 	 6	12	130	86.931	160	 90.585	111	 92.740	201	6.896	218	 9.97	 49	11.515	509929	337232	1618799
R2	WAKE 	Anna Brylin                  	15	 8	131	86.899	120	 91.420	129	 92.348	 96	7.470	 98	10.38	265	 2.105	485841	337234	  77545
R2	WAKE 	Eliza Omirou                 	10	10	236	75.955	231	 88.719	230	 90.006	218	6.808	221	 9.96	314	 1.884	438453	338715	  79773
R2	WAKE 	Casie Wooten                 	13	 8	252	74.490	247	 88.248	278	 88.764	177	7.036	249	 9.81	357	 1.704	563738	337236	2295843
R2	WAKE 	Brooke Killingsworth         	 8	16	285	71.400	274	 87.611	242	 89.799	294	6.337	246	 9.82	399	 1.475	563737	337233	 126005
R2	WAKE 	Peyton Pesavento             	 4	 6	351	65.844	334	 86.257	325	 87.692	318	6.165	335	 9.39	   	      	485842	337235	1617595
R2	WAKE 	Madeleine Lynch              	 2	 1	393	63.298	388	 84.448	403	 85.692	325	6.120	326	 9.44	   	      	509930	337237	2092343
R2	WAKE 	Maryam Ahmad                 	 1	 1	472	56.057	430	 82.664	432	 84.111	   	     	414	 8.83	   	      	563739	      	1620314
R3	ARK  	Indianna Spink               	15	 9	 69	92.357	 82	 92.620	 69	 93.882	118	7.307	 93	10.39	 42	13.819	561985	336670	 273305
R3	ARK  	Martina Zerulo               	 4	 1	107	89.304	 69	 93.042	 95	 93.061	 77	7.616	 69	10.47	   	      	466140	336808	2608080
R3	ARK  	Kelly Keller                 	13	10	147	84.814	140	 90.948	112	 92.737	167	7.084	120	10.32	257	 2.193	511740	336665	2521764
R3	ARK  	Tatum Rice                   	12	13	215	78.138	191	 89.792	191	 90.969	229	6.735	209	10.00	286	 1.995	445260	336642	  76928
R3	ARK  	Morgan Cross                 	14	15	289	71.032	267	 87.827	271	 88.965	291	6.351	241	 9.85	   	      	561986	336634	 246658
R3	ARK  	Laura Rijkers                	 8	 8	347	65.973	309	 86.820	331	 87.624	350	5.998	338	 9.38	377	 1.596	497875	337645	1313617
R3	ARK  	Jackie Carr                  	 5	 6	375	64.494	350	 85.700	363	 86.890	353	5.960	313	 9.49	   	      	395394	336631	1885695
R3	ARK  	Lauren Alter                 	11	15	387	63.667	353	 85.640	348	 87.215	376	5.811	341	 9.36	   	      	489375	336649	 197547
R3	ARK  	Presley Southerland          	 3	 5	494	54.162	479	 79.079	479	 81.714	459	5.119	478	 7.98	   	      	561987	336637	 996005
R3	ARK  	Claire Slaughter             	 3	 7	496	54.028	476	 79.433	485	 81.138	481	4.876	460	 8.34	   	      	511738	336639	 104519
R3	BALL 	Emma Peeler                  	11	12	336	66.807	302	 86.961	248	 89.552	377	5.809	355	 9.27	   	      	514948	337600	  97462
R3	BALL 	Mariya Polishchuk            	15	 8	371	64.636	377	 84.890	361	 86.992	358	5.923	344	 9.34	330	 1.839	565605	337602	 273146
R3	BALL 	Jessica Braun                	14	 9	389	63.508	368	 85.121	356	 87.054	378	5.808	362	 9.19	361	 1.685	514946	337604	  98429
R3	BALL 	Livia Lukacs                 	10	 3	403	62.407	458	 81.003	463	 82.348	438	5.369	430	 8.67	188	 2.679	489687	337610	 226677
R3	BALL 	Silvia Martinez              	14	 3	413	61.416	451	 81.214	462	 82.364	425	5.464	   	     	185	 2.715	565604	339532	2096107
R3	BALL 	Rebecca Herrington           	15	 6	424	60.594	425	 82.897	431	 84.196	426	5.449	417	 8.81	292	 1.960	415306	337608	  83231
R3	BALL 	Amy Kaplan                   	12	 8	450	57.797	447	 81.758	438	 83.821	453	5.160	424	 8.73	356	 1.705	514947	337606	 116559
R3	BALL 	Emily Desai                  	 2	 1	510	52.574	499	 77.843	521	 78.445	498	4.545	461	 8.31	   	      	521590	337836	 212196
R3	BALL 	Martini Bocchi               	 1	 0	520	51.919	513	 76.581	519	 78.816	   	     	453	 8.43	   	      	565602	      	 365694
R3	BALL 	Victoria Sec                 	 2	 0	543	50.515	532	 72.246	543	 73.683	509	4.323	502	 7.44	   	      	450373	340420	  77522
R3	BAMA 	Isabella Harvison            	 5	 3	 56	94.251	 56	 93.663	 65	 94.067	 89	7.535	 38	10.69	 51	10.802	510588	336757	  95716
R3	BAMA 	Alba Cortina-Pou             	15	 8	191	80.751	179	 90.092	199	 90.798	176	7.040	150	10.20	281	 2.014	398952	336777	 980252
R3	BAMA 	Loudmilla Bencheikh          	 2	 5	214	78.325	158	 90.631	137	 92.203	247	6.617	238	 9.87	376	 1.600	568475	340840	 199900
R3	BAMA 	Anne Marie Hiser             	18	11	284	71.458	244	 88.291	256	 89.335	297	6.318	254	 9.78	   	      	561867	336760	2104183
R3	BAMA 	Anna Parkhomenko             	15	11	302	69.667	271	 87.734	276	 88.804	305	6.267	280	 9.69	   	      	561871	336766	 277793
R3	BAMA 	Vanesa Nikolovova            	 4	 4	305	69.328	300	 86.975	297	 88.276	286	6.410	265	 9.72	   	      	561869	336763	 208968
R3	BAMA 	Moka Ito                     	 7	18	309	69.054	293	 87.097	225	 90.129	363	5.904	295	 9.61	   	      	490181	336774	1477058
R3	BAMA 	Sasha Gorchanyuk             	 8	17	366	65.070	352	 85.680	314	 87.955	368	5.870	318	 9.47	   	      	521223	336780	1886616
R3	BAMA 	Sydney Riley                 	13	13	388	63.608	344	 85.793	376	 86.419	372	5.843	330	 9.41	   	      	561872	336770	  52094
R3	BAMA 	Sydney Orefice               	 2	 6	475	55.663	436	 82.525	459	 82.439	440	5.342	484	 7.92	   	      	561870	336788	 126060
R3	FIU  	Komola Umarova               	10	 2	122	88.043	 87	 92.492	 66	 93.985	149	7.185	193	10.05	148	 3.074	493859	339447	1889172
R3	FIU  	Marina Alcaide               	11	 1	125	87.722	125	 91.312	145	 91.937	104	7.424	185	10.08	 80	 6.229	511963	338068	1724321
R3	FIU  	Andjela Skrobonja            	10	 2	198	80.008	234	 88.655	229	 90.020	195	6.926	191	10.06	160	 2.969	564568	338071	 244730
R3	FIU  	Andreea Velcea               	 9	 3	244	74.966	314	 86.698	328	 87.648	288	6.379	221	 9.96	150	 3.052	564569	338072	 243044
R3	FIU  	Basak Akbas                  	 5	 5	279	72.109	254	 88.128	218	 90.281	269	6.484	303	 9.56	374	 1.606	493856	338066	  94575
R3	FIU  	Kristina Miletic             	 3	 7	462	57.199	442	 81.899	435	 84.023	460	5.112	404	 8.91	   	      	511966	339449	 141668
R3	FIU  	Francisca Vergara            	 1	 2	538	50.803	518	 76.007	524	 78.112	506	4.358	   	     	   	      	511964	338075	 191789
R3	FUR  	Katarina Kozarov             	23	 1	  9	98.641	  6	 97.636	  9	 97.753	 13	8.368	 44	10.65	 15	26.427	423350	337200	 269978
R3	FUR  	Julia Adams                  	19	 6	127	87.393	129	 91.213	119	 92.615	148	7.188	163	10.16	 86	 5.793	486168	337201	1973223
R3	FUR  	Ellie Schoppe                	20	 4	268	73.426	293	 87.097	347	 87.262	244	6.622	307	 9.54	174	 2.787	564766	337239	1624045
R3	FUR  	Maryann Rompf                	18	 9	294	70.459	277	 87.526	293	 88.464	298	6.310	265	 9.72	351	 1.740	512095	337203	 297502
R3	FUR  	Madison Dillon               	12	13	314	68.790	278	 87.508	272	 88.961	334	6.062	323	 9.46	363	 1.674	497145	337202	 100157
R3	FUR  	Maggie Pate                  	15	 8	335	66.850	336	 86.075	345	 87.282	350	5.998	330	 9.41	299	 1.949	512093	337204	1522752
R3	FUR  	Ilayda Baykan                	 4	 1	440	59.449	444	 81.819	455	 82.637	442	5.329	422	 8.75	291	 1.964	564765	339208	1525834
R3	FUR  	Georgie Walker               	 0	 1	521	51.800	548	 63.979	551	 66.059	470	4.990	456	 8.40	   	      	461689	337205	 956408
R3	ISU  	Miska Kadleckova             	16	 3	 97	89.868	 93	 92.251	142	 92.130	 64	7.720	 78	10.43	162	 2.945	561613	337372	2621858
R3	ISU  	Thasaporn Naklo              	12	 7	111	88.753	105	 91.811	 70	 93.839	120	7.294	114	10.33	179	 2.768	514906	337369	1708919
R3	ISU  	Maty Cancini                 	11	16	237	75.612	215	 89.228	193	 90.928	300	6.296	231	 9.92	300	 1.948	394889	336681	1969556
R3	ISU  	Sofia Cabezas                	13	 4	246	74.883	242	 88.338	292	 88.473	243	6.631	252	 9.80	231	 2.416	565111	337375	2665937
R3	ISU  	Chie Kezuka                  	15	13	291	70.873	256	 88.052	246	 89.695	268	6.486	309	 9.52	   	      	514905	336692	2514918
R3	ISU  	Christin Hsieh               	12	17	342	66.604	304	 86.940	270	 88.966	366	5.883	344	 9.34	   	      	514907	336684	1880718
R3	ISU  	Ting-Pei Chang               	 3	 9	426	60.267	397	 84.117	404	 85.688	429	5.442	358	 9.25	   	      	514909	336696	 199184
R3	ISU  	Ellie Murphy                 	 1	 8	490	54.429	480	 79.064	448	 83.171	490	4.697	464	 8.27	   	      	561614	336694	1784979
R3	JMU  	Daria Afanasyeva             	10	 5	201	79.585	173	 90.252	144	 92.047	239	6.652	285	 9.65	209	 2.513	486159	338896	 972053
R3	JMU  	Kylie Moulin                 	13	 3	238	75.478	269	 87.791	308	 88.044	252	6.579	297	 9.60	143	 3.149	511635	338904	1906624
R3	JMU  	Alexis Franco                	14	 3	262	73.699	311	 86.782	321	 87.833	272	6.466	299	 9.58	155	 3.010	564603	338902	  62216
R3	JMU  	Jona Roka                    	10	 4	267	73.529	241	 88.381	245	 89.746	282	6.425	335	 9.39	233	 2.410	446644	338898	  33300
R3	JMU  	Daniela Voloh                	12	 1	270	73.109	341	 85.850	375	 86.457	266	6.494	318	 9.47	130	 3.497	486161	340493	 151747
R3	JMU  	Natalia Nikolopoulou         	 8	 6	340	66.661	324	 86.470	337	 87.470	379	5.799	370	 9.13	269	 2.095	511631	338900	 190088
R3	JMU  	Amanda Nord                  	 4	 1	410	61.853	420	 83.103	426	 84.395	382	5.779	385	 9.05	307	 1.916	486160	338906	1623637
R3	JMU  	Michelle Los Arcos Balasch   	 1	 0	471	56.164	403	 83.957	440	 83.806	435	5.401	   	     	   	      	497645	341577	2095895
R3	MSST 	Emma Antonaki                	16	 5	 64	92.812	 67	 93.075	 81	 93.567	 83	7.577	142	10.23	 30	17.808	486811	337051	2666454
R3	MSST 	Magda Adaloglou              	12	 6	179	81.908	193	 89.776	177	 91.306	241	6.649	167	10.15	141	 3.242	384278	337049	2630090
R3	MSST 	Tamara Racine                	 9	15	230	76.838	216	 89.196	179	 91.245	253	6.576	246	 9.82	277	 2.036	486813	336781	2058652
R3	MSST 	Sara Lizariturry             	 3	 0	261	73.845	291	 87.206	291	 88.497	315	6.191	130	10.28	353	 1.714	427230	337055	2688681
R3	MSST 	Valeria Nikolaev             	 2	 1	265	73.607	266	 87.839	250	 89.504	236	6.675	203	10.02	   	      	486812	336772	  50861
R3	MSST 	Lilian Poling                	12	11	271	73.108	260	 87.980	267	 89.029	304	6.273	272	 9.71	245	 2.330	561127	336786	  51373
R3	MSST 	Alexandra Mikhailuk          	16	15	276	72.539	239	 88.490	243	 89.773	273	6.462	245	 9.83	   	      	510941	336776	1884708
R3	MSST 	Chloe Cirotte                	11	 6	292	70.653	297	 87.056	329	 87.632	305	6.267	291	 9.64	251	 2.236	561126	337139	2084299
R3	MSST 	Marta Falceto                	11	 8	339	66.673	323	 86.475	343	 87.364	355	5.949	292	 9.62	358	 1.702	510940	336789	 190101
R3	OKST 	Bunyawi Thamchaiwat          	18	 4	 19	97.927	 21	 95.442	 24	 96.183	 33	8.096	 10	10.92	 23	21.362	497414	336799	2530163
R3	OKST 	Alana Wolfberg               	14	10	 67	92.490	 92	 92.268	 78	 93.649	103	7.440	 61	10.54	 53	10.368	513080	336800	  96582
R3	OKST 	Ayumi Miyamoto               	18	10	117	88.147	104	 91.817	113	 92.716	132	7.241	130	10.28	116	 4.018	513082	336802	1538329
R3	OKST 	Dariya Detkovskaya           	16	 8	174	82.232	149	 90.777	169	 91.454	175	7.042	235	 9.89	171	 2.792	513083	336801	2550846
R3	OKST 	Lenka Stara                  	13	12	282	71.491	253	 88.181	255	 89.361	274	6.449	265	 9.72	   	      	520711	336797	2528687
R3	OKST 	Lisa Marie Rioux             	 1	 1	295	70.166	264	 87.930	237	 89.877	180	7.015	   	     	   	      	489667	336798	2531097
R3	OKST 	Daniella Medvedeva           	 8	13	349	65.970	359	 85.508	342	 87.384	335	6.061	276	 9.70	   	      	562307	336803	1621903
R3	OKST 	Draginja Vukovik             	 1	 0	414	61.383	304	 86.940	254	 89.460	   	     	   	     	   	      	564728	      	 227905
R3	OKST 	Lora Boggs                   	 1	 8	541	50.597	528	 74.162	531	 76.862	508	4.324	514	 7.02	   	      	513079	336939	2532335
