line	seed	team	kind	position	player	partner	wins1	losses1	wins2	losses2	wins3	losses3	wins4	losses4	wins5	losses5	wins6	losses6	dualWins	dualLosses	overallWins	overallLosses
61		BAMA 	D	1	Patrick Kaukovalta       	Riccardo Roberto         	10	7	1	2									11	9	16	14
61		BAMA 	D	2	Alexey Nesterov          	Edson Ortiz              			3	3	4	4							7	7	7	7
61		BAMA 	D	3	Marcelo Sepulveda Garza  	Zhe Zhou                 					0	2							0	2	0	2
61		BAMA 	D	4	Gabriel Diaz Freire      	Jeremy Gschwendtner      													0	0	0	0
58		BEL  	S	1	Marko Ilic               	                         	13	4											13	4	13	4
58		BEL  	S	2	Arthur Toledo            	                         			13	3									13	3	13	3
58		BEL  	S	3	Tomas Luis               	                         			0	1	7	5	2	1	1	0			10	7	10	7
58		BEL  	S	4	Diego Castro             	                         							6	4	3	2	1	0	10	6	10	6
58		BEL  	S	5	Taisei Miyamoto          	                         					3	1	0	3	5	3			8	7	8	7
58		BEL  	S	6	Alfred Wallin            	                         							1	0	1	0	9	4	11	4	11	4
58		BEL  	S	7	Jake Briggs              	                         											1	0	1	0	1	0
58		BEL  	S	8	David Faulkner           	                         													0	0	0	0
58		BEL  	S	9	Grant Kelly              	                         													0	0	0	0
58		BEL  	D	1	Marko Ilic               	Taisei Miyamoto          	11	6											11	6	11	6
58		BEL  	D	2	Diego Castro             	Tomas Luis               			11	2									11	2	11	2
58		BEL  	D	3	Jake Briggs              	Arthur Toledo            					8	3							8	3	8	3
58		BEL  	D	4	Grant Kelly              	Alfred Wallin            					0	1							0	1	0	1
39		CLEV 	S	1	Nico Mostardi            	                         	6	3											6	3	6	3
39		CLEV 	S	2	Matt Terry               	                         	9	2	6	2									15	4	15	4
39		CLEV 	S	3	Luke Phillips            	                         			10	1	4	2	3	0					17	3	17	3
39		CLEV 	S	4	Maxime Mareschal-Hay     	                         			2	0	12	2	3	2					17	4	17	4
39		CLEV 	S	5	Clark Bilinovich         	                         					0	1	7	3	2	2			9	6	9	6
39		CLEV 	S	6	Raul Teichmann           	                         							1	0	2	2	0	2	3	4	3	4
39		CLEV 	S	7	Kade Mindry              	                         									1	2	3	2	4	4	4	4
39		CLEV 	S	8	Juandedios Abboud        	                         							0	1	5	3	2	5	7	9	7	9
39		CLEV 	S	9	Jack Santilli            	                         									0	1	4	1	4	2	4	2
39		CLEV 	S	10	Austin Staiger           	                         											1	2	1	2	1	2
39		CLEV 	D	1	Nico Mostardi            	Luke Phillips            	11	4											11	4	11	4
39		CLEV 	D	2	Matt Terry               	Maxime Mareschal-Hay     	11	4											11	4	11	4
39		CLEV 	D	3	Clark Bilinovich         	Kade Mindry              					6	0							6	0	6	0
39		CLEV 	D	4	Raul Teichmann           	Jack Santilli            					1	0							1	0	1	0
14		DEN  	S	1	James Davis              	                         	4	1	6	0	4	1							14	2	14	2
14		DEN  	S	2	Mattia Ros               	                         	2	7	4	1	2	0							8	8	8	8
14		DEN  	S	3	Matt Summers             	                         	0	3	1	2	9	1							10	6	10	6
14		DEN  	S	4	Peter Sallay             	                         							12	4					12	4	12	4
14		DEN  	S	5	Nicolas Herrero Cuesta   	                         									10	1	4	0	14	1	14	1
14		DEN  	S	6	Ignacio Rivero Crespo    	                         							1	0			8	1	9	1	9	1
14		DEN  	S	7	Daniel Krulig            	                         									3	2	3	0	6	2	6	2
14		DEN  	S	8	Charlie Miller           	                         											1	0	1	0	1	0
14		DEN  	S	9	John Zakowski            	                         													0	0	0	0
14		DEN  	D	1	Matt Summers             	James Davis              	14	5											14	5	14	5
14		DEN  	D	2	Mattia Ros               	Peter Sallay             			7	6									7	6	7	6
14		DEN  	D	3	Nicolas Herrero Cuesta   	Ignacio Rivero Crespo    					10	4							10	4	10	4
14		DEN  	D	4	Daniel Krulig            	Charlie Miller           													0	0	0	0
7		DEP  	S	1	Vito Tonejc              	                         	11	5	2	0									13	5	13	5
7		DEP  	S	2	Christopher Casati       	                         	1	3	3	7	4	2							8	12	8	12
7		DEP  	S	3	Boris Spanjaard          	                         			3	1	8	4	1	1					12	6	12	6
7		DEP  	S	4	Tamas Zador              	                         			2	1	0	1	1	1					3	3	3	3
7		DEP  	S	5	Fran Tonejc              	                         					2	0	5	5	1	3			8	8	8	8
7		DEP  	S	6	Luuk Wassenaar           	                         							2	1	6	3	3	2	11	6	11	6
7		DEP  	S	7	Tripp Tuff               	                         							1	0	6	2	7	5	14	7	14	7
7		DEP  	S	8	Sunny Sirinit            	                         											1	2	1	2	1	2
7		DEP  	S	9	Lars Minsaas             	                         													0	0	0	0
7		DEP  	D	1	Christopher Casati       	Boris Spanjaard          	12	4	1	0	1	0							14	4	14	4
7		DEP  	D	2	Vito Tonejc              	Luuk Wassenaar           			3	2	3	2							6	4	6	4
7		DEP  	D	3	Fran Tonejc              	Tripp Tuff               			4	6	5	0							9	6	9	6
7		DEP  	D	4	Tamas Zador              	Lars Minsaas             													0	0	0	0
3		DUKE 	S	1	Garrett Johns            	                         	8	8											8	8	9	9
3		DUKE 	S	2	Sean Sculley             	                         			2	3	3	1							5	4	6	4
3		DUKE 	S	3	Andrew Zhang             	                         					5	1	5	4					10	5	12	5
3		DUKE 	S	4	Edu Guell                	                         	1	0	4	6	2	3	0	1					7	10	8	11
3		DUKE 	S	5	Luca Keist               	                         			1	0	0	1	3	0	3	2			7	3	8	3
3		DUKE 	S	6	Andrew Dale              	                         							1	1	7	1	0	2	8	4	10	4
3		DUKE 	S	7	Faris Khan               	                         							1	1	1	2	5	1	7	4	9	4
3		DUKE 	S	8	Michael Heller           	                         											5	5	5	5	7	5
3		DUKE 	D	1	Sean Sculley             	Garrett Johns            	8	7											8	7	9	8
3		DUKE 	D	2	Michael Heller           	Andrew Zhang             	0	1	4	1	1	0							5	2	5	2
3		DUKE 	D	3	Luca Keist               	Andrew Dale              					1	1							1	1	1	1
3		DUKE 	D	4	Edu Guell                	Faris Khan               													0	0	0	0
42		ETSU 	S	1	Dimitri Badra            	                         	11	3	1	1	2	1							14	5	14	5
42		ETSU 	S	2	Frazier Rengifo          	                         	1	3	10	4									11	7	11	7
42		ETSU 	S	3	Juan Lugo                	                         			1	0	5	1	3	4					9	5	9	5
42		ETSU 	S	4	Thiago Pernas            	                         					3	3	7	2	0	1	0	2	10	8	10	8
42		ETSU 	S	5	MIguel Este              	                         									1	1	7	4	8	5	8	5
42		ETSU 	S	6	Juan Zabala              	                         									4	3	2	1	6	4	6	4
42		ETSU 	S	7	Milo Bargeron            	                         			0	2	1	3	0	2	4	1	1	1	6	9	6	9
42		ETSU 	D	1	Juan Lugo                	Frazier Rengifo          	8	5											8	5	8	5
42		ETSU 	D	2	Miguel Este              	Dimitri Badra            			4	0	8	1							12	1	12	1
42		ETSU 	D	3	Juan Zabala              	Thiago Pernas            			4	2	4	2							8	4	8	4
18		FDU  	S	1	teodors pukse            	                         	4	3											4	3	4	3
18		FDU  	S	2	andris gudins            	                         			2	3	2	2							4	5	4	5
18		FDU  	S	3	maciej autuch            	                         					1	1	1	2	2	1	1	0	5	4	5	4
18		FDU  	S	4	arjun sriram             	                         									1	0	0	1	1	1	1	1
18		FDU  	S	5	moric budinszky          	                         							1	2	0	1	1	1	2	4	2	4
18		FDU  	S	6	youssef sader            	                         					1	2	0	2	2	0	2	0	5	4	5	4
18		FDU  	S	7	niclas pietsch           	                         							0	1	0	1			0	2	0	2
18		FDU  	S	8	andrei oprisor           	                         									0	1	1	0	1	1	1	1
18		FDU  	S	9	taiga koyama             	                         													0	0	0	0
18		FDU  	S	10	eduardo cabral           	                         											0	1	0	1	0	1
18		FDU  	S	11	dennis espiritu          	                         													0	0	0	0
18		FDU  	D	1	teodors pukse            	andris gudins            	2	2	1	0									3	2	3	2
18		FDU  	D	2	moric budinszky          	arjun sriram             													0	0	0	0
18		FDU  	D	3	niclas pietsch           	eduardo cabral           													0	0	0	0
18		FDU  	D	4	maciej autuch            	andrei oprisor           					0	1							0	1	0	1
27		FGCU 	S	1	Magnus Johnson           	                         	9	3											9	3	9	3
27		FGCU 	S	2	Juan Montes              	                         			7	4									7	4	7	4
27		FGCU 	S	3	Randy Wilson             	                         			0	1	5	5	1	1					6	7	6	7
27		FGCU 	S	4	Felipe Ramirez           	                         			0	2	1	1	1	1					2	4	2	4
27		FGCU 	S	5	Guglielmo Stefanacci     	                         							1	2	3	3	4	0	8	5	8	5
27		FGCU 	S	6	Alessandro Conca         	                         					0	1	3	4	0	2	0	2	3	9	3	9
27		FGCU 	S	7	Max Damm                 	                         									0	1	0	2	0	3	0	3
27		FGCU 	S	8	Feliksas Sakalauskas     	                         									0	2	1	1	1	3	1	3
27		FGCU 	S	9	Pedro Maciel             	                         											1	2	1	2	1	2
27		FGCU 	S	10	Carter Bradford          	                         													0	0	0	0
27		FGCU 	D	1	Magnus Johnson           	Max Damm                 	4	3	1	0	2	1							7	4	7	4
27		FGCU 	D	2	Felipe Ramirez           	Juan Montes              			2	1									2	1	2	1
27		FGCU 	D	3	Randy Wilson             	Feliksas Sakalauskas     													0	0	0	0
27		FGCU 	D	4	Guglielmo Stefanacci     	Carter Bradford          													0	0	0	0
23		GCU  	S	1	Valentin Lang            	                         	8	10											8	10	8	10
23		GCU  	S	2	Mariano Argote           	                         			5	6	2	0							7	6	7	6
23		GCU  	S	3	Justin Cvitanovic        	                         	0	1	0	8	4	6							4	15	4	15
23		GCU  	S	4	Jonathan Da Silva        	                         	0	1					5	2	2	2	0	2	7	7	7	7
23		GCU  	S	5	Jiri Novak               	                         					1	4	2	4	5	1			8	9	8	9
23		GCU  	S	6	Freddie Grant            	                         							0	5	0	1	9	2	9	8	9	8
23		GCU  	S	7	Wolmar Boris-Moller      	                         					0	1			0	8			0	9	0	9
23		GCU  	S	8	Loic Van Zeggelaar       	                         											1	4	1	4	1	4
23		GCU  	D	1	Valentin Lang            	Jiri Novak               	10	6											10	6	10	6
23		GCU  	D	2	Mariano Argote           	Justin Cvitanovic        	0	1	7	4									7	5	7	5
23		GCU  	D	3	Freddie Grant            	Loic Van Zeggelaar       					6	4							6	4	6	4
23		GCU  	D	4	Jonathan Da Silva        	Wolmar Boris-Moller      													0	0	0	0
36		GT   	S	1	Marcus McDaniel          	                         	10	6	5	0									15	6	15	8
36		GT   	S	2	Andres Martin            	                         	3	2	11	5									14	7	16	8
36		GT   	S	3	Pablo Schelcher          	                         					8	5	3	1	1	1			12	7	13	9
36		GT   	S	4	Keshav Chopra            	                         			1	0	3	5	8	3					12	8	14	9
36		GT   	S	5	Brandon McKinney         	                         							3	2	7	8			10	10	12	11
36		GT   	S	6	Chen Dong                	                         											11	4	11	4	12	6
36		GT   	S	7	Brandon Freestone        	                         									3	0	1	1	4	1	6	2
36		GT   	S	8	Zummy Bauer              	                         													0	0	0	0
36		GT   	D	1	Marcus McDaniel          	Andres Martin            	5	2											5	2	5	2
36		GT   	D	2	Pablo Schelcher          	Brandon Freestone        			6	4									6	4	6	4
36		GT   	D	3	Keshav Chopra            	Chen Dong                					2	1							2	1	2	1
36		GT   	D	4	Brandon McKinney         	Zummy Bauer              					6	4							6	4	6	4
		LIB  	S	1	Nicaise Muamba           	                         	16	5											16	5	16	5
		LIB  	S	2	Rafael Marques Da Silva  	                         	2	0	9	2	6	1	2	3					19	6	19	6
		LIB  	S	3	Josh Wilson              	                         			6	5	2	1							8	6	8	6
		LIB  	S	4	Deji Thomas-Smith        	                         			4	0	2	3	5	4	1	0	3	1	15	8	15	8
		LIB  	S	5	Christiaan Worst         	                         					5	0	1	3	5	5	0	1	11	9	11	9
		LIB  	S	6	Thando Longwe-Smit       	                         							4	1	3	2	6	1	13	4	13	4
		LIB  	S	7	Goncalo Ferreira         	                         					0	5	2	2	4	3	3	1	9	11	9	11
		LIB  	S	8	Zion Heaven              	                         											4	4	4	4	4	4
		LIB  	S	9	Steve Mundt              	                         											1	0	1	0	1	0
		LIB  	D	1	Christiaan Worst         	Deji Thomas-Smith        	7	4	3	2									10	6	10	6
		LIB  	D	2	Rafael Marques Da Silva  	Nicaise Muamba           			9	3	7	2							16	5	16	5
		LIB  	D	3	Josh Wilson              	Steve Mundt              					7	1							7	1	7	1
		LIB  	D	4	Goncalo Ferreira         	Zion Heaven              													0	0	0	0
19		LSU  	S	1	Ronald Hohmann           	                         	10	9											10	9	13	12
19		LSU  	S	2	Rafael Wagner            	                         	2	0	5	9									7	9	11	13
19		LSU  	S	3	Joao Graca               	                         			0	1	0	4	1	4	4	1			5	10	5	10
19		LSU  	S	4	Boris Kozlov             	                         					2	0	5	4	3	2			10	6	13	11
19		LSU  	S	5	Benjamin Ambrosio        	                         							2	1	1	3	6	2	9	6	9	6
19		LSU  	S	6	Ben Koch                 	                         									2	1	2	1	4	2	8	6
19		LSU  	S	7	Nick Watson              	                         									1	0	0	1	1	1	3	5
19		LSU  	S	8	Tomas Descarrega         	                         							1	0	1	0	1	3	3	3	5	7
19		LSU  	S	9	Joey Thomas              	                         							1	0			2	2	3	2	3	2
19		LSU  	D	1	Rafael Wagner            	Ronald Hohmann           	10	9											10	9	18	11
19		LSU  	D	2	Joey Thomas              	Joao Graca               	1	0	6	10									7	10	7	10
19		LSU  	D	3	Nick Watson              	Boris Kozlov             			1	0	10	5							11	5	13	10
19		LSU  	D	4	Tomas Descarrega         	Ben Koch                 													0	0	0	0
35		MEM  	S	1	James Story              	                         	8	6											8	6	8	6
35		MEM  	S	2	David Stevenson          	                         			2	5	6	3							8	8	8	8
35		MEM  	S	3	Oscar Cutting            	                         			2	4	2	4	4	1					8	9	8	9
35		MEM  	S	4	Jan Pallares             	                         			1	3	1	1	4	4					6	8	6	8
35		MEM  	S	5	Jeremy Taylor            	                         							1	0	5	3	3	0	9	3	9	3
35		MEM  	S	6	Pau Fanlo                	                         									2	2	4	3	6	5	6	5
35		MEM  	S	7	Patrick Sydow            	                         											0	2	0	2	0	2
35		MEM  	S	8	Antoine Marleau          	                         													0	0	0	0
35		MEM  	D	1	Oscar Cutting            	David Stevenson          	9	6											9	6	9	6
35		MEM  	D	2	Jan Pallares             	Patrick Sydow            			12	3									12	3	12	3
35		MEM  	D	3	James Story              	Jeremy Taylor            					10	3							10	3	10	3
35		MEM  	D	4	Pau Fanlo                	Antoine Marleau          													0	0	0	0
11		MIA  	S	1	Adria Soriano Barrera    	                         	9	6											9	6	9	6
11		MIA  	S	2	Bojan Jankulovski        	                         			5	4	2	0	2	1					9	5	9	5
11		MIA  	S	3	Benjamin Hannestad       	                         			0	5	5	5	1	0					6	10	6	10
11		MIA  	S	4	Stefan Milicevic         	                         					1	3	4	7					5	10	5	10
11		MIA  	S	5	Oren Vasser              	                         									3	1	6	5	9	6	9	6
11		MIA  	S	6	Franco Aubone            	                         									6	6	1	4	7	10	7	10
11		MIA  	S	7	Stephen Madonia          	                         											1	0	1	0	1	0
11		MIA  	D	1	Benjamin Hannestad       	Franco Aubone            	7	8											7	8	7	8
11		MIA  	D	2	Adria Soriano Barrera    	Oren Vasser              			2	2									2	2	2	2
11		MIA  	D	3	Bojan Jankulovski        	Stefan Milicevic         					4	3							4	3	4	3
38		MICH 	S	1	Andrew Fenty             	                         	10	3	3	1									13	4	16	9
38		MICH 	S	2	Ondrej Styler            	                         	1	1	7	3									8	4	12	7
38		MICH 	S	3	Patrick Maloney          	                         			2	0	7	3	0	1					9	4	9	4
38		MICH 	S	4	Mattias Siimar           	                         			2	0	4	2	8	1					14	3	17	6
38		MICH 	S	5	Nick Beaty               	                         					1	0	4	0	8	2			13	2	19	4
38		MICH 	S	6	Nino Ehrenschneider      	                         									1	0	3	1	4	1	6	2
38		MICH 	S	7	Jacob Bickersteth        	                         							1	0	5	0	3	4	9	4	10	4
38		MICH 	S	8	Connor Johnston          	                         											2	3	2	3	4	10
38		MICH 	S	9	Harrison Brown           	                         													0	0	0	3
38		MICH 	S	10	Kristofer Siimar         	                         													0	0	2	1
38		MICH 	S	11	Ryan Fu                  	                         													0	0	0	6
38		MICH 	S	12	Jonathan Yaffe           	                         													0	0	0	0
38		MICH 	S	13	Teddy Oosterbaan         	                         													0	0	0	0
38		MICH 	D	1	Andrew Fenty             	Mattias Siimar           	9	3											9	3	14	3
38		MICH 	D	2	Patrick Maloney          	Ondrej Styler            			2	0									2	0	2	0
38		MICH 	D	3	Nino Ehrenschneider      	Connor Johnston          					3	0							3	0	3	0
38		MICH 	D	4	Nick Beaty               	Harry Brown              					3	2							3	2	3	4
10		MONM 	S	1	William Cooke Wharton    	                         	9	4											9	4	9	4
10		MONM 	S	2	Max Benaim               	                         			7	4	1	0							8	4	8	4
10		MONM 	S	3	Victor Castro            	                         					4	0	9	2					13	2	13	2
10		MONM 	S	4	Lucca Silva              	                         	0	2	3	0	4	1	1	1					8	4	8	4
10		MONM 	S	5	Sergio Martinez          	                         							1	0	10	2	1	0	12	2	12	2
10		MONM 	S	6	Gabriel Busato           	                         							1	0	1	1	12	1	14	2	14	2
10		MONM 	S	7	Charles Gortzounian      	                         											1	0	1	0	1	0
10		MONM 	S	8	Christof Zeiler          	                         													0	0	0	0
10		MONM 	S	9	Diego Laporta            	                         											1	0	1	0	1	0
10		MONM 	S	10	Arthur Dussaubat         	                         													0	0	0	0
10		MONM 	S	11	Austin Klapman           	                         													0	0	0	0
10		MONM 	S	12	Arthur Dussaubat         	                         													0	0	0	0
10		MONM 	D	1	Max Benaim               	Sergio Martinez          	9	3											9	3	9	3
10		MONM 	D	2	Victor Castro            	Lucca Silva              			7	1									7	1	7	1
10		MONM 	D	3	William Cooke Wharton    	Charles Gortzounian      					9	1							9	1	9	1
10		MONM 	D	4	Gabriel Busato           	Christof Zeiler          													0	0	0	0
12		MSST 	S	1	Giovanni Oradini         	                         	11	7	0	3									11	10	17	14
12		MSST 	S	2	Florian Broska           	                         	4	3	10	5									14	8	20	12
12		MSST 	S	3	Nemanja Malesevic        	                         			4	0	9	5	2	2					15	7	20	11
12		MSST 	S	4	Alberto Colas            	                         			2	0	6	1	6	7					14	8	4	6
12		MSST 	S	5	Carles Hernandez         	                         							5	0	9	8			14	8	14	8
12		MSST 	S	6	Davide Tortora           	                         											7	3	7	3	13	7
12		MSST 	S	7	Gregor Ramskogler        	                         							1	0	4	1	4	8	9	9	14	14
12		MSST 	S	8	Nicolas Ocana            	                         											0	1	0	1	4	6
12		MSST 	S	9	Stedman Strickland       	                         													0	0	0	9
12		MSST 	D	1	Florian Broska           	Gregor Ramskogler        	7	5	2	1	2	0							11	6	11	6
12		MSST 	D	2	Nemanja Malesevic        	Davide Tortora           			3	3	3	1							6	4	9	7
12		MSST 	D	3	Nicolas Ocana            	Giovanni Oradini         					2	2							2	2	2	2
12		MSST 	D	4	Alberto Colas            	Carles Hernandez         					1	0							1	0	1	0
59		MTSU 	S	1	Francisco Rocha          	                         	5	3	3	1	5	1							13	5	13	5
59		MTSU 	S	2	Stijn Slump              	                         			9	2	7	3							16	5	16	5
59		MTSU 	S	3	Tom Moonen               	                         	5	6	1	4	2	1							8	11	8	11
59		MTSU 	S	4	Christopher Edge         	                         							15	5					15	5	15	5
59		MTSU 	S	5	Pavel Motl               	                         									6	3	3	3	9	6	9	6
59		MTSU 	S	6	Oskar Michalek           	                         									4	1	1	0	5	1	5	1
59		MTSU 	S	7	Max Rauch                	                         					2	0			1	2	7	2	10	4	10	4
59		MTSU 	S	8	Sean Presson             	                         							2	0	0	1			2	1	2	1
59		MTSU 	S	9	Patrick Kristensen       	                         											2	0	2	0	2	0
59		MTSU 	S	10	Andreas Kramer           	                         													0	0	0	0
59		MTSU 	D	1	Pavel Motl               	Stijn Slump              	9	9											9	9	9	9
59		MTSU 	D	2	Tom Moonen               	Christopher Edge         			15	6									15	6	15	6
59		MTSU 	D	3	Francisco Rocha          	Max Rauch                			2	0	9	9							11	9	11	9
59		MTSU 	D	4	Sean Presson             	Patrick Kristensen       					1	0							1	0	1	0
31		NAU  	S	1	Eban Straker-Meads       	                         	5	4	1	2									6	6	6	6
31		NAU  	S	2	Facundo Tumosa           	                         	2	3	3	3									5	6	5	6
31		NAU  	S	3	Dominik Buzonics         	                         			0	1	4	3	2	2	0	2			6	8	6	8
31		NAU  	S	4	Christopher Steele       	                         	0	1	1	4	3	2	3	0					7	7	7	7
31		NAU  	S	5	Maciej Ziomber           	                         					0	1	3	0	5	2	3	1	11	4	11	4
31		NAU  	S	6	Alexander Groves         	                         					0	1	1	4	2	3	3	0	6	8	6	8
31		NAU  	S	7	Joachim Schaefer         	                         									0	1	1	2	1	3	1	3
31		NAU  	S	8	Marcus Sulen             	                         									0	1	1	2	1	3	1	3
31		NAU  	S	9	Daniel Dillon            	                         											0	2	0	2	0	2
31		NAU  	S	10	Mikael Purne             	                         													0	0	0	0
31		NAU  	D	1	Alexander Groves         	Dominik Buzonics         	3	2											3	2	3	2
31		NAU  	D	2	Facundo Tumosa           	Eban Straker-Meads       			1	0									1	0	1	0
31		NAU  	D	3	Christopher Steele       	Maciej Ziomber           					3	0							3	0	3	0
31		NAU  	D	4	Daniel Dillon            	Marcus Sulen             													0	0	0	0
46		NAVY 	S	1	Andrew Ton               	                         	8	0											8	0	8	0
46		NAVY 	S	2	Derrick Thompson         	                         			9	0									9	0	9	0
46		NAVY 	S	3	Jake Fishkin             	                         					2	4							2	4	2	4
46		NAVY 	S	4	Finn Garner              	                         							4	2					4	2	4	2
46		NAVY 	S	5	Gavin Segraves           	                         							1	0	7	0			8	0	8	0
46		NAVY 	S	6	Jack McBride             	                         									1	0	4	0	5	0	5	0
46		NAVY 	S	7	Sasha Panyan             	                         											1	0	1	0	1	0
46		NAVY 	S	8	Connors O'Brien          	                         													0	0	0	0
46		NAVY 	S	9	Jack Dabek               	                         													0	0	0	0
46		NAVY 	S	10	Christian Pumpelly       	                         													0	0	0	0
46		NAVY 	D	1	Derrick Thompson         	Andrew Ton               													0	0	0	0
46		NAVY 	D	2	Finn Garner              	Jack Dabek               													0	0	0	0
46		NAVY 	D	3	Gavin Segraves           	Sash Panyan              													0	0	0	0
46		NAVY 	D	4	Jake Fishkin             	Jack McBride             													0	0	0	0
28		NCST 	S	1	Alexis Galarneau         	                         	10	2											10	2	10	3
28		NCST 	S	2	Rafael Izquierdo Luque   	                         	0	1	2	5	5	0	0	2					7	8	8	9
28		NCST 	S	3	Tadas Babelis            	                         	0	2	2	1	3	4	0	1	0	1			5	9	6	10
28		NCST 	S	4	Yannai Barkai            	                         			0	1	1	2	3	4			1	1	5	8	7	8
28		NCST 	S	5	Robin Catry              	                         			1	1	1	1	4	3	4	0			10	5	10	6
28		NCST 	S	6	Robert Turzak            	                         					0	1	4	1	2	2			6	4	7	5
28		NCST 	S	7	Martins Rocens           	                         									1	2	4	1	5	3	5	5
28		NCST 	S	8	Joseph Schrader          	                         									0	1			0	1	0	2
28		NCST 	S	9	Collin Shick             	                         											0	1	0	1	0	2
28		NCST 	S	10	Tristan Smith            	                         											1	0	1	0	1	1
28		NCST 	S	11	Braden Shick             	                         													0	0	0	0
28		NCST 	D	1	Tadas Babelis            	Yannai Barkai            	4	3	1	0									5	3	6	3
28		NCST 	D	2	Robin Catry              	Alexis Galarneau         			2	1									2	1	2	1
28		NCST 	D	3	Collin Shick             	Robert Turzak            					0	1							0	1	0	1
28		NCST 	D	4	Rafael Izquierdo Luque   	Joseph Schrader          													0	0	0	0
5		ND   	S	1	Axel Nefve               	                         	13	2	5	1									18	3	18	3
5		ND   	S	2	Richard Ciamarra         	                         	5	3	9	4									14	7	14	7
5		ND   	S	3	Tristan McCormick        	                         			2	1	8	5							10	6	10	6
5		ND   	S	4	William Howells          	                         											2	1	2	1	2	1
5		ND   	S	5	Matthew Che              	                         			1	0	2	4	3	7	0	1			6	12	6	12
5		ND   	S	6	Connor Fu                	                         			1	0	2	0	4	3	5	5	0	1	12	9	12	9
5		ND   	S	7	Brandon Ancona           	                         									2	1	4	5	6	6	6	6
5		ND   	S	8	Jean-Marc Malkowski      	                         							0	1	2	4	1	0	3	5	3	5
5		ND   	S	9	Braeden Ho               	                         											2	2	2	2	2	2
5		ND   	S	10	Matthew Gamble           	                         					0	1			1	0			1	1	1	1
5		ND   	S	11	Andrew Mariados          	                         											2	1	2	1	2	1
5		ND   	S	12	Matt Halpin              	                         							1	1	1	0	0	1	2	2	2	2
5		ND   	D	1	Tristan McCormick        	Axel Nefve               	10	4											10	4	10	4
5		ND   	D	2	Brandon Ancona           	William Howells          			4	2	3	3							7	5	7	5
5		ND   	D	3	Matthew Che              	Richard Ciamarra         			1	1	5	0							6	1	6	1
5		ND   	D	4	Matthew Gamble           	Jean-Marc Malkowski      													0	0	0	0
30		NW   	S	1	Steven Forman            	                         	5	2											5	2	5	2
30		NW   	S	2	Dominik Stary            	                         	4	4	4	0									8	4	9	6
30		NW   	S	3	Nick Brookes             	                         			8	2	1	5							9	7	11	9
30		NW   	S	4	Chris Ephron             	                         					4	4	5	1					9	5	12	6
30		NW   	S	5	Trice Pickens            	                         							5	7	3	3			8	10	13	10
30		NW   	S	6	Simen Bratholm           	                         									5	4			5	4	8	5
30		NW   	S	7	Gleb Blekher             	                         											4	3	4	3	8	3
30		NW   	S	8	Presley Thieneman        	                         											11	0	11	0	15	1
30		NW   	S	9	Natan Spear              	                         													0	0	4	0
30		NW   	S	10	Abhijeet Joshi           	                         													0	0	0	2
30		NW   	D	1	Nick Brookes             	Simen Bratholm           	9	4											9	4	12	7
30		NW   	D	2	Chris Ephron             	Dominik Stary            			12	4									12	4	12	4
30		NW   	D	3	Steven Forman            	Natan Spear              					5	1							5	1	5	1
30		NW   	D	4	Gleb Blekher             	Presley Thieneman        													0	0	0	0
13		OKLA 	S	1	Jake Van Emburgh         	                         	4	9			4	1							8	10	8	13
13		OKLA 	S	2	Mason Beiler             	                         	1	2	7	4	3	2							11	8	16	13
13		OKLA 	S	3	Alex Martinez            	                         	0	1	2	3	6	2	4	1					12	7	15	13
13		OKLA 	S	4	Nathan Han               	                         							2	6	3	1	2	0	7	7	13	11
13		OKLA 	S	5	Justin Schlageter        	                         					1	0			3	5	2	1	6	6	10	12
13		OKLA 	S	6	Mark Mandlik             	                         	0	2	1	2	1	1	2	3	1	5	1	1	6	14	6	14
13		OKLA 	S	7	Welsh Hotard             	                         									0	1	6	2	6	3	12	7
13		OKLA 	S	8	Jonathan Sheehy          	                         											1	0	1	0	2	7
13		OKLA 	S	9	Max Stewart              	                         					0	1			1	0	2	2	3	3	3	3
13		OKLA 	S	10	Matt Rodriguez           	                         													0	0	3	4
13		OKLA 	D	1	Mark Mandlik             	Max Stewart              	0	1	0	1	2	1							2	3	2	3
13		OKLA 	D	2	Jake Van Emburgh         	Alex Martinez            			0	1									0	1	0	1
13		OKLA 	D	3	Nathan Han               	Mason Beiler             					1	0							1	0	1	0
13		OKLA 	D	4	Jonathan Sheehy          	Welsh Hotard             													0	0	0	0
45		OKST 	S	1	Matej Vocel              	                         	11	5											11	5	11	5
45		OKST 	S	2	Henrik Korsgaard         	                         			3	2	3	7	3	0					9	9	9	9
45		OKST 	S	3	Emile Hudd               	                         			2	5	5	2							7	7	9	9
45		OKST 	S	4	Mathieu Scaglia          	                         					2	0	4	5	3	2			9	7	9	8
45		OKST 	S	5	Etienne Donnet           	                         							1	0	3	4	4	5	8	9	9	14
45		OKST 	S	6	Matisse Bobichon         	                         											4	4	4	4	4	4
45		OKST 	S	7	Luke Hammond             	                         													0	0	0	0
45		OKST 	S	8	Max Tybar                	                         									1	0			1	0	1	0
45		OKST 	D	1	Emile Hudd               	Matej Vocel              	6	4											6	4	6	4
45		OKST 	D	2	Henrik Korsgaard         	Luke Hammond             													0	0	0	0
45		OKST 	D	3	Etienne Donnet           	Matisse Bobichon         													0	0	0	0
45		OKST 	D	4	Max Tybar                	Mathieu Scaglia          													0	0	0	0
