line	seed	team	kind	position	player	partner	wins1	losses1	wins2	losses2	wins3	losses3	wins4	losses4	wins5	losses5	wins6	losses6	dualWins	dualLosses	overallWins	overallLosses
62		ORE  	S	1	Emmanuel Coste           	                         	5	4	6	2									11	6	11	6
62		ORE  	S	2	Joshua Charlton          	                         	6	4	6	2									12	6	12	6
62		ORE  	S	3	Quinn Vandecasteele      	                         			2	0	10	8							12	8	12	8
62		ORE  	S	4	Jesper Klov-Nilsson      	                         							10	2	6	1	1	0	17	3	17	3
62		ORE  	S	5	Brandon Lam              	                         					2	0	2	3	7	3			11	6	11	6
62		ORE  	S	6	Luke Vandecasteele       	                         					1	0	3	1	2	1	3	6	9	8	9	8
62		ORE  	S	7	Ryoma Matsushita         	                         									1	1	7	1	8	2	8	2
62		ORE  	S	8	Giorgio Soemarno         	                         													0	0	0	0
62		ORE  	S	9	Nima Movashaggi          	                         											0	1	0	1	0	1
62		ORE  	D	1	Joshua Charlton          	Quinn Vandecasteele      	9	3											9	3	9	3
62		ORE  	D	2	Emmanuel Coste           	Jesper Klov-Nilsson      			4	5	8	3							12	8	12	8
62		ORE  	D	3	Brandon Lam              	Ryoma Matsushita         					4	3							4	3	4	3
62		ORE  	D	4	Luke Vandecasteele       	Giorgio Soemarno         													0	0	0	0
53		OSU  	S	1	John McNally             	                         	10	2	6	2									16	4	21	4
53		OSU  	S	2	Cannon Kingsley          	                         	9	0	12	0									21	0	27	0
53		OSU  	S	3	James Trotter            	                         					13	1							13	1	13	1
53		OSU  	S	4	Justin Boulais           	                         							5	1	2	0			7	1	7	1
53		OSU  	S	5	Kyle Seelig              	                         					4	1	8	3	3	0			15	4	18	8
53		OSU  	S	6	JJ Tracy                 	                         							1	0	14	1	6	0	21	1	24	3
53		OSU  	S	7	Robert Cash              	                         									1	0	9	4	10	4	16	4
53		OSU  	S	8	Tim Seibert              	                         									1	0	1	0	2	0	2	0
53		OSU  	S	9	JJ Mercer                	                         													0	0	4	3
53		OSU  	S	10	Lancelot Carnello        	                         													0	0	0	1
53		OSU  	S	11	Andrew Lutschaunig       	                         													0	0	0	0
53		OSU  	S	12	Jacob Wareti             	                         													0	0	1	4
53		OSU  	D	1	James Trotter            	Justin Boulais           	3	2	4	1									7	3	7	3
53		OSU  	D	2	John McNally             	Robert Cash              	7	3	6	1									13	4	14	5
53		OSU  	D	3	Cannon Kingsley          	Kyle Seelig              			1	3	1	2							2	5	5	6
53		OSU  	D	4	JJ Tracy                 	JJ Mercer                					1	0							1	0	2	1
21		PEPP 	S	1	Adrian Oetzbach          	                         	7	7	0	1									7	8	8	9
21		PEPP 	S	2	Guy Den Ouden            	                         			10	4	5	1							15	5	15	5
21		PEPP 	S	3	Daniel DeJonge           	                         			5	0	5	4							10	4	11	5
21		PEPP 	S	4	Tim Zeitvogel            	                         							4	0	3	0			7	0	7	0
21		PEPP 	S	5	Corrado Summaria         	                         					1	2	1	3	3	0	3	0	8	5	8	6
21		PEPP 	S	6	Pietro Fellin            	                         									0	3	8	0	8	3	8	5
21		PEPP 	S	7	Robert Shelton           	                         							2	3	4	1	1	0	7	4	8	5
21		PEPP 	S	8	Pawel Jankowiak          	                         											2	2	2	2	2	4
21		PEPP 	S	9	Tom Grosjean             	                         													0	0	0	2
21		PEPP 	D	1	Adrian Oetzbach          	Guy Den Ouden            	10	4											10	4	10	4
21		PEPP 	D	2	Corrado Summaria         	Tim Zeitvogel            			5	2									5	2	5	2
21		PEPP 	D	3	Daniel DeJonge           	Pietro Fellin            					3	3							3	3	3	3
21		PEPP 	D	4	Pawel Jankowiak          	Robert Shelton           													0	0	0	0
47		PRES 	S	1	Max Benson               	                         	10	5											10	5	10	5
47		PRES 	S	2	Sebastian Dominguez      	                         	1	0	2	3	1	3							4	6	4	6
47		PRES 	S	3	Nick McKinney            	                         					3	1	5	0	5	0			13	1	13	1
47		PRES 	S	4	Georgije Babic           	                         			2	3	0	5							2	8	2	8
47		PRES 	S	5	Daniel Stenger           	                         			3	3			2	3	2	2			7	8	7	8
47		PRES 	S	6	Javier Matos             	                         					1	0					6	2	7	2	7	2
47		PRES 	S	7	Alberto Conde            	                         							4	0	1	2	1	1	6	3	6	3
47		PRES 	S	8	Teo Cariov               	                         					1	1	1	2	2	0			4	3	4	3
47		PRES 	S	9	Daniel Martens           	                         									0	2	0	5	0	7	0	7
47		PRES 	S	10	Vance Mercer             	                         											1	1	1	1	1	1
47		PRES 	D	1	Daniel Stenger           	Sebastian Dominguez      	2	1	4	3									6	4	6	4
47		PRES 	D	2	Javier Matos             	Nick McKinney            					4	2							4	2	4	2
47		PRES 	D	3	Max Benson               	Alberto Conde            			0	3									0	3	0	3
47		PRES 	D	4	Georgije Babic           	Teo Cariov               													0	0	0	0
2		SALA 	S	1	Julien Evrard            	                         	10	4	3	0									13	4	19	7
2		SALA 	S	2	Clement Marzol           	                         	2	1	8	1	2	0							12	2	18	4
2		SALA 	S	3	Loic Cloes               	                         			4	1	5	3							9	4	9	4
2		SALA 	S	4	Sebastien Collard        	                         					4	0	7	4	0	2			11	6	20	6
2		SALA 	S	5	Louis Delcour            	                         					0	1	4	2	5	2			9	5	9	5
2		SALA 	S	6	Martin Bugaj             	                         									3	4	1	4	4	8	7	13
2		SALA 	S	7	Leon Petko               	                         							1	0			1	5	2	5	2	5
2		SALA 	S	8	Philip Bosman            	                         											2	2	2	2	4	8
2		SALA 	S	9	Jordan Coutinho          	                         									1	0	0	1	1	1	5	6
2		SALA 	S	10	Ezra Blissard            	                         													0	0	0	8
2		SALA 	D	1	Loic Cloes               	Clement Marzol           	10	2											10	2	10	2
2		SALA 	D	2	Julien Evrard            	Sebastien Collard        			4	6									4	6	10	9
2		SALA 	D	3	Louis Delcour            	Leon Petko               					2	2							2	2	2	2
2		SALA 	D	4	Martin Bugaj             	Philip Bosman            													0	0	0	1
55		SCST 	S	1	Aleksa Daskalovic        	                         	2	6	0	1									2	7	2	7
55		SCST 	S	2	Marcelo Rodriguez        	                         	0	1	5	3									5	4	5	4
55		SCST 	S	3	Elyes Marouani           	                         					9	2							9	2	9	2
55		SCST 	S	4	Omer Gorgun              	                         							6	3					6	3	6	3
55		SCST 	S	5	Diego Arzaluz            	                         									5	3			5	3	5	3
55		SCST 	S	6	Luka Stefanovic          	                         											4	1	4	1	4	1
55		SCST 	S	7	Erwan Momo               	                         									1	0	3	3	4	3	4	3
55		SCST 	S	8	Selim Ben Ali            	                         													0	0	0	0
55		SCST 	S	9	Skander Ben Abdallah     	                         													0	0	0	0
55		SCST 	D	1	Marcelo Rodriguez        	Elyes Marouani           	6	6											6	6	6	6
55		SCST 	D	2	Aleksa Daskalovic        	Erwan Momo               			4	4									4	4	4	4
55		SCST 	D	3	Diego Arzaluz            	Selim Ben Ali            					3	3							3	3	3	3
55		SCST 	D	4	Omer Gorgun              	Luka Stefanovic          													0	0	0	0
20		STAN 	S	1	Axel Geller              	                         	5	6	1	0									6	6	6	6
20		STAN 	S	2	Arthur Fery              	                         	1	0	6	2	2	1	2	0					11	3	11	3
20		STAN 	S	3	Tristan Boyer            	                         	0	1	1	0	1	1	6	3					8	5	8	5
20		STAN 	S	4	Alex Rotsaert            	                         	1	0	0	3	3	3							4	6	4	6
20		STAN 	S	5	Timothy Sah              	                         					2	0	0	1	6	3			8	4	8	4
20		STAN 	S	6	William Genesen          	                         							1	0	1	1	3	2	5	3	5	3
20		STAN 	S	7	Neel Rajesh              	                         							1	0	0	1	4	1	5	2	5	2
20		STAN 	S	8	Aryan Chaudhary          	                         									1	0	0	1	1	1	1	1
20		STAN 	S	9	Filip Kolasinski         	                         											1	0	1	0	1	0
20		STAN 	S	10	Alex Lee                 	                         									1	0	0	1	1	1	1	1
20		STAN 	S	11	Tomas Kopczynski         	                         													0	0	0	0
20		STAN 	S	12	Kento Perera             	                         													0	0	0	0
20		STAN 	D	1	Geller                   	Kopczynski               	2	0	1	0									3	0	3	0
20		STAN 	D	2	Boyer                    	Sah                      	0	1	3	2									3	3	3	3
20		STAN 	D	3	Fery                     	Rotsaert                 			2	1	7	0							9	1	9	1
20		STAN 	D	4	Rajesh                   	Chaudhary                													0	0	0	0
63		TAMCC	S	1	Kyohei Yamanaka          	                         	10	7											10	7	11	9
63		TAMCC	S	2	Ryuya Ata                	                         	1	4	7	4									8	8	9	8
63		TAMCC	S	3	Nathan Schwartz          	                         			4	0	7	4	2	0					13	4	15	5
63		TAMCC	S	4	Pascal Loriel            	                         	1	0	1	0	3	0	10	0					15	0	17	1
63		TAMCC	S	5	Borja Delgado            	                         					4	0	1	0	4	0	5	1	14	1	14	1
63		TAMCC	S	6	Guillermo Castaneda      	                         							4	0	2	0	4	1	10	1	10	1
63		TAMCC	S	7	Carlos Berna Ruiz        	                         							2	0	5	4	0	1	7	5	12	7
63		TAMCC	S	8	Chad Nguyen              	                         									3	0	1	0	4	0	5	0
63		TAMCC	S	9	Ernesto Mealla           	                         											3	0	3	0	3	0
63		TAMCC	D	1	K.Yamanaka               	R. Ata                   	8	6	3	0									11	6	12	9
63		TAMCC	D	2	N. Schwartz              	P. Lorieul               	2	0	2	2									4	2	15	8
63		TAMCC	D	3	B.Delgado                	C. Berna Ruiz            					5	0							5	0	18	4
63		TAMCC	D	4	C. Nguyen                	G.Castaneda              					9	3							9	3	10	3
44		TTU  	S	1	Parker Wynn              	                         	5	9											5	9	9	13
44		TTU  	S	2	Ilgiz Valiev             	                         	1	1	10	6									11	7	14	13
44		TTU  	S	3	Franco Ribero            	                         					7	4	1	1					8	5	11	11
44		TTU  	S	4	Reed Collier             	                         			1	0	0	2	6	5					7	7	14	8
44		TTU  	S	5	Dimi Azoides             	                         							2	1	8	3	2	0	12	4	15	10
44		TTU  	S	6	Isaac Arevalo            	                         							1	0	2	1	5	4	8	5	14	7
44		TTU  	S	7	Fran Vittar              	                         											2	1	2	1	3	5
44		TTU  	S	8	Justin Bloss             	                         													0	0	0	6
44		TTU  	D	1	Wynn                     	Ribero                   	7	7											7	7	7	7
44		TTU  	D	2	Arevalo                  	Collier                  			6	5									6	5	6	5
44		TTU  	D	3	Valiev                   	Azoides                  			3	1	8	2							11	3	12	4
44		TTU  	D	4	Vittar                   	Bloss                    													0	0	0	0
60		TULN 	S	1	Hamish Stewart           	                         	12	7											12	7	12	7
60		TULN 	S	2	Ewan Moore               	                         	1	0	9	7									10	7	10	7
60		TULN 	S	3	Luis Erlenbusch          	                         			1	0	13	5							14	5	14	5
60		TULN 	S	4	Billy Suarez             	                         					1	0	8	5	0	1			9	6	9	6
60		TULN 	S	5	Rafael de Alba           	                         							0	1	3	2	9	1	12	4	12	4
60		TULN 	S	6	Akos Kotorman            	                         							1	0	0	1	1	2	2	3	2	3
60		TULN 	S	7	Fynn Kuenkler            	                         			1	0			0	1	3	5	1	2	5	8	5	8
60		TULN 	S	8	Benji Jacobson           	                         													0	0	0	0
60		TULN 	S	9	Charlie Barry            	                         					0	1							0	1	0	1
60		TULN 	D	1	Hamish Stewart           	Ewan Moore               	12	6											12	6	12	6
60		TULN 	D	2	Akos Kotorman            	Billy Suarez             			12	6									12	6	12	6
60		TULN 	D	3	Luis Erlenbusch          	Fynn Kuenkler            					10	4							10	4	10	4
60		TULN 	D	4	Benji Jacobson           	Charlie Barry            													0	0	0	0
29		UCLA 	S	1	Govind Nanda             	                         	2	2	6	1									8	3	8	3
29		UCLA 	S	2	Drew Baird               	                         			5	2	4	4							9	6	9	7
29		UCLA 	S	3	Ben Goldberg             	                         			0	1	5	2	3	5					8	8	9	8
29		UCLA 	S	4	Sam Feit                 	                         					1	2	6	1	4	2			11	5	11	6
29		UCLA 	S	5	Roscoe Bellamy           	                         							1	0	2	1	5	1	8	2	8	2
29		UCLA 	S	6	Mathew Tsolakyan         	                         									6	1	4	2	10	3	11	3
29		UCLA 	S	7	Patrick Zahraj           	                         											1	2	1	2	1	2
29		UCLA 	S	8	Stefan Leustian          	                         											1	0	1	0	2	0
29		UCLA 	S	9	Eric Hahn                	                         											0	1	0	1	0	1
29		UCLA 	S	10	Connor Hance             	                         													0	0	0	1
29		UCLA 	S	11	Bryce Pereira            	                         													0	0	0	0
29		UCLA 	S	12	Max Wild                 	                         													0	0	0	0
29		UCLA 	S	13	Connor Rapp              	                         													0	0	0	0
29		UCLA 	D	1	Govind Nanda             	Drew Baird               	2	2	2	3									4	5	4	5
29		UCLA 	D	2	Bryce Pereira            	Patrick Zahraj           			2	2									2	2	2	2
29		UCLA 	D	3	Mathew Tsolakyan         	Roscoe Bellamy           					5	3							5	3	5	3
29		UCLA 	D	4	Ben Goldberg             	Sam Feit                 													0	0	0	0
22		UCSB 	S	1	Joseph Guillin           	                         	8	2											8	2	8	2
22		UCSB 	S	2	Stefano Tsorotiotis      	                         			4	5									4	5	4	5
22		UCSB 	S	3	Victor Krustev           	                         	3	1			7	1	0	1					10	3	10	3
22		UCSB 	S	4	Pablo Masjuan            	                         			2	2			4	0	2	0	1	2	9	4	9	4
22		UCSB 	S	5	Joey Rotheram            	                         					3	1			3	2	0	1	6	4	6	4
22		UCSB 	S	6	Kai Brady                	                         							3	1			4	1	7	2	7	2
22		UCSB 	S	7	Alejandro Vedri          	                         					0	1	2	2	1	1			3	4	3	4
22		UCSB 	S	8	Josh Williams            	                         									1	1			1	1	1	1
22		UCSB 	D	1	Tsorotiotis              	Vedri                    	4	3											4	3	4	3
22		UCSB 	D	2	Krustev                  	Rotheram                 	0	1	4	5									4	6	4	6
22		UCSB 	D	3	Guillin                  	Brady                    					6	1							6	1	6	1
22		UCSB 	D	4	Masjuan                  	Williams                 													0	0	0	0
26		UNCW 	S	1	Bruno Caula              	                         	11	6											11	6	11	6
26		UNCW 	S	2	Davide Innocenti         	                         			8	3	0	1							8	4	8	4
26		UNCW 	S	3	Daniel Groom             	                         			3	1	7	3							10	4	10	4
26		UNCW 	S	4	Bekhzod Rasamatov        	                         			2	0	1	1	3	2	3	0	2	1	11	4	11	4
26		UNCW 	S	5	Gabriel Hurtado          	                         					3	0	1	3	4	3			8	6	8	6
26		UNCW 	S	6	Michael Copeland         	                         							4	3	4	1	5	2	13	6	13	6
26		UNCW 	S	7	Leo Sprovieri            	                         									2	0	6	1	8	1	8	1
26		UNCW 	S	8	Dillon Gooch             	                         													0	0	0	0
26		UNCW 	S	9	John Dransfeld           	                         											0	2	0	2	0	2
26		UNCW 	D	1	Daniel Groom             	Bruno Caula              	11	4											11	4	11	4
26		UNCW 	D	2	Dillon Gooch             	Bekhzod Rasamatov        			3	2	4	0							7	2	7	2
26		UNCW 	D	3	Leo Sprovieri            	Gabriel Hurtado          			1	1	6	1							7	2	7	2
26		UNCW 	D	4	Michael Copeland         	Davide Innocenti         													0	0	0	0
15		UNM  	S	1	Raul Dobai               	                         	7	5	2	2									9	7	9	7
15		UNM  	S	2	Dominic West             	                         	1	2	6	3									7	5	7	5
15		UNM  	S	3	Stepan Holis             	                         					5	5	2	0					7	5	7	5
15		UNM  	S	4	Rafael Abdulsalam        	                         					0	1	3	3	3	2			6	6	6	6
15		UNM  	S	5	Jake Trondson            	                         									3	0	5	4	8	4	8	4
15		UNM  	S	6	Sergio Molina            	                         							0	6	1	1			1	7	1	7
15		UNM  	S	7	Nico Prieto              	                         											2	1	2	1	2	1
15		UNM  	S	8	Alex Maggs               	                         									0	1			0	1	0	1
15		UNM  	D	1	Dominic West             	Sergio Molina            	8	3	3	0									11	3	11	3
15		UNM  	D	2	Jake Trondson            	Raul Dobai               	1	3	7	4									8	7	8	7
15		UNM  	D	3	Alex Maggs               	Stepan Holis             					5	4							5	4	5	4
15		UNM  	D	4	Nicolas Prieto           	Rafael Abdulsalam        													0	0	0	0
4		USF  	S	1	jakub wojcik             	                         	4	1	13	5									17	6	17	6
4		USF  	S	2	chase ferguson           	                         	8	9	5	0									13	9	13	9
4		USF  	S	3	ivan yatsuk              	                         	0	1	1	0	12	6	2	0					15	7	15	7
4		USF  	S	4	antonio muniz-hidalgo    	                         					1	1	1	1	1	0	2	2	5	4	5	4
4		USF  	S	5	pierre luquet            	                         					2	3	6	5	0	2			8	10	8	10
4		USF  	S	6	sergio gomez-montesa     	                         							3	3	8	6	2	1	13	10	13	10
4		USF  	S	7	manuel goncalves         	                         											2	2	2	2	2	2
4		USF  	S	8	alvin tudorica           	                         									1	1	5	3	6	4	6	4
4		USF  	S	9	rithvik bollipalli       	                         							0	1	1	1	1	3	2	5	2	5
4		USF  	D	1	rithvik bollipalli       	jakub wojcik             	9	7											9	7	9	7
4		USF  	D	2	Chase Ferguson           	Ivan Yatsuk              	1	1	1	0									2	1	2	1
4		USF  	D	3	Manuel Goncalves         	Alvin Tudorica           													0	0	0	0
4		USF  	D	4	Sergio Gomez-Montesa     	Antonio Muniz-Hidalgo    					0	2							0	2	0	2
54		VCU  	S	1	Lleyton Cronje           	                         	10	2	2	1									12	3	12	3
54		VCU  	S	2	Charles Bertimon         	                         	2	1	9	3									11	4	11	4
54		VCU  	S	3	Inigo Torre              	                         					7	2	3	1					10	3	10	3
54		VCU  	S	4	Rayane Stable            	                         					1	0	5	0	6	1	3	1	15	2	15	2
54		VCU  	S	5	Quentin Coulaud          	                         			2	0	2	2	5	2	1	2			10	6	10	6
54		VCU  	S	6	Timo Zgraggen            	                         					1	0	1	0	1	1	6	0	9	1	9	1
54		VCU  	S	7	David Cierny             	                         									4	1	5	2	9	3	9	3
54		VCU  	S	8	Mario Duron              	                         							1	0			1	0	2	0	2	0
54		VCU  	D	1	Lleyton Cronje           	David Cierny             	2	1	0	1									2	2	2	2
54		VCU  	D	2	Inigo Torre Martin       	Rayane Stable            	0	1	11	1									11	2	11	2
54		VCU  	D	3	Quentin Coulaud          	Charles Bertimon         	5	4	1	1	5	2							11	7	11	7
54		VCU  	D	4	Mario Duron              	Timo Zgraggen            													0	0	0	0
43		VT   	S	1	Mitch Harper             	                         	7	4											7	4	7	4
43		VT   	S	2	Alex Ribeiro             	                         	1	1	2	1	2	3							5	5	5	5
43		VT   	S	3	Matt Ross                	                         	1	2	6	9	1	1							8	12	8	12
43		VT   	S	4	Carlo Donato             	                         	0	4	2	1	3	6	0	2					5	13	5	13
43		VT   	S	5	Hugo Maia                	                         					2	1	11	3	0	2			13	6	13	6
43		VT   	S	6	Ryan Fishback            	                         							2	0	7	5	4	1	13	6	13	6
43		VT   	S	7	Alvaro Ariza             	                         									3	1	6	4	9	5	9	5
43		VT   	S	8	Jordan Chrysostom        	                         											1	0	1	0	1	0
43		VT   	S	9	Michael Shepheard        	                         											0	2	0	2	0	2
43		VT   	S	10	Chase Bernstine          	                         													0	0	0	0
43		VT   	S	11	Ryan Kros                	                         													0	0	0	0
43		VT   	S	12	Alex Ix                  	                         													0	0	0	0
43		VT   	S	13	Ryan Bernstine           	                         													0	0	0	0
43		VT   	D	1	Jordan Chrysostom        	Ryan Fishback            	6	4	2	0									8	4	8	4
43		VT   	D	2	Mitch Harper             	Alex Ribeiro             			3	4									3	4	3	4
43		VT   	D	3	Carlo Donato             	Alvaro Ariza             					1	1							1	1	1	1
43		VT   	D	4	Ryan Kros                	Micheal Shepheard        					0	2							0	2	0	2
51		WICH 	S	1	Murkel Dellien           	                         	7	0	3	1	3	1							13	2	13	2
51		WICH 	S	2	Marius Frosa             	                         	5	4	6	3									11	7	11	7
51		WICH 	S	3	Stefan Latinovic         	                         	2	1	3	3	4	8							9	12	9	12
51		WICH 	S	4	Nicolas Acevedo          	                         					2	1	7	4	3	3			12	8	12	8
51		WICH 	S	5	Orel Ovil                	                         					0	2	4	5	6	3			10	10	10	10
51		WICH 	S	6	Luka Mrsic               	                         									1	0	8	6	9	6	9	6
51		WICH 	S	7	Ray Lo                   	                         							1	0	5	1	4	2	10	3	10	3
51		WICH 	S	8	Alex Richards            	                         											1	0	1	0	1	0
51		WICH 	S	9	Zach Grueber             	                         													0	0	0	0
51		WICH 	D	1	Murkel Dellien           	Marius Frosa             	9	5											9	5	9	5
51		WICH 	D	2	Luka Mrsic               	Orel Ovil                			5	5									5	5	5	5
51		WICH 	D	3	Stefan Latinovic         	Nicolas Acevedo          					4	5							4	5	4	5
51		WICH 	D	4	Alex Richards            	Zach Grueber             													0	0	0	0
6		WMU  	S	1	Jannik Opitz             	                         	20	2											20	2	20	2
6		WMU  	S	2	Peter Kuszynski          	                         	1	0	15	2	2	0							18	2	18	2
6		WMU  	S	3	Fynn Lohse               	                         			3	0	7	4	5	1	1	0			16	5	16	5
6		WMU  	S	4	Jackson Boone            	                         			2	1	6	2	5	3					13	6	13	6
6		WMU  	S	5	Arjun Honnappa           	                         					1	0	5	0	11	3			17	3	17	3
6		WMU  	S	6	Ben George               	                         							1	0	2	0	8	0	11	0	11	0
6		WMU  	S	7	Brogan Pierce            	                         							1	0	3	1	12	1	16	2	16	2
6		WMU  	S	8	Zac Faveri               	                         							1	0			1	0	2	0	2	0
6		WMU  	S	9	Jack Randall             	                         													0	0	0	0
6		WMU  	S	10	Joaquin Caballer         	                         							0	1	1	0	1	0	2	1	2	1
6		WMU  	S	11	Ferdinand Schluter       	                         													0	0	0	0
6		WMU  	D	1	Jannik Opitz             	Peter Kuszynski          													0	0	0	0
6		WMU  	D	2	Jack Randall             	Fynn Lohse               			6	0	1	0							7	0	7	0
6		WMU  	D	3	Zac Faveri               	Joaquin Caballer         													0	0	0	0
6		WMU  	D	4	Ferdinand Schluter       	Arjun Honnappa           													0	0	0	0
