matchNum	line	round	date	time	seed	team	last	name	set1	set1tb	set2	set2tb	set3	set3tb	set4	set4tb	set5	set5tb	sets	def	rating	ewp	utr	ita	texas	teamId	tickerName	id	rowIndex
603	2	16	2021-05-24	0.5625		UNC	Hijikata	Rinky Hijikata	2		6		1						1		97.287	0.3360404830372171	13.62	24	19		Hijikata, Rinky (UNC)	514358	103
604	1	16	2021-05-24	0.5	6	FLA	Riffice	Sam Riffice	6		6								2		97.254	0.5686413918836681	13.61	6	26		Riffice, Sam (UF)	488586	104
604	2	16	2021-05-24	0.5		WAKE	Montsi	Siphosothando Montsi	2		0										96.774	0.43135860811633175	13.33	110	22		Montsi, Siphosothando (ILL)	485650	105
605	1	16	2021-05-24	0.5625		BAY	Boitan	Adrian Boitan	6		5		6						2		97.978	0.5288939972564871	13.49	21	13		Boitan, Adrian (BAY)	497587	106
605	2	16	2021-05-24	0.5625		USD	Holmgren	August Holmgren	3		7		4						1		97.777	0.47110600274351294	13.46	85	27		Holmgren, August (USD)	416362	107
606	1	16	2021-05-24	0.5	9	UK	Diallo	Gabriel Diallo	3		1										96.253	0.16931206376655616	13.29	14	46		Diallo, Gabriel (UK)	511971	108
606	2	16	2021-05-24	0.5		UNC	Blumberg	William Blumberg	6		6								2		99.016	0.8306879362334438	13.63	35	8		Blumberg, William (UNC)	390976	109
607	1	16	2021-05-24	0.5		NCST	Galarneau	Alexis Galarneau	6		4		0						1		98.2	0.2682829959556371	14.05	25	28		Galarneau, Alexis (NCS)	408573	110
607	2	16	2021-05-24	0.5		ILL	Kovacevic	Aleksandar Kovacevic	4		6		6						2		99.943	0.7317170040443629	13.97	131	1		Kovacevic, Aleksandar (ILL)	423252	111
608	1	16	2021-05-24	0.5		USC	Cukierman	Daniel Cukierman	4		6	5									98.929	0.5399222532770458	14.08	49	5		Cukierman, Daniel (USC)	399776	112
608	2	16	2021-05-24	0.5	2	SCAR	Rodrigues	Daniel Rodrigues	6		7	7							2		98.651	0.4600777467229542	13.81	2	9		Rodrigues, Daniel (SC)	485261	113
701	1	QF	2021-05-25	0.5	1	UK	Draxl	Liam Draxl	7	8	6								2		99.354	0.7146661894534194	13.78	1	2		Draxl, Liam (UK)	511968	114
701	2	QF	2021-05-25	0.5	8	UCF	Decamps	Gabriel Decamps	6	6	1										97.759	0.2853338105465807	13.69	9	20		Decamps, Gabriel (UCF)	401237	115
702	1	QF	2021-05-25	0.5	4	A&M	Vacherot	Valentin Vacherot	3		0										98.47	0.6681846389742977	13.73	5	6		Vacherot, Valentin (TAM)	459505	116
702	2	QF	2021-05-25	0.5	6	FLA	Riffice	Sam Riffice	6		6								2		97.254	0.33181536102570236	13.61	6	26		Riffice, Sam (UF)	488586	117
703	1	QF	2021-05-25	0.5		BAY	Boitan	Adrian Boitan	6		6								2		97.978	0.3549110930271968	13.49	21	13		Boitan, Adrian (BAY)	497587	118
703	2	QF	2021-05-25	0.5		UNC	Blumberg	William Blumberg	4		1										99.016	0.6450889069728032	13.63	35	8		Blumberg, William (UNC)	390976	119
704	1	QF	2021-05-25	0.5		ILL	Kovacevic	Aleksandar Kovacevic	1		3										99.943	0.6778120541119429	13.97	131	1		Kovacevic, Aleksandar (ILL)	423252	120
704	2	QF	2021-05-25	0.5	2	SCAR	Rodrigues	Daniel Rodrigues	6		6								2		98.651	0.32218794588805705	13.81	2	9		Rodrigues, Daniel (SC)	485261	121
801	1	SF	2021-05-26	0.5	1	UK	Draxl	Liam Draxl	6	5	6		1						1		99.354	0.7700966766609815	13.78	1	2		Draxl, Liam (UK)	511968	122
801	2	SF	2021-05-26	0.5	6	FLA	Riffice	Sam Riffice	7	7	2		6						2		97.254	0.22990332333901853	13.61	6	26		Riffice, Sam (UF)	488586	123
802	1	SF	2021-05-26	0.5		BAY	Boitan	Adrian Boitan	6	1	1									Ret	97.978	0.4043409596408497	13.49	21	13		Boitan, Adrian (BAY) (ret.)	497587	124
802	2	SF	2021-05-26	0.5	2	SCAR	Rodrigues	Daniel Rodrigues	7	7	3								1		98.651	0.5956590403591503	13.81	2	9		Rodrigues, Daniel (SC)	485261	125
901	1	F	2021-05-27	0.5	6	FLA	Riffice	Sam Riffice	3		6		0						1		97.254	0.3091325476239604	13.61	6	26		Riffice, Sam (UF)	488586	126
901	2	F	2021-05-27	0.5	2	SCAR	Rodrigues	Daniel Rodrigues	6		1		1						1		98.651	0.6908674523760395	13.81	2	9		Rodrigues, Daniel (SC)	485261	127
