seed	team	name	kind	position	wins1	losses1	wins2	losses2	wins3	losses3	wins4	losses4	wins5	losses5	wins6	losses6	dualWins	dualLosses	overallWins	overallLosses	r2Id	r2Id2
R2	AUB  	Selin Ovunc                	S	 1	 8	 9	  	 	  	  	  	  	  	 	  	 	 8	 9	13	10	514698	      
R2	AUB  	Carolyn Ansari             	S	 2	  	  	 1	0	11	3 	  	  	  	 	  	 	12	 3	14	10	514700	      
R2	AUB  	Yu Chen                    	S	 3	  	  	 5	9	0 	2 	  	  	  	 	  	 	 5	11	12	13	497768	      
R2	AUB  	Georgie Axon               	S	 4	  	  	  	 	1 	0 	15	3 	  	 	  	 	16	 3	22	 6	387150	      
R2	AUB  	Adeline Flach              	S	 5	  	  	  	 	  	  	  	  	4 	5	7 	2	11	 7	14	10	561548	      
R2	AUB  	Anastasia Astakhova        	S	 6	  	  	  	 	  	  	  	  	  	 	2 	5	 2	 5	 2	 5	561546	      
R2	AUB  	Shir Azran                 	S	 7	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 3	 6	561547	      
R2	AUB  	Maddie Meredith            	S	 8	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 0	 0	      	      
R2	AUB  	Axon/Flach                 	D	 1	 2	 4	 8	4	  	  	  	  	  	 	  	 	10	 8	14	10	387150	561548
R2	AUB  	Ovunc/Ansari               	D	 2	  	  	 3	4	  	  	  	  	  	 	  	 	 3	 4	 4	 6	514698	514700
R2	AUB  	Chen/Astakhova             	D	 3	  	  	  	 	4 	3 	  	  	  	 	  	 	 4	 3	 4	 3	497768	561546
R2	AUB  	Azran/Meredith             	D	 4	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 0	 0	561547	      
R2	AZST 	Ilze Hattingh              	S	 1	10	 7	  	 	  	  	  	  	  	 	  	 	10	 7	11	 7	414211	      
R2	AZST 	Sammi Hampton              	S	 2	  	  	 6	8	  	  	  	  	  	 	  	 	 6	 8	 6	 8	413324	      
R2	AZST 	Lauryn John-Baptiste       	S	 3	  	  	  	 	11	6 	  	  	  	 	  	 	11	 6	11	 6	419134	      
R2	AZST 	Giulia Morlet              	S	 4	  	  	 1	0	  	  	8 	5 	  	 	  	 	 9	 5	10	 5	564468	      
R2	AZST 	Marianna Argyrokastriti    	S	 5	  	  	  	 	1 	0 	2 	1 	11	4	  	 	14	 5	15	 5	563705	      
R2	AZST 	Domenika Turkovic          	S	 6	  	  	  	 	  	  	2 	0 	2 	1	4 	5	 8	 6	 9	 6	563706	      
R2	AZST 	Cali Jankowski             	S	 7	  	  	  	 	  	  	  	  	1 	0	4 	2	 5	 2	 6	 2	489644	      
R2	AZST 	Tereza Kolarova            	S	 8	  	  	  	 	  	  	  	  	1 	0	3 	1	 4	 1	 4	 2	422893	      
R2	AZST 	Sasa Klanecek              	S	 9	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 0	 0	422319	      
R2	AZST 	Alina Mukhortova           	S	10	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 0	 0	      	      
R2	AZST 	Natasha Hill               	S	11	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 0	 0	      	      
R2	AZST 	Hattingh/John-Baptiste     	D	 1	 7	 9	  	 	  	  	  	  	  	 	  	 	 7	 9	 7	 9	414211	419134
R2	AZST 	Hampton/Argyrokastriti     	D	 2	  	  	 4	4	9 	0 	  	  	  	 	  	 	13	 4	13	 4	413324	563705
R2	AZST 	Morlet/Kolarova            	D	 3	  	  	 5	0	3 	2 	  	  	  	 	  	 	 8	 2	 8	 2	564468	422893
R2	AZST 	Jankowski/Turkovic         	D	 4	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 0	 1	489644	563706
R2	DUKE 	Kelly Chen                 	S	 1	 5	 9	 3	1	  	  	  	  	  	 	  	 	 8	10	10	11	396686	      
R2	DUKE 	Georgia Drummy             	S	 2	 6	 0	 7	3	2 	0 	  	  	  	 	  	 	15	 3	17	 4	564359	      
R2	DUKE 	Chloe Beck                 	S	 3	  	  	 3	1	11	1 	0 	1 	1 	0	  	 	15	 3	17	 4	514741	      
R2	DUKE 	Meible Chi                 	S	 4	  	  	 3	0	1 	1 	12	1 	2 	0	  	 	18	 2	21	 3	396854	      
R2	DUKE 	Margaryta Bilokin          	S	 5	  	  	  	 	1 	2 	4 	0 	6 	6	  	 	11	 8	14	 9	497015	      
R2	DUKE 	Karolina Berankova         	S	 6	  	  	  	 	  	  	1 	1 	1 	1	7 	7	 9	 9	10	11	564360	      
R2	DUKE 	Ema Lazic                  	S	 7	  	  	  	 	  	  	  	  	  	 	1 	0	 1	 0	 2	 3	425392	      
R2	DUKE 	Hannah Zhao                	S	 8	  	  	  	 	  	  	  	  	0 	1	2 	2	 2	 3	 2	 7	466192	      
R2	DUKE 	Chi/Bilokin                	D	 1	 8	 4	 1	0	  	  	  	  	  	 	  	 	 9	 4	11	 4	396854	497015
R2	DUKE 	Beck/Berankova             	D	 2	 1	 0	11	2	  	  	  	  	  	 	  	 	12	 2	15	 3	514741	564360
R2	DUKE 	Chen/Drummy                	D	 3	  	  	 1	0	12	2 	  	  	  	 	  	 	13	 2	14	 4	396686	564359
R2	DUKE 	Zhao/Lazic                 	D	 4	  	  	  	 	1 	0 	  	  	  	 	  	 	 1	 0	 3	 0	466192	425392
R2	MIA  	Estela Perez-Somarriba     	S	 1	19	 2	  	 	  	  	  	  	  	 	  	 	19	 2	19	 2	440887	      
R2	MIA  	Isabella Pfennig           	S	 2	  	  	12	4	1 	0 	  	  	2 	0	1 	0	16	 4	16	 4	564946	      
R2	MIA  	Daevenia Achong            	S	 3	  	  	 0	4	7 	6 	0 	1 	  	 	  	 	 7	11	 7	11	496485	      
R2	MIA  	Florencia Urrutia          	S	 4	  	  	  	 	0 	3 	11	4 	1 	1	  	 	12	 8	12	 8	521318	      
R2	MIA  	Diana Khodan               	S	 5	  	  	  	 	  	  	  	  	5 	5	7 	2	12	 7	12	 7	521317	      
R2	MIA  	Maya Tahan                 	S	 6	  	  	  	 	1 	3 	1 	2 	5 	2	6 	1	13	 8	13	 8	521316	      
R2	MIA  	Nada Dimovska              	S	 7	  	  	  	 	  	  	  	  	  	 	0 	2	 0	 2	 0	 2	509854	      
R2	MIA  	Perez-Somarriba/Pfennig    	D	 1	 7	 6	 2	0	  	  	  	  	  	 	  	 	 9	 6	 9	 6	440887	564946
R2	MIA  	Khodan/Tahan               	D	 2	  	  	10	7	  	  	  	  	  	 	  	 	10	 7	10	 7	521317	521316
R2	MIA  	Achong/Urrutia             	D	 3	  	  	  	 	8 	5 	  	  	  	 	  	 	 8	 5	 8	 5	496485	521318
R2	MIA  	Dimovska/N/a               	D	 4	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 0	 0	509854	      
R2	MICH 	Kari Miller                	S	 1	11	 3	 1	1	  	  	  	  	  	 	  	 	12	 4	15	 4	564380	      
R2	MICH 	Chiara Lommer              	S	 2	 1	 1	10	3	1 	0 	  	  	  	 	  	 	12	 4	14	 5	427507	      
R2	MICH 	Andrea Cerdan              	S	 3	  	  	 0	1	7 	4 	4 	1 	  	 	  	 	11	 6	13	 7	510627	      
R2	MICH 	Jaedan Brown               	S	 4	  	  	  	 	1 	1 	7 	0 	7 	1	  	 	15	 2	17	 3	564381	      
R2	MICH 	Alyvia Jones               	S	 5	  	  	  	 	2 	1 	2 	1 	3 	0	  	 	 7	 2	 7	 5	419567	      
R2	MICH 	Bella Lorenzini            	S	 6	  	  	  	 	  	  	  	  	  	 	2 	0	 2	 0	 4	 0	427820	      
R2	MICH 	Nicole Hammond             	S	 7	  	  	  	 	  	  	  	  	  	 	3 	3	 3	 3	 5	 3	510628	      
R2	MICH 	Merri Kelly                	S	 8	  	  	  	 	  	  	  	  	  	 	3 	2	 3	 2	 6	 2	564382	      
R2	MICH 	Anca Craciun               	S	 9	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 0	 2	487211	      
R2	MICH 	Jones/Brown                	D	 1	 2	 0	  	 	  	  	  	  	  	 	  	 	 2	 0	 2	 0	419567	564381
R2	MICH 	Miller/Lommer              	D	 2	  	  	 2	0	  	  	  	  	  	 	  	 	 2	 0	 2	 0	564380	427507
R2	MICH 	Lorenzini/Cerdan           	D	 3	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 0	 0	427820	510627
R2	MICH 	Kelly/Craciun              	D	 4	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 0	 0	564382	487211
R2	MISS 	Sabina Machalova           	S	 1	 5	 8	 3	0	  	  	  	  	  	 	  	 	 8	 8	15	 8	428629	      
R2	MISS 	Tiphanie Fiquet            	S	 2	 1	 1	 8	4	  	  	  	  	  	 	  	 	 9	 5	14	 8	513436	      
R2	MISS 	Tereza Janatova            	S	 3	  	  	 1	0	9 	3 	  	  	  	 	  	 	10	 3	11	 3	418519	      
R2	MISS 	Anna Vrbenska              	S	 4	  	  	  	 	  	  	9 	4 	  	 	  	 	 9	 4	 8	 4	461316	      
R2	MISS 	Reka Zadori                	S	 5	  	  	  	 	  	  	  	  	4 	1	5 	2	 9	 3	12	 9	562104	      
R2	MISS 	Lillian Gabrielsen         	S	 6	  	  	  	 	  	  	1 	0 	2 	2	2 	1	 5	 3	 8	 8	562107	      
R2	MISS 	Alexa Bortles              	S	 7	  	  	  	 	1 	0 	  	  	0 	4	  	 	 1	 4	 3	10	391673	      
R2	MISS 	Kelsey Mize                	S	 8	  	  	  	 	1 	0 	  	  	1 	0	0 	3	 2	 3	 3	 9	521390	      
R2	MISS 	Elysia Pool                	S	 9	  	  	  	 	  	  	  	  	  	 	0 	1	 0	 1	 3	 3	562105	      
R2	MISS 	Vrbenska/Bortles           	D	 1	 2	 3	  	 	  	  	  	  	  	 	  	 	 2	 3	 2	 3	461316	391673
R2	MISS 	Machalova/Fiquet           	D	 2	  	  	 2	1	  	  	  	  	  	 	  	 	 2	 1	 1	 1	428629	513436
R2	MISS 	Janatova/Mize              	D	 3	  	  	  	 	0 	2 	  	  	  	 	  	 	 0	 2	 0	 2	418519	521390
R2	MISS 	Zadori/Gabrielsen          	D	 4	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 1	 1	562104	562107
R2	NW   	Maria Shusharina           	S	 1	 5	12	 2	0	  	  	  	  	  	 	  	 	 7	12	 9	13	564566	      
R2	NW   	Clarissa Hand              	S	 2	  	  	 0	2	14	4 	  	  	  	 	  	 	14	 6	14	 9	486604	      
R2	NW   	Julie Byrne                	S	 3	 1	 1	 4	7	4 	0 	  	  	  	 	  	 	 9	 8	11	 9	394328	      
R2	NW   	Briana Crowley             	S	 4	  	  	  	 	0 	1 	16	3 	0 	1	  	 	16	 5	17	 7	513284	      
R2	NW   	Caroline Pozo              	S	 5	  	  	  	 	  	  	1 	1 	11	6	  	 	12	 7	12	 8	442770	      
R2	NW   	Christina Hand             	S	 6	  	  	  	 	  	  	  	  	  	 	13	1	13	 1	13	 4	513285	      
R2	NW   	Hannah McColgan            	S	 7	  	  	  	 	  	  	  	  	0 	1	6 	2	 6	 3	 8	 4	486608	      
R2	NW   	Vanessa Streng             	S	 8	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 0	 0	      	      
R2	NW   	Byrne/Crowley              	D	 1	 7	 2	  	 	  	  	  	  	  	 	  	 	 7	 2	 7	 2	394328	513284
R2	NW   	Hand/Hand                  	D	 2	  	  	 4	3	  	  	  	  	  	 	  	 	 4	 3	 4	 3	513285	486604
R2	NW   	McColgan/Pozo              	D	 3	  	  	  	 	5 	2 	  	  	  	 	  	 	 5	 2	 5	 2	486608	442770
R2	NW   	Streng/Shusharina          	D	 4	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 0	 0	      	564566
R2	ODU  	Holly Hutchinson           	S	 1	 7	 8	  	 	  	  	  	  	  	 	  	 	 7	 8	 8	 9	417525	      
R2	ODU  	Yulia Starodubsteva        	S	 2	  	  	11	1	  	  	  	  	  	 	  	 	11	 1	11	 1	454355	      
R2	ODU  	Tatsiana Sasnouskaya       	S	 3	  	  	 1	0	9 	2 	2 	0 	1 	0	  	 	13	 2	13	 2	521178	      
R2	ODU  	Alesya Yakubovich          	S	 4	  	  	  	 	1 	0 	4 	5 	1 	2	  	 	 6	 7	 6	 7	497554	      
R2	ODU  	Brooke Pilkington          	S	 5	  	  	  	 	  	  	2 	0 	2 	3	2 	2	 6	 5	 6	 5	492332	      
R2	ODU  	Alexandra Viktorovich      	S	 6	  	  	  	 	  	  	0 	1 	1 	1	6 	2	 7	 4	 7	 4	515766	      
R2	ODU  	Shahar Biran               	S	 7	  	  	  	 	0 	3 	  	  	1 	1	3 	0	 4	 4	 4	 4	515765	      
R2	ODU  	Starodubsteva/Yakubovich   	D	 1	 5	 5	  	 	  	  	  	  	  	 	  	 	 5	 5	 5	 5	454355	497554
R2	ODU  	Hutchinson/Sasnouskaya     	D	 2	  	  	11	0	1 	1 	  	  	  	 	  	 	12	 1	12	 1	417525	521178
R2	ODU  	Pilkington/Viktorovich     	D	 3	  	  	  	 	7 	2 	  	  	  	 	  	 	 7	 2	 7	 2	492332	515766
R2	OKLA 	Carmen Corley              	S	 1	12	 6	  	 	  	  	  	  	  	 	  	 	12	 6	19	13	521320	      
R2	OKLA 	Dana Guzman                	S	 2	  	  	13	1	1 	0 	4 	1 	  	 	  	 	18	 2	18	 2	564055	      
R2	OKLA 	Ivana Corley               	S	 3	  	  	 1	0	11	5 	1 	1 	  	 	  	 	13	 6	20	12	490901	      
R2	OKLA 	Martina Cappuro            	S	 4	  	  	 2	3	0 	2 	9 	3 	  	 	  	 	11	 8	11	 8	489368	      
R2	OKLA 	Kianah Motosono            	S	 5	  	  	  	 	  	  	  	  	3 	3	7 	4	10	 7	16	14	490922	      
R2	OKLA 	Camila Romero              	S	 6	  	  	  	 	  	  	  	  	  	 	1 	1	 1	 1	 1	 1	446762	      
R2	OKLA 	Marcelina Podlinska        	S	 7	  	  	  	 	  	  	2 	0 	8 	4	3 	1	13	 5	13	 5	511015	      
R2	OKLA 	Corley/Corley              	D	 1	16	 2	  	 	  	  	  	  	  	 	  	 	16	 2	26	 3	521320	490901
R2	OKLA 	Cappuro/Romero             	D	 2	  	  	 7	3	  	  	  	  	  	 	  	 	 7	 3	 7	 3	489368	446762
R2	OKLA 	Guzman/Motosono            	D	 3	  	  	  	 	10	2 	  	  	  	 	  	 	10	 2	10	 2	564055	490922
R2	SCAR 	Mia Horvit                 	S	 1	 9	 7	  	 	  	  	  	  	  	 	  	 	 9	 7	11	 9	416702	      
R2	SCAR 	Megan Davies               	S	 2	  	  	10	5	  	  	  	  	  	 	  	 	10	 5	12	 8	400669	      
R2	SCAR 	Emma Shelton               	S	 3	  	  	 1	1	7 	7 	2 	0 	  	 	  	 	10	 8	13	11	513315	      
R2	SCAR 	Silvia Chinellato          	S	 4	  	  	  	 	2 	3 	7 	6 	1 	0	  	 	10	 9	12	12	396955	      
R2	SCAR 	Allie Gretkowski           	S	 5	  	  	  	 	  	  	2 	3 	5 	9	  	 	 7	12	 7	12	564249	      
R2	SCAR 	Ana Cruz                   	S	 6	  	  	  	 	  	  	  	  	1 	2	4 	4	 5	 6	 5	 6	513311	      
R2	SCAR 	Gabriela Martinez          	S	 7	  	  	  	 	  	  	  	  	  	 	1 	1	 1	 1	 1	 6	513313	      
R2	SCAR 	Elise Mills                	S	 8	  	  	  	 	  	  	0 	1 	0 	1	1 	3	 1	 5	 3	 9	513314	      
R2	SCAR 	Lindsay Tulenko            	S	 9	  	  	  	 	  	  	  	  	  	 	0 	1	 0	 1	 0	 5	561913	      
R2	SCAR 	Kendall Couch              	S	10	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 0	 2	513310	      
R2	SCAR 	Davies/Horvit              	D	 1	 9	 8	  	 	  	  	  	  	  	 	  	 	 9	 8	13	10	400669	416702
R2	SCAR 	Chinellato/Shelton         	D	 2	  	  	 7	5	  	  	  	  	  	 	  	 	 7	 5	10	 8	396955	513315
R2	SCAR 	Cruz/Gretkowski            	D	 3	  	  	 0	2	11	0 	  	  	  	 	  	 	11	 2	11	 2	513311	564249
R2	SCAR 	Martinez/Couch             	D	 4	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 1	 0	513313	513310
R2	STAN 	Michaela Gordon            	S	 1	 9	 6	  	 	  	  	  	  	  	 	  	 	 9	 6	 9	 6	411023	      
R2	STAN 	Angelica Blake             	S	 2	  	  	 2	1	5 	1 	  	  	  	 	  	 	 7	 2	 7	 2	512400	      
R2	STAN 	Emily Arbuthnott           	S	 3	 0	 1	 7	3	1 	3 	  	  	  	 	  	 	 8	 7	 8	 7	386389	      
R2	STAN 	Ana Geller                 	S	 4	  	  	 1	0	5 	0 	1 	3 	  	 	  	 	 7	 3	 7	 3	567857	      
R2	STAN 	Sara Choy                  	S	 5	  	  	 1	0	1 	0 	8 	2 	3 	2	  	 	13	 4	13	 4	491827	      
R2	STAN 	Emma Higuchi               	S	 6	  	  	 1	0	  	  	  	  	3 	0	10	3	14	 3	14	 3	415584	      
R2	STAN 	India Houghton             	S	 7	  	  	  	 	  	  	  	  	  	 	3 	0	 3	 0	 3	 0	567858	      
R2	STAN 	Niluka Madurawe            	S	 8	  	  	  	 	1 	0 	  	  	3 	1	1 	0	 5	 1	 5	 1	491828	      
R2	STAN 	Janicce Shin               	S	 9	  	  	  	 	  	  	2 	1 	4 	1	  	 	 6	 2	 6	 2	451437	      
R2	STAN 	Gordon/Madurawe            	D	 1	 9	 5	  	 	  	  	  	  	  	 	  	 	 9	 5	 9	 5	411023	491828
R2	STAN 	Arbuthnott/Blake           	D	 2	  	  	 6	2	  	  	  	  	  	 	  	 	 6	 2	 6	 2	386389	512400
R2	STAN 	Choy/Higuchi               	D	 3	  	  	  	 	7 	2 	  	  	  	 	  	 	 7	 2	 7	 2	491827	415584
R2	STAN 	Shin/Houghton              	D	 4	  	  	  	 	1 	0 	  	  	  	 	  	 	 1	 0	 1	 0	451437	567858
R2	TENN 	Rebeka Mertena             	S	 1	 2	 2	 5	0	4 	4 	  	  	  	 	  	 	11	 6	15	14	497199	      
R2	TENN 	Eleonora Molinaro          	S	 2	 2	 7	 1	2	  	  	  	  	  	 	  	 	 3	 9	 3	 9	561885	      
R2	TENN 	Carly Briggs               	S	 3	 2	 2	 1	6	3 	4 	  	  	  	 	  	 	 6	12	15	15	521055	      
R2	TENN 	Daria Kuczer               	S	 4	  	  	  	 	1 	0 	8 	1 	9 	1	1 	0	19	 2	25	 7	561887	      
R2	TENN 	Tenika McGiffin            	S	 5	 1	 0	  	 	2 	0 	6 	4 	6 	0	  	 	15	 4	20	12	431615	      
R2	TENN 	Johanna Silva              	S	 6	  	  	 0	1	0 	1 	  	  	0 	1	9 	1	 9	 4	12	10	451882	      
R2	TENN 	Esther Adeshina            	S	 7	  	  	  	 	  	  	  	  	1 	0	1 	1	 2	 1	 8	 6	561882	      
R2	TENN 	Callie Creath              	S	 8	  	  	  	 	  	  	1 	0 	2 	0	3 	2	 6	 2	 9	 7	516316	      
R2	TENN 	Kylie Duckworth            	S	 9	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 0	 0	      	      
R2	TENN 	Julie Ball                 	S	10	  	  	  	 	  	  	  	  	  	 	1 	0	 1	 0	 2	 1	516317	      
R2	TENN 	Molinaro/McGiffin          	D	 1	 1	 3	 2	0	  	  	  	  	  	 	  	 	 3	 3	 3	 3	561885	431615
R2	TENN 	Adeshina/Kuczer            	D	 2	 3	 5	 8	1	  	  	  	  	  	 	  	 	11	 6	12	 9	561882	561887
R2	TENN 	Briggs/Mertena             	D	 3	  	  	  	 	4 	3 	  	  	  	 	  	 	 4	 3	 4	 3	521055	497199
R2	TENN 	Duckworth/Silva            	D	 4	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 0	 0	      	451882
R2	TTU  	Lisa Mays                  	S	 1	 9	 7	 1	0	  	  	  	  	  	 	  	 	10	 7	12	 8	515909	      
R2	TTU  	Margarita Skriabina        	S	 2	  	  	 2	0	12	1 	2 	0 	  	 	  	 	16	 1	18	 2	515922	      
R2	TTU  	Kaitlin Staines            	S	 3	 1	 1	 5	8	  	  	  	  	  	 	  	 	 6	 9	 9	11	561654	      
R2	TTU  	Nell Miller                	S	 4	  	  	 0	1	3 	1 	11	4 	  	 	  	 	14	 6	16	10	485226	      
R2	TTU  	Olivia Peet                	S	 5	  	  	  	 	  	  	1 	0 	9 	6	  	 	10	 6	12	 6	485229	      
R2	TTU  	Metka Komac                	S	 6	  	  	  	 	  	  	0 	1 	1 	0	9 	4	10	 5	12	 6	564407	      
R2	TTU  	Bojana Marinkov            	S	 7	  	  	  	 	  	  	  	  	3 	0	0 	3	 3	 3	 4	 5	520627	      
R2	TTU  	Camryn Stepp               	S	 8	  	  	  	 	  	  	  	  	  	 	0 	2	 0	 2	 2	 5	561655	      
R2	TTU  	Kailey Evans               	S	 9	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 3	 2	562250	      
R2	TTU  	Staines/Mays               	D	 1	 9	 7	  	 	  	  	  	  	  	 	  	 	 9	 7	 9	 7	561654	515909
R2	TTU  	Peet/Skriabina             	D	 2	  	  	 4	2	  	  	  	  	  	 	  	 	 4	 2	 4	 2	485229	515922
R2	TTU  	Miller/Komac               	D	 3	  	  	  	 	2 	1 	  	  	  	 	  	 	 2	 1	 2	 1	485226	564407
R2	TTU  	Marinkov/Stepp             	D	 4	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 0	 0	520627	561655
R2	UK   	Akvilė Paražinskaitė       	S	 1	16	 6	  	 	  	  	  	  	  	 	  	 	16	 6	19	10	439682	      
R2	UK   	Lesedi Jacobs              	S	 2	  	  	 0	1	7 	4 	2 	0 	  	 	  	 	 9	 5	11	 8	418303	      
R2	UK   	Carlota Molina Megias      	S	 3	  	  	11	6	1 	1 	  	  	  	 	  	 	12	 7	12	13	511330	      
R2	UK   	Elizabeth Stevens          	S	 4	  	  	  	 	1 	2 	1 	5 	1 	1	  	 	 3	 8	 6	13	561996	      
R2	UK   	Carla Girbau               	S	 5	  	  	 1	0	2 	1 	4 	7 	2 	1	  	 	 9	 9	11	14	511331	      
R2	UK   	Fiona Arrese               	S	 6	  	  	  	 	1 	0 	3 	0 	4 	3	2 	1	10	 4	10	 9	561993	      
R2	UK   	Maialen Morante            	S	 7	  	  	  	 	  	  	  	  	1 	0	5 	4	 6	 4	 9	 7	511332	      
R2	UK   	Ana Tkachenko              	S	 8	  	  	  	 	  	  	  	  	  	 	1 	1	 1	 1	 2	 4	491996	      
R2	UK   	Diana Tkachenko            	S	 9	  	  	  	 	  	  	  	  	  	 	1 	0	 1	 0	 0	 0	457873	      
R2	UK   	Parazinskaite/Arrese       	D	 1	17	 2	  	 	  	  	  	  	  	 	  	 	17	 2	20	 2	439682	561993
R2	UK   	Tkachenko/Girbau           	D	 2	  	  	 1	3	  	  	  	  	  	 	  	 	 1	 3	 1	 3	491996	511331
R2	UK   	Jacobs/Stevens             	D	 3	  	  	  	 	2 	0 	  	  	  	 	  	 	 2	 0	 2	 1	418303	561996
R2	UK   	Megias/Morante             	D	 4	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 0	 0	511330	511332
R2	VANDY	Christina Rosca            	S	 1	 3	 5	 3	0	4 	0 	3 	0 	  	 	  	 	13	 5	13	 5	446912	      
R2	VANDY	Emma Kurtz                 	S	 2	 2	 5	 6	5	  	  	  	  	  	 	  	 	 8	10	11	16	424044	      
R2	VANDY	Anessa Lee                 	S	 3	  	  	  	 	3 	1 	2 	2 	6 	2	  	 	11	 5	16	 8	561902	      
R2	VANDY	Anna Ross                  	S	 4	 4	 0	 2	1	2 	7 	0 	1 	  	 	  	 	 8	 9	 8	10	511683	      
R2	VANDY	Marcella Cruz              	S	 5	  	  	  	 	  	  	1 	0 	4 	2	8 	2	13	 4	16	 9	511682	      
R2	VANDY	Holly Staff                	S	 6	  	  	 2	0	1 	3 	5 	4 	1 	2	  	 	 9	 9	14	12	561901	      
R2	VANDY	Dasha Kourkina             	S	 7	  	  	  	 	  	  	  	  	2 	0	1 	1	 3	 1	 5	 4	511685	      
R2	VANDY	Ross/Staff                 	D	 1	 9	 8	 1	0	  	  	  	  	  	 	  	 	10	 8	10	 8	511683	561901
R2	VANDY	Kurtz/Cruz                 	D	 2	  	  	11	6	  	  	  	  	  	 	  	 	11	 6	11	 6	424044	511682
R2	VANDY	Rosca/Lee                  	D	 3	  	  	 1	0	11	4 	  	  	  	 	  	 	12	 4	12	 4	446912	561902
R2	WAKE 	Carolyn Campana            	S	 1	 9	 5	  	 	  	  	  	  	  	 	  	 	 9	 5	 9	 5	509935	      
R2	WAKE 	Anna Campana               	S	 2	 2	 4	 4	6	  	  	  	  	  	 	  	 	 6	10	 6	10	509929	      
R2	WAKE 	Anna Brylin                	S	 3	  	  	 1	4	10	3 	1 	1 	  	 	  	 	12	 8	12	 8	485841	      
R2	WAKE 	Eliza Omirou               	S	 4	  	  	  	 	1 	2 	3 	3 	5 	3	  	 	 9	 8	 9	 8	438453	      
R2	WAKE 	Brooke Killingsworth       	S	 5	  	  	 2	3	1 	4 	3 	6 	1 	1	  	 	 7	14	 7	14	563737	      
R2	WAKE 	Casie Wooten               	S	 6	  	  	  	 	  	  	1 	0 	4 	4	7 	3	12	 7	12	 7	563738	      
R2	WAKE 	Peyton Pesavento           	S	 7	  	  	  	 	  	  	1 	3 	  	 	2 	3	 3	 6	 3	 6	485842	      
R2	WAKE 	Mia Ahmad                  	S	 8	  	  	  	 	  	  	  	  	1 	0	0 	1	 1	 1	 1	 1	563739	      
R2	WAKE 	Omirou/Campana             	D	 1	 8	 4	 1	0	  	  	  	  	  	 	  	 	 9	 4	 9	 4	438453	509935
R2	WAKE 	Brylin/Killingsworth       	D	 2	 6	 1	 7	4	  	  	  	  	  	 	  	 	13	 5	13	 5	485841	563737
R2	WAKE 	Pesavento/Campana          	D	 3	  	  	  	 	3 	8 	  	  	  	 	  	 	 3	 8	 3	 8	485842	509929
R2	WAKE 	Wooten/Ahmad               	D	 4	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 0	 0	563738	563739
R3	ARK  	Indianna Spink             	S	 1	 6	 4	 3	1	  	  	  	  	  	 	  	 	 9	 5	 9	 5	561985	      
R3	ARK  	Kelly Keller               	S	 2	 1	 3	 7	3	  	  	  	  	  	 	  	 	 8	 6	 8	 6	511740	      
R3	ARK  	Tatum Rice                 	S	 3	 1	 0	  	 	8 	7 	  	  	  	 	  	 	 9	 7	 9	 7	445260	      
R3	ARK  	Morgan Cross               	S	 4	  	  	 1	0	  	  	9 	10	  	 	  	 	10	10	10	10	561986	      
R3	ARK  	Lauren Alter               	S	 5	  	  	  	 	  	  	  	  	5 	5	1 	4	 6	 9	 6	 9	489375	      
R3	ARK  	Laura Rijkers              	S	 6	  	  	  	 	  	  	  	  	0 	8	7 	0	 7	 8	 7	 8	497875	      
R3	ARK  	Jackie Carr                	S	 7	  	  	  	 	  	  	  	  	  	 	1 	3	 1	 3	 1	 3	395394	      
R3	ARK  	Presley Southerland        	S	 8	  	  	  	 	  	  	1 	0 	  	 	  	 	 1	 0	 1	 0	561987	      
R3	ARK  	Claire Slaughter           	S	 9	  	  	  	 	  	  	  	  	1 	0	  	 	 1	 0	 1	 0	511738	      
R3	ARK  	Cross/Rice                 	D	 1	 5	 2	  	 	  	  	  	  	  	 	  	 	 5	 2	 5	 2	561986	445260
R3	ARK  	Alter/Spink                	D	 2	  	  	 3	5	  	  	  	  	  	 	  	 	 3	 5	 3	 5	489375	561985
R3	ARK  	Keller/Carr                	D	 3	  	  	  	 	2 	3 	  	  	  	 	  	 	 2	 3	 2	 3	511740	395394
