seed	team	name	kind	position	wins1	losses1	wins2	losses2	wins3	losses3	wins4	losses4	wins5	losses5	wins6	losses6	dualWins	dualLosses	overallWins	overallLosses	r2Id	r2Id2
R3	ARK  	Rijkers/Southerland        	D	 4	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 0	 0	497875	561987
R3	BALL 	Emma Peeler                	S	 1	10	10	  	 	  	  	  	  	  	 	  	 	10	10	10	10	514948	      
R3	BALL 	Jessica Braun              	S	 2	 1	 0	 6	5	6 	2 	  	  	  	 	  	 	13	 7	13	 7	514946	      
R3	BALL 	Mariya Polishchuk          	S	 3	 1	 0	 4	5	8 	1 	1 	0 	  	 	  	 	14	 6	14	 6	565605	      
R3	BALL 	Rebecca Herrington         	S	 4	  	  	 1	0	1 	1 	7 	2 	5 	3	  	 	14	 6	14	 6	415306	      
R3	BALL 	Amy Kaplan                 	S	 5	  	  	  	 	1 	2 	7 	3 	4 	2	  	 	12	 7	12	 7	514947	      
R3	BALL 	Livia Lukacs               	S	 6	  	  	  	 	  	  	1 	0 	1 	1	6 	2	 8	 3	 8	 3	489687	      
R3	BALL 	Silvia Martinez            	S	 7	  	  	  	 	1 	0 	1 	0 	2 	0	9 	2	13	 2	13	 2	565604	      
R3	BALL 	Emily Desai                	S	 8	  	  	  	 	  	  	  	  	2 	1	  	 	 2	 1	 2	 1	521590	      
R3	BALL 	Victoria Sec               	S	 9	  	  	  	 	  	  	  	  	  	 	2 	0	 2	 0	 2	 0	450373	      
R3	BALL 	Kaplan/Peeler              	D	 1	 9	 3	 0	1	  	  	  	  	  	 	  	 	 9	 4	 9	 3	514947	514948
R3	BALL 	Braun/Polishchuk           	D	 2	  	  	  	 	2 	0 	  	  	  	 	  	 	 2	 0	 2	 0	514946	565605
R3	BALL 	Sec/Lukacs                 	D	 3	  	  	 5	0	6 	0 	  	  	  	 	  	 	11	 0	11	 0	450373	489687
R3	BALL 	Herrington/Desai           	D	 4	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 0	 0	415306	521590
R3	BAMA 	Loudmilla Bencheikh        	S	 1	 2	 5	  	 	  	  	  	  	  	 	  	 	 2	 5	 2	 5	568475	      
R3	BAMA 	Alba Cortina-Pou           	S	 2	  	  	 3	2	8 	0 	4 	2 	  	 	  	 	15	 4	15	 7	398952	      
R3	BAMA 	Anna Parkhomenko           	S	 3	  	  	  	 	0 	6 	7 	1 	4 	0	  	 	11	 7	15	11	561871	      
R3	BAMA 	Anne Marie Hiser           	S	 4	  	  	  	 	1 	1 	4 	0 	8 	7	  	 	13	 8	17	10	561867	      
R3	BAMA 	Sydney Riley               	S	 5	  	  	  	 	  	  	  	  	2 	0	10	7	12	 7	14	13	561872	      
R3	BAMA 	Sydney Orefice             	S	 6	  	  	  	 	  	  	  	  	  	 	2 	0	 2	 0	 2	 5	561870	      
R3	BAMA 	Hiser/Riley                	D	 1	 5	 1	 9	2	  	  	  	  	  	 	  	 	14	 3	14	 8	561867	561872
R3	BAMA 	Cortina-Pou/Parkhomenko    	D	 2	  	  	  	 	8 	4 	  	  	  	 	  	 	 8	 4	 9	 4	398952	561871
R3	BAMA 	Bencheikh/Orefice          	D	 3	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 0	 0	568475	561870
R3	FIU  	Kamila Umarova             	S	 1	10	 2	  	 	  	  	  	  	  	 	  	 	10	 2	10	 2	493859	      
R3	FIU  	Marina Alcaide             	S	 2	  	  	 3	0	8 	0 	  	  	  	 	  	 	11	 0	11	 0	511963	      
R3	FIU  	Andjela Skrobonja          	S	 3	  	  	  	 	  	  	9 	2 	1 	0	  	 	10	 2	10	 2	564568	      
R3	FIU  	Basak Akbas                	S	 4	 1	 0	 4	3	0 	2 	  	  	  	 	  	 	 5	 5	 5	 5	493856	      
R3	FIU  	Andreea Velcea             	S	 5	  	  	  	 	  	  	2 	0 	6 	2	1 	0	 9	 2	 9	 2	564569	      
R3	FIU  	Kristina Miletic           	S	 6	  	  	  	 	1 	0 	  	  	1 	1	1 	5	 3	 6	 3	 6	511966	      
R3	FIU  	Francisca Vergara          	S	 7	  	  	  	 	  	  	  	  	  	 	1 	2	 1	 2	 1	 2	511964	      
R3	FIU  	Umarova/Skrobonja          	D	 1	 5	 0	  	 	  	  	  	  	  	 	  	 	 5	 0	 5	 0	493859	564568
R3	FIU  	Alcaide/Velcea             	D	 2	  	  	 2	2	  	  	  	  	  	 	  	 	 2	 2	 2	 2	511963	564569
R3	FIU  	Akbas/Miletic              	D	 3	  	  	  	 	5 	1 	  	  	  	 	  	 	 5	 1	 5	 1	493856	511966
R3	FUR  	Katarina Kozarov           	S	 1	22	 1	  	 	  	  	  	  	  	 	  	 	22	 1	22	 1	423350	      
R3	FUR  	Julia Adams                	S	 2	 4	 0	15	6	  	  	  	  	  	 	  	 	19	 6	19	 6	486168	      
R3	FUR  	Madison Dillon             	S	 3	  	  	 2	2	10	10	  	  	  	 	  	 	12	12	12	12	497145	      
R3	FUR  	MaryAnn Rompf              	S	 4	  	  	 1	0	2 	2 	15	6 	  	 	  	 	18	 8	18	 8	512095	      
R3	FUR  	Maggie Pate                	S	 5	  	  	  	 	  	  	5 	0 	9 	6	1 	1	15	 7	15	 7	512093	      
R3	FUR  	Ellie Schoppe              	S	 6	  	  	  	 	  	  	  	  	5 	2	15	1	20	 3	20	 3	564766	      
R3	FUR  	Ilayda Baykan              	S	 7	  	  	  	 	  	  	  	  	  	 	4 	1	 4	 1	 4	 1	564765	      
R3	FUR  	Eva Borders                	S	 8	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 0	 0	      	      
R3	FUR  	Carol Elizabeth Kerman     	S	 9	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 0	 0	      	      
R3	FUR  	Kozarov/Adams              	D	 1	19	 3	  	 	  	  	  	  	  	 	  	 	19	 3	19	 3	423350	486168
R3	FUR  	Dillon/Rompf               	D	 2	19	 2	  	 	  	  	  	  	  	 	  	 	19	 2	19	 2	497145	512095
R3	FUR  	Pate/Schoppe               	D	 3	11	 5	  	 	  	  	  	  	  	 	  	 	11	 5	11	 5	512093	564766
R3	FUR  	Baykan/Borders             	D	 4	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 0	 0	564765	      
R3	ISU  	Thasaporn Naklo            	S	 1	10	 7	  	 	  	  	  	  	  	 	  	 	10	 7	10	 7	514906	      
R3	ISU  	Maty Cancini               	S	 2	  	  	 6	9	  	  	  	  	  	 	  	 	 6	 9	 6	 9	394889	      
R3	ISU  	Miska Kadleckova           	S	 3	  	  	  	 	6 	1 	8 	2 	  	 	  	 	14	 3	14	 3	561613	      
R3	ISU  	Christin Hsieh             	S	 4	  	  	 1	3	5 	5 	1 	3 	  	 	  	 	 7	11	 7	11	514907	      
R3	ISU  	Chie Kezuka                	S	 5	  	  	  	 	  	  	3 	2 	7 	4	  	 	10	 6	10	 6	514905	      
R3	ISU  	Sofia Cabezas              	S	 6	  	  	  	 	  	  	  	  	4 	1	9 	3	13	 4	13	 4	565111	      
R3	ISU  	Ting-Pei Chang             	S	 7	  	  	  	 	  	  	  	  	  	 	1 	3	 1	 3	 1	 3	514909	      
R3	ISU  	Ellie Murphy               	S	 8	  	  	  	 	  	  	  	  	  	 	0 	1	 0	 1	 0	 1	561614	      
R3	ISU  	Naklo/Hsieh                	D	 1	 1	 1	  	 	  	  	  	  	  	 	  	 	 1	 1	 1	 1	514906	514907
R3	ISU  	Kadleckova/Cabezas         	D	 2	  	  	 1	0	  	  	  	  	  	 	  	 	 1	 0	 1	 0	561613	565111
R3	ISU  	Cancini/Chang              	D	 3	  	  	  	 	6 	3 	  	  	  	 	  	 	 6	 3	 6	 3	394889	514909
R3	ISU  	Kezuka/Murphy              	D	 4	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 0	 0	514905	561614
R3	JMU  	Daria Afanasyeva           	S	 1	10	 5	  	 	  	  	  	  	  	 	  	 	10	 5	10	 5	486159	      
R3	JMU  	Jona Roka                  	S	 2	  	  	10	4	  	  	  	  	  	 	  	 	10	 4	10	 4	446644	      
R3	JMU  	Natalia Nikolopoulou       	S	 3	  	  	  	 	7 	5 	1 	0 	  	 	  	 	 8	 5	 8	 5	511631	      
R3	JMU  	Kylie Moulin               	S	 4	  	  	  	 	0 	1 	12	1 	1 	0	  	 	13	 2	13	 2	511635	      
R3	JMU  	Alexis Franco              	S	 5	  	  	  	 	2 	0 	2 	1 	10	1	  	 	14	 2	14	 2	564603	      
R3	JMU  	Daniela Voloh              	S	 6	  	  	  	 	  	  	  	  	3 	0	9 	1	12	 1	12	 1	486161	      
R3	JMU  	Amanda Nord                	S	 7	  	  	  	 	  	  	  	  	  	 	4 	1	 4	 1	 4	 1	486160	      
R3	JMU  	Michelle Los Arcos         	S	 8	  	  	  	 	  	  	  	  	  	 	1 	0	 1	 0	 1	 0	497645	      
R3	JMU  	Shannon McCarthy           	S	 9	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 0	 0	      	      
R3	JMU  	Paige Duncan               	S	10	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 0	 0	      	      
R3	JMU  	Afanasyeva/Franco          	D	 1	 7	 3	  	 	  	  	  	  	  	 	  	 	 7	 3	 7	 3	486159	564603
R3	JMU  	Roka/Moulin                	D	 2	  	  	12	2	  	  	  	  	  	 	  	 	12	 2	12	 2	446644	511635
R3	JMU  	Nikolopoulou/Nord          	D	 3	  	  	  	 	3 	1 	  	  	  	 	  	 	 3	 1	 3	 1	511631	486160
R3	JMU  	Voloh/Arcos                	D	 4	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 0	 0	486161	497645
R3	MSST 	Emma Antonaki              	S	 1	 5	 2	 8	2	1 	0 	  	  	  	 	  	 	14	 4	16	 4	486811	      
R3	MSST 	Magda Adaloglou            	S	 2	  	  	 5	2	6 	2 	  	  	  	 	  	 	11	 4	12	 5	384278	      
R3	MSST 	Tamara Racine              	S	 3	 6	 7	 0	1	1 	1 	  	  	  	 	  	 	 7	 9	 9	13	486813	      
R3	MSST 	Alex Mikhailuk             	S	 4	  	  	  	 	2 	2 	6 	7 	2 	2	  	 	10	11	16	15	510941	      
R3	MSST 	Lilian Poling              	S	 5	  	  	  	 	0 	1 	1 	5 	4 	3	  	 	 5	 9	12	11	561127	      
R3	MSST 	Chloe Cirotte              	S	 6	  	  	  	 	  	  	1 	1 	3 	2	6 	2	10	 5	11	 6	561126	      
R3	MSST 	Marta Falceto              	S	 7	  	  	  	 	  	  	  	  	2 	0	3 	5	 5	 5	11	 7	510940	      
R3	MSST 	Valeria Nikolaev           	S	 8	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 2	 1	486812	      
R3	MSST 	Adaloglou/Racine           	D	 1	 5	 5	  	 	  	  	  	  	  	 	  	 	 5	 5	 5	 5	384278	486813
R3	MSST 	Antonaki/Falceto           	D	 2	  	  	 2	4	1 	1 	  	  	  	 	  	 	 3	 5	 3	 5	486811	510940
R3	MSST 	Mikhailuk/Poling           	D	 3	  	  	 0	2	  	  	  	  	  	 	  	 	 0	 2	 3	 4	510941	561127
R3	MSST 	Cirotte/Nikolaev           	D	 4	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 0	 0	561126	486812
R3	OKST 	Bunyawi Thamchaiwat        	S	 1	 9	 2	 3	0	  	  	  	  	  	 	  	 	12	 2	20	 4	497414	      
R3	OKST 	Ayumi Miyamoto             	S	 2	  	  	 3	2	7 	3 	1 	0 	  	 	  	 	11	 5	21	 9	513082	      
R3	OKST 	Alana Wolfberg             	S	 3	 3	 1	 1	5	3 	2 	  	  	  	 	  	 	 7	 8	17	10	513080	      
R3	OKST 	Dariya Detkovskaya         	S	 4	  	  	 1	0	3 	0 	5 	6 	  	 	  	 	 9	 6	17	 8	513083	      
R3	OKST 	Lenka Stara                	S	 5	  	  	  	 	  	  	3 	1 	7 	6	0 	1	10	 8	17	14	520711	      
R3	OKST 	Daniella Medvedeva         	S	 6	  	  	  	 	  	  	  	  	1 	2	3 	7	 4	 9	10	12	562307	      
R3	OKST 	Lora Boggs                 	S	 7	  	  	  	 	  	  	0 	2 	  	 	1 	3	 1	 5	 1	 7	513079	      
R3	OKST 	Wolfberg/Stara             	D	 1	 3	 2	 4	4	  	  	  	  	  	 	  	 	 7	 6	 7	 6	513080	520711
R3	OKST 	Miyamoto/Detkovskaya       	D	 2	  	  	 2	0	  	  	  	  	  	 	  	 	 2	 0	 2	 0	513082	513083
R3	OKST 	Thamchaiwat/Medvedeva      	D	 3	  	  	  	 	3 	1 	  	  	  	 	  	 	 3	 1	 3	 1	497414	562307
R3	RICE 	Michaela Haet              	S	 1	 4	 3	 4	2	  	  	  	  	  	 	  	 	 8	 5	 9	11	412789	      
R3	RICE 	Victoria Smirnova          	S	 2	 3	 4	 1	0	  	  	  	  	  	 	  	 	 4	 4	 5	 4	485988	      
R3	RICE 	Federica Trevisan          	S	 3	  	  	 1	0	12	1 	1 	1 	  	 	  	 	14	 2	17	 6	562574	      
R3	RICE 	Linda Huang                	S	 4	  	  	 1	2	1 	0 	  	  	1 	0	1 	0	 4	 2	 7	 5	486224	      
R3	RICE 	Anastasia Smirnova         	S	 5	  	  	  	 	  	  	1 	1 	3 	2	  	 	 4	 3	 4	 3	485982	      
R3	RICE 	Anna Bowtell               	S	 6	  	  	 1	1	2 	1 	6 	2 	2 	1	  	 	11	 5	14	 8	392024	      
R3	RICE 	Maria Budin                	S	 7	  	  	  	 	  	  	0 	1 	6 	3	5 	1	11	 5	15	11	510347	      
R3	RICE 	Diae El Jardi              	S	 8	  	  	  	 	  	  	  	  	0 	1	8 	2	 8	 3	10	10	497358	      
R3	RICE 	Budin/Jardi                	D	 1	13	 5	  	 	  	  	  	  	  	 	  	 	13	 5	17	 9	510347	497358
R3	RICE 	Trevisan/Haet              	D	 2	  	  	 6	5	2 	0 	  	  	  	 	  	 	 8	 5	 9	 6	562574	412789
R3	RICE 	Bowtell/Smirnova           	D	 3	  	  	 1	1	8 	5 	  	  	  	 	  	 	 9	 6	11	 9	392024	485988
R3	RICE 	Smirnova/Huang             	D	 4	  	  	  	 	3 	2 	  	  	  	 	  	 	 3	 2	 3	 2	485982	486224
R3	SYR  	Viktoriya Kanapatskaya     	S	 1	 9	 5	 2	0	  	  	  	  	  	 	  	 	11	 5	11	 5	564454	      
R3	SYR  	Guzal Yusupova             	S	 2	 0	 2	 4	6	0 	1 	  	  	  	 	  	 	 4	 9	 4	 9	489241	      
R3	SYR  	Natalie Novotna            	S	 3	  	  	 2	1	4 	6 	1 	2 	  	 	  	 	 7	 9	 7	 9	565198	      
R3	SYR  	Miranda Ramirez            	S	 4	  	  	  	 	1 	6 	3 	6 	0 	1	  	 	 4	13	 4	13	443972	      
R3	SYR  	Zeynep Erman               	S	 5	  	  	  	 	  	  	  	  	3 	4	1 	0	 4	 4	 4	 4	521319	      
R3	SYR  	Polina Kozyreva            	S	 6	  	  	  	 	  	  	1 	0 	2 	4	7 	5	10	 9	10	 9	511873	      
R3	SYR  	Sofya Trescheva            	S	 7	  	  	  	 	  	  	0 	1 	0 	3	1 	0	 1	 4	 1	 4	489239	      
R3	SYR  	Ines Fonte                 	S	 8	  	  	  	 	0 	1 	0 	4 	0 	2	1 	2	 1	 9	 1	 9	565196	      
R3	SYR  	Kanapatskaya/Novotna       	D	 1	 4	 7	 4	1	  	  	  	  	  	 	  	 	 8	 8	 8	 8	564454	565198
R3	SYR  	Kozyreva/Trescheva         	D	 2	 2	 5	 3	7	  	  	  	  	  	 	  	 	 5	12	 5	12	511873	489239
R3	SYR  	Ramirez/Yusupova           	D	 3	  	  	  	 	5 	5 	  	  	  	 	  	 	 5	 5	 5	 5	443972	489241
R3	SYR  	Erman/Fonte                	D	 4	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 0	 0	521319	565196
R3	UCSB 	Elizaveta Volodko          	S	 1	 9	 4	  	 	  	  	  	  	  	 	  	 	 9	 4	 9	 4	461199	      
R3	UCSB 	Camille Kiss               	S	 2	  	  	10	4	  	  	  	  	  	 	  	 	10	 4	10	 4	567455	      
R3	UCSB 	Shakhnoza Khatmova         	S	 3	  	  	  	 	15	2 	  	  	  	 	  	 	15	 2	15	 2	510745	      
R3	UCSB 	Lise Sentenac              	S	 4	  	  	  	 	  	  	6 	4 	0 	1	0 	2	 6	 7	 6	 7	450664	      
R3	UCSB 	Kira Reuter                	S	 5	  	  	  	 	  	  	0 	2 	5 	5	  	 	 5	 7	 5	 7	567453	      
R3	UCSB 	Marta Gonzalez Balbe       	S	 6	  	  	  	 	  	  	  	  	1 	1	6 	3	 7	 4	 7	 4	567454	      
R3	UCSB 	Volodko/Sentenac           	D	 1	 6	 6	  	 	  	  	  	  	  	 	  	 	 6	 6	 6	 6	461199	450664
R3	UCSB 	Reuter/Khatmova            	D	 2	  	  	 8	3	  	  	  	  	  	 	  	 	 8	 3	 8	 3	567453	510745
R3	UCSB 	Kiss/Balbe                 	D	 3	  	  	  	 	10	2 	  	  	  	 	  	 	10	 2	10	 2	567455	567454
R3	UNF  	Lucia Montano              	S	 1	14	 8	  	 	  	  	  	  	  	 	  	 	14	 8	14	 8	434231	      
R3	UNF  	Catherine Gulihur          	S	 2	 1	 0	17	3	  	  	  	  	  	 	  	 	18	 3	18	 3	564618	      
R3	UNF  	Constanza Gorches          	S	 3	  	  	 2	0	4 	3 	7 	6 	  	 	  	 	13	 9	13	 9	493947	      
R3	UNF  	Summer Yardley             	S	 4	  	  	  	 	2 	0 	3 	3 	3 	2	3 	4	11	 9	11	 9	521107	      
R3	UNF  	Annabelle Davis            	S	 5	  	  	  	 	  	  	1 	0 	6 	0	3 	1	10	 1	10	 1	564617	      
R3	UNF  	Valentina Mariotto         	S	 6	  	  	  	 	  	  	2 	0 	3 	6	3 	1	 8	 7	 8	 7	429749	      
R3	UNF  	Sean Lodzki                	S	 7	  	  	  	 	  	  	1 	0 	1 	0	2 	1	 4	 1	 4	 1	500946	      
R3	UNF  	Florencia Rossi            	S	 8	  	  	  	 	  	  	  	  	1 	0	  	 	 1	 0	 1	 0	447106	      
R3	UNF  	Ana Melilo                 	S	 9	  	  	 1	0	8 	4 	  	  	  	 	  	 	 9	 4	 9	 4	489951	      
R3	UNF  	Montano/Gorches            	D	 1	 5	 1	10	5	  	  	  	  	  	 	  	 	15	 6	15	 6	434231	493947
R3	UNF  	Gulihur/Mariotto           	D	 2	  	  	 3	3	  	  	  	  	  	 	  	 	 3	 3	 3	 3	564618	429749
R3	UNF  	Yardley/Davis              	D	 3	  	  	  	 	1 	1 	  	  	  	 	  	 	 1	 1	 1	 1	521107	564617
R3	UNF  	Rossi/Lodzki               	D	 4	  	  	  	 	1 	2 	  	  	  	 	  	 	 1	 2	 1	 2	447106	500946
R3	USC  	Salma Ewing                	S	 1	 4	 2	 3	0	6 	3 	  	  	  	 	  	 	13	 5	13	 5	485966	      
R3	USC  	Eryn Cayetano              	S	 2	 3	 3	 6	2	1 	0 	  	  	  	 	  	 	10	 5	10	 5	509808	      
R3	USC  	Angela Kulikov             	S	 3	 0	 1	  	 	  	  	  	  	  	 	  	 	 0	 1	 0	 1	423901	      
R3	USC  	Naomi Cheong               	S	 4	 1	 3	 6	2	2 	3 	  	  	  	 	  	 	 9	 8	 9	 8	564452	      
R3	USC  	Dani Willson               	S	 5	  	  	  	 	2 	2 	10	6 	  	 	  	 	12	 8	12	 8	485967	      
R3	USC  	Summer Dvorak              	S	 6	  	  	  	 	  	  	3 	1 	9 	6	  	 	12	 7	12	 7	565235	      
R3	USC  	Constance Branstine        	S	 7	  	  	  	 	  	  	  	  	0 	2	1 	1	 1	 3	 1	 3	392389	      
R3	USC  	Clare McKee                	S	 8	  	  	  	 	  	  	  	  	2 	1	6 	9	 8	10	 8	10	565236	      
R3	USC  	McKenna Koenig             	S	 9	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 0	 0	      	      
R3	USC  	Kulikov/Cayetano           	D	 1	 6	 5	  	 	  	  	  	  	  	 	  	 	 6	 5	 6	 5	423901	509808
R3	USC  	Ewing/McKee                	D	 2	  	  	 8	4	  	  	  	  	  	 	  	 	 8	 4	 8	 4	485966	565236
R3	USC  	Dvorak/Willson             	D	 3	  	  	  	 	8 	5 	  	  	  	 	  	 	 8	 5	 8	 5	565235	485967
R3	USC  	Branstine/Koenig           	D	 4	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 0	 0	392389	      
R3	USD  	Solymar Colling            	S	 1	14	 4	  	 	  	  	  	  	  	 	  	 	14	 4	14	 3	493373	      
R3	USD  	Elizabeth Goldsmith        	S	 2	  	  	11	3	  	  	  	  	  	 	  	 	11	 3	11	 3	515117	      
R3	USD  	Jordyn McBride             	S	 3	  	  	 2	0	12	3 	  	  	  	 	  	 	14	 3	14	 3	565869	      
R3	USD  	Abigail Desiatnikov        	S	 4	  	  	  	 	4 	1 	6 	3 	2 	0	  	 	12	 4	12	 4	565867	      
R3	USD  	Victoria Kalaitzis         	S	 5	  	  	  	 	  	  	4 	1 	8 	2	0 	1	12	 4	12	 4	565866	      
R3	USD  	Katharina Kukaras          	S	 6	  	  	  	 	  	  	1 	0 	5 	1	5 	3	11	 4	11	 4	423873	      
R3	USD  	Elisabeth Andryukhova      	S	 7	  	  	  	 	  	  	  	  	0 	1	1 	0	 1	 1	 1	 1	565868	      
R3	USD  	Jessi Muljat               	S	 8	  	  	  	 	  	  	  	  	  	 	5 	1	 5	 1	 5	 1	515116	      
R3	USD  	Colling/Goldsmith          	D	 1	14	 3	  	 	  	  	  	  	  	 	  	 	14	 3	14	 3	493373	515117
R3	USD  	Desiatnikov/McBride        	D	 2	  	  	 5	1	7 	3 	  	  	  	 	  	 	12	 4	12	 4	565867	565869
R3	USD  	Andryukhova/Kukaras        	D	 3	  	  	 0	2	2 	2 	  	  	  	 	  	 	 2	 4	 2	 4	565868	423873
R3	USD  	Kalaitzis/Muljat           	D	 4	  	  	  	 	0 	1 	  	  	  	 	  	 	 0	 1	 0	 1	565866	515116
R3	XAV  	Ahmeir Kyle                	S	 1	10	 3	  	 	  	  	  	  	  	 	  	 	10	 3	10	 3	424183	      
R3	XAV  	Kat Lyman                  	S	 2	 0	 2	10	1	3 	0 	  	  	  	 	  	 	13	 3	13	 3	566330	      
R3	XAV  	Anna Roggenburk            	S	 3	 3	 0	 5	1	7 	2 	  	  	  	 	  	 	15	 3	15	 3	514026	      
R3	XAV  	Imani Graham               	S	 4	  	  	 2	0	6 	0 	8 	4 	  	 	  	 	16	 4	16	 4	566327	      
R3	XAV  	Kaitlin Ruether            	S	 5	  	  	  	 	1 	1 	3 	1 	2 	6	0 	4	 6	12	 6	12	447493	      
R3	XAV  	Emily Thomas               	S	 6	  	  	  	 	  	  	1 	2 	5 	2	2 	0	 8	 4	 8	 4	492604	      
R3	XAV  	Lucy Octave                	S	 7	  	  	  	 	  	  	  	  	2 	2	1 	2	 3	 4	 3	 4	566329	      
R3	XAV  	Blessing Nwaozuzu          	S	 8	  	  	  	 	  	  	  	  	  	 	3 	3	 3	 3	 3	 3	566328	      
R3	XAV  	Natalie Moyer              	S	 9	  	  	  	 	  	  	  	  	  	 	0 	3	 0	 3	 0	 3	492602	      
R3	XAV  	Kyle/Thomas                	D	 1	 9	 8	  	 	  	  	  	  	  	 	  	 	 9	 8	 9	 8	424183	492604
R3	XAV  	Roggenburk/Graham          	D	 2	  	  	 3	1	7 	1 	  	  	  	 	  	 	10	 2	10	 2	514026	566327
R3	XAV  	Ruether/Lyman              	D	 3	  	  	 5	3	2 	0 	  	  	  	 	  	 	 7	 3	 7	 3	447493	566330
R3	XAV  	Octave/Nwaozuzu            	D	 4	  	  	  	 	1 	0 	  	  	  	 	  	 	 1	 0	 1	 0	566329	566328
R4	ALST 	Madalena Andrade           	S	 1	10	 3	  	 	  	  	  	  	  	 	  	 	10	 3	10	 3	512658	      
R4	ALST 	Lizaveta Dzemchanka        	S	 2	  	  	  	 	2 	0 	  	  	  	 	1 	0	 3	 0	 3	 0	565049	      
R4	ALST 	Urska Velec                	S	 3	  	  	  	 	3 	1 	5 	1 	  	 	  	 	 8	 2	 8	 2	491897	      
R4	ALST 	Francesca Duca             	S	 4	  	  	  	 	0 	2 	8 	0 	0 	2	  	 	 8	 4	 8	 4	565048	      
R4	ALST 	Timothee Legaud            	S	 5	  	  	  	 	  	  	  	  	0 	2	3 	2	 3	 4	 3	 4	565050	      
R4	ALST 	Bea Acena                  	S	 6	  	  	  	 	0 	1 	2 	3 	5 	2	  	 	 7	 6	 7	 6	512660	      
R4	ALST 	Anja Hribljan              	S	 7	  	  	 0	5	  	  	  	  	  	 	  	 	 0	 5	 0	 5	565046	      
R4	ALST 	Ana Tarbujaru              	S	 8	  	  	  	 	  	  	0 	1 	1 	1	2 	1	 3	 3	 3	 3	565047	      
R4	ALST 	Dzemchanka/Tarbujaru       	D	 1	 1	 1	  	 	  	  	  	  	  	 	  	 	 1	 1	 1	 1	565049	565047
R4	ALST 	Andrade/Duca               	D	 2	  	  	 4	0	1 	0 	  	  	  	 	  	 	 5	 0	 5	 0	512658	565048
R4	ALST 	Velec/Hribljan             	D	 3	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 0	 0	491897	565046
R4	ALST 	Acena/Legaud               	D	 4	  	  	  	 	  	  	  	  	  	 	  	 	 0	 0	 0	 0	512660	565050
R4	BU   	Victoria Carlsten          	S	 1	 2	 2	 0	1	1 	0 	  	  	  	 	  	 	 3	 3	 3	 3	568348	      
R4	BU   	Kaitlin Tan                	S	 2	  	  	 3	0	2 	0 	  	  	  	 	  	 	 5	 0	 5	 0	568347	      
R4	BU   	Erica Di Battista          	S	 3	 1	 0	 2	0	1 	1 	  	  	  	 	  	 	 4	 1	 4	 1	512752	      
R4	BU   	Emily Kim                  	S	 4	 2	 1	 1	0	1 	0 	2 	1 	  	 	  	 	 6	 2	 6	 2	421870	      
R4	BU   	Lily Burchell              	S	 5	  	  	 1	0	1 	0 	0 	1 	4 	0	  	 	 6	 1	 6	 1	393806	      
R4	BU   	Katya Martens              	S	 6	  	  	  	 	  	  	2 	0 	2 	0	  	 	 4	 0	 4	 0	429993	      
R4	BU   	Shelly Yaloz               	S	 7	  	  	  	 	2 	0 	  	  	  	 	0 	2	 2	 2	 2	 2	489604	      
R4	BU   	Stephanie Nguyen           	S	 8	  	  	  	 	  	  	1 	0 	  	 	1 	0	 2	 0	 2	 0	512753	      
R4	BU   	Alex Angyalosy             	S	 9	  	  	  	 	  	  	  	  	  	 	1 	0	 1	 0	 1	 0	512756	      
R4	BU   	Mia Wallace                	S	10	  	  	  	 	  	  	  	  	  	 	2 	0	 2	 0	 2	 0	512754	      
R4	BU   	Dani Blaser                	S	11	  	  	  	 	  	  	1 	0 	1 	0	  	 	 2	 0	 2	 0	390800	      
R4	BU   	Kim/Burchell               	D	 1	 3	 1	  	 	  	  	  	  	  	 	  	 	 3	 1	 3	 1	421870	393806
R4	BU   	Carlsten/DiBattista        	D	 2	  	  	 2	1	  	  	  	  	  	 	  	 	 2	 1	 2	 1	568348	512752
R4	BU   	Tan/Yaloz                  	D	 3	  	  	  	 	4 	0 	  	  	  	 	  	 	 4	 0	 4	 0	568347	489604
R4	BU   	Blaser/Wallace             	D	 4	  	  	  	 	1 	0 	  	  	  	 	  	 	 1	 0	 1	 0	390800	512754
R4	CHSO 	Madalina Man               	S	 1	 9	 6	  	 	  	  	  	  	  	 	  	 	 9	 6	 9	 6	429324	      
R4	CHSO 	Luiza Fullana              	S	 2	  	  	 7	6	  	  	  	  	  	 	  	 	 7	 6	 7	 6	513184	      
