line	seed	team	kind	position	player	partner	wins1	losses1	wins2	losses2	wins3	losses3	wins4	losses4	wins5	losses5	wins6	losses6	dualWins	dualLosses	overallWins	overallLosses
29		TTU  	S	7	Bojana Marinkov          	                         									3	0	0	3	3	3	4	5
29		TTU  	S	8	Camryn Stepp             	                         											0	2	0	2	2	5
29		TTU  	S	9	Kailey Evans             	                         													0	0	3	2
29		TTU  	D	1	kaitlin staines          	lisa mays                	9	7											9	7	9	7
29		TTU  	D	2	Olivia Peet              	Margarita Skriabina      			4	2									4	2	4	2
29		TTU  	D	3	Nell Miller              	Metka Komac              					2	1							2	1	2	1
29		TTU  	D	4	Bojana Marinkov          	Camryn Stepp             													0	0	0	0
19		UCSB 	S	1	Elizaveta Volodko        	                         	9	4											9	4	9	4
19		UCSB 	S	2	Camille Kiss             	                         			10	4									10	4	10	4
19		UCSB 	S	3	Shakhnoza Khatamova      	                         					15	2							15	2	15	2
19		UCSB 	S	4	Lise Sentenac            	                         							6	4	0	1	0	2	6	7	6	7
19		UCSB 	S	5	Kira Reuter              	                         							0	2	5	5			5	7	5	7
19		UCSB 	S	6	Marta Gonzalez Ballbe    	                         									1	1	6	3	7	4	7	4
19		UCSB 	D	1	Elizaveta Volodko        	Lise Sentenac            	6	6											6	6	6	6
19		UCSB 	D	2	Kira Reuter              	Shakhnoza Khatamova      			8	3									8	3	8	3
19		UCSB 	D	3	Camille Kiss             	Marta Gonzalez Ballbe    					10	2							10	2	10	2
58		UIC  	S	1	Tamara Malazonia         	                         	9	12	1	0									10	12	10	12
58		UIC  	S	2	Agnes Gustafsson         	                         	0	2	14	2	1	0							15	4	15	4
58		UIC  	S	3	Lucie Prochazkova        	                         			2	1	13	1							15	2	15	2
58		UIC  	S	4	Ana Jover                	                         					5	1	13	2					18	3	18	3
58		UIC  	S	5	Georgia Gulin            	                         							2	1	12	1	3	1	17	3	17	3
58		UIC  	S	6	Nell Arendt              	                         					1	0	1	0	3	0	9	2	14	2	14	2
58		UIC  	S	7	Marina Hermanny          	                         							1	0	1	0	2	0	4	0	4	0
58		UIC  	S	8	Tuva Wallin              	                         					1	0	2	1	2	4	1	0	6	5	6	5
58		UIC  	D	1	Tamara Malazonia         	Agnes Gustafsson         	6	3											6	3	6	3
58		UIC  	D	2	Lucie Prochazkova        	Ana Jover                	1	1	9	0									10	1	10	1
58		UIC  	D	3	Nell Arendt              	Marina Hermanny          	2	2											2	2	2	2
58		UIC  	D	4	Georgia Gulin            	Tuva Wallin              	0	1											0	1	0	1
5		UK   	S	1	Akvile Parazinskaite     	                         	16	6											16	6	19	10
5		UK   	S	2	Lesedi Jacobs            	                         			0	1	7	4	2	0					9	5	11	8
5		UK   	S	3	Carlota Molina           	                         			11	6	1	1							12	7	12	13
5		UK   	S	4	Elizabeth Stevens        	                         					1	2	1	5	1	1			3	8	6	13
5		UK   	S	5	Carla Girbau             	                         			1	0	2	1	4	7	2	1			9	9	11	14
5		UK   	S	6	Fiona Arrese             	                         					1	0	3	0	4	3	2	1	10	4	10	9
5		UK   	S	7	Maialen Morante          	                         									1	0	5	4	6	4	9	7
5		UK   	S	8	Ana Tkachenko            	                         											1	1	1	1	2	4
5		UK   	S	9	Diana Tkachenko          	                         											1	0	1	0	0	0
5		UK   	D	1	Akvile Parazinskaite     	Fiona Arrese             	17	2											17	2	20	2
5		UK   	D	2	Ana Tkachenko            	Carla Girbau             			1	3									1	3	1	3
5		UK   	D	3	Lesedi Jacobs            	Elizabeth Stevens        					2	0							2	0	2	1
5		UK   	D	4	Carlota Molina           	Maialen Morante          													0	0	0	0
27		UNF  	S	1	Lucia Montano            	                         	14	8											14	8	14	8
27		UNF  	S	2	Catherine Gulihur        	                         	1	0	17	3									18	3	18	3
27		UNF  	S	3	Constanza Gorches        	                         			2	0	4	3	7	6					13	9	13	9
27		UNF  	S	4	Summer Yardley           	                         					2	0	3	3	3	2	3	4	11	9	11	9
27		UNF  	S	5	Annabelle Davis          	                         							1	0	6	0	3	1	10	1	10	1
27		UNF  	S	6	Valentina Mariotto       	                         							2	0	3	6	3	1	8	7	8	7
27		UNF  	S	7	Sean Lodzki              	                         							1	0	1	0	2	1	4	1	4	1
27		UNF  	S	8	Florencia Rossi          	                         									1	0			1	0	1	0
27		UNF  	S	9	Ana Melilo               	                         			1	0	8	4							9	4	9	4
27		UNF  	D	1	Lucia Montano            	Constanza Gorches        	5	1	10	5									15	6	15	6
27		UNF  	D	2	Catherine Gulihur        	Valentina Mariotto       			3	3									3	3	3	3
27		UNF  	D	3	Summer Yardley           	Annabelle Davis          					1	1							1	1	1	1
27		UNF  	D	4	Florencia Rossi          	Sean Lodzki              					1	2							1	2	1	2
43		USC  	S	1	Salma Ewing              	                         	4	2	3	0	6	3							13	5	13	5
43		USC  	S	2	Eryn Cayetano            	                         	3	3	6	2	1	0							10	5	10	5
43		USC  	S	3	Angela Kulikov           	                         	0	1											0	1	0	1
43		USC  	S	4	Naomi Cheong             	                         	1	3	6	2	2	3							9	8	9	8
43		USC  	S	5	Dani Willson             	                         					2	2	10	6					12	8	12	8
43		USC  	S	6	Summer Dvorak            	                         							3	1	9	6			12	7	12	7
43		USC  	S	7	Constance Branstine      	                         									0	2	1	1	1	3	1	3
43		USC  	S	8	Clare McKee              	                         									2	1	6	9	8	10	8	10
43		USC  	S	9	McKenna Koenig           	                         													0	0	0	0
43		USC  	D	1	Angela Kulikov           	Eryn Cayetano            	6	5											6	5	6	5
43		USC  	D	2	Salma Ewing              	Clare McKee              			8	4									8	4	8	4
43		USC  	D	3	Summer Dvorak            	Dani Willson             					8	5							8	5	8	5
43		USC  	D	4	Constance Branstine      	McKenna Koenig           													0	0	0	0
30		USD  	S	1	Solymar Colling          	                         	14	4											14	4	14	3
30		USD  	S	2	Elizabeth Goldsmith      	                         			11	3									11	3	11	3
30		USD  	S	3	Jordyn McBride           	                         			2	0	12	3							14	3	14	3
30		USD  	S	4	Abigail Desiatnikov      	                         					4	1	6	3	2	0			12	4	12	4
30		USD  	S	5	Victoria Kalaitzis       	                         							4	1	8	2	0	1	12	4	12	4
30		USD  	S	6	Katharina Kukaras        	                         							1	0	5	1	5	3	11	4	11	4
30		USD  	S	7	Elisabeth Andryukhova    	                         									0	1	1	0	1	1	1	1
30		USD  	S	8	Jessi Muljat             	                         											5	1	5	1	5	1
30		USD  	D	1	Solymar Colling          	Elizabeth Goldsmith      	14	3											14	3	14	3
30		USD  	D	2	Abigail Desiatnikov      	Jordyn McBride           			5	1	7	3							12	4	12	4
30		USD  	D	3	Elisabeth Andryukhova    	Katharina Kukaras        			0	2	2	2							2	4	2	4
30		USD  	D	4	Victoria Kalaitzis       	Jessi Muljat             					0	1							0	1	0	1
60		VANDY	S	1	Christina Rosca          	                         	3	5	3	0	4	0	3	0					13	5	13	5
60		VANDY	S	2	Emma Kurtz               	                         	2	5	6	5									8	10	11	16
60		VANDY	S	3	Anessa Lee               	                         					3	1	2	2	6	2			11	5	16	8
60		VANDY	S	4	Anna Ross                	                         	4	0	2	1	2	7	0	1					8	9	8	10
60		VANDY	S	5	Marcella Cruz            	                         							1	0	4	2	8	2	13	4	16	9
60		VANDY	S	6	Holly Staff              	                         			2	0	1	3	5	4	1	2			9	9	14	12
60		VANDY	S	7	Dasha Kourkina           	                         									2	0	1	1	3	1	5	4
60		VANDY	D	1	Anna Ross                	Holly Staff              	9	8	1	0									10	8	10	8
60		VANDY	D	2	Emma Kurtz               	Marcella Cruz            			11	6									11	6	11	6
60		VANDY	D	3	Christina Rosca          	Anessa Lee               			1	0	11	4							12	4	12	4
47		VCU  	S	1	PAOLA EXPOSITO DIAZ-DELGADO	                         	16	3											16	3	16	3
47		VCU  	S	2	LUMINITA TUTUNARU        	                         			7	8	0	3							7	11	7	11
47		VCU  	S	3	ALESSIA CIUCA            	                         			0	4	10	7							10	11	10	11
47		VCU  	S	4	GABRIELA DAVIDESCU       	                         					1	0	9	8					10	8	10	8
47		VCU  	S	5	NOUMEA WITMUS            	                         							4	1	9	3	0	2	13	6	13	6
47		VCU  	S	6	SHIVANI MANJANNA         	                         									3	1	8	6	11	7	11	7
47		VCU  	S	7	LARA VAN DER MERWE       	                         											2	1	2	1	2	1
47		VCU  	D	1	LUMINITA TUTUNARU        	GABRIELA DAVIDESCU       	7	5											7	5	7	5
47		VCU  	D	2	PAOLA EXPOSITO DIAZ-DELGADO	NOUMEA WITMUS            			13	8									13	8	13	8
47		VCU  	D	3	ALESSIA CIUCA            	SHIVANI MANJANNA         					12	3							12	3	12	3
36		WAKE 	S	1	Carolyn Campana          	                         	9	5											9	5	9	5
36		WAKE 	S	2	Anna Campana             	                         	2	4	4	6									6	10	6	10
36		WAKE 	S	3	Anna Brylin              	                         			1	4	10	3	1	1					12	8	12	8
36		WAKE 	S	4	Eliza Omirou             	                         					1	2	3	3	5	3			9	8	9	8
36		WAKE 	S	5	Brooke Killingsworth     	                         			2	3	1	4	3	6	1	1			7	14	7	14
36		WAKE 	S	6	Casie Wooten             	                         							1	0	4	4	7	3	12	7	12	7
36		WAKE 	S	7	Peyton Pesavento         	                         							1	3			2	3	3	6	3	6
36		WAKE 	S	8	Mia Ahmad                	                         									1	0	0	1	1	1	1	1
36		WAKE 	D	1	Eliza Omirou             	Carolyn Campana          	8	4	1	0									9	4	9	4
36		WAKE 	D	2	Anna Brylin              	Brooke Killingsworth     	6	1	7	4									13	5	13	5
36		WAKE 	D	3	Peyton Pesavento         	Anna Campana             					3	8							3	8	3	8
36		WAKE 	D	4	Casie Wooten             	Mia Ahmad                													0	0	0	0
54		XAV  	S	1	Ahmeir Kyle              	                         	10	3											10	3	10	3
54		XAV  	S	2	Kat Lyman                	                         	0	2	10	1	3	0							13	3	13	3
54		XAV  	S	3	Anna Roggenburk          	                         	3	0	5	1	7	2							15	3	15	3
54		XAV  	S	4	Imani Graham             	                         			2	0	6	0	8	4					16	4	16	4
54		XAV  	S	5	Kaitlin Ruether          	                         					1	1	3	1	2	6	0	4	6	12	6	12
54		XAV  	S	6	Emily Thomas             	                         							1	2	5	2	2	0	8	4	8	4
54		XAV  	S	7	Lucy Octave              	                         									2	2	1	2	3	4	3	4
54		XAV  	S	8	Blessing Nwaozuzu        	                         											3	3	3	3	3	3
54		XAV  	S	9	Natalie Moyer            	                         											0	3	0	3	0	3
54		XAV  	D	1	Ahmeir Kyle              	Emily Thomas             	9	8											9	8	9	8
54		XAV  	D	2	Anna Roggenburk          	Imani Graham             			3	1	7	1							10	2	10	2
54		XAV  	D	3	Kaitlin Ruether          	Kat Lyman                			5	3	2	0							7	3	7	3
54		XAV  	D	4	Lucy Octave              	Blessing Nwaozuzu        					1	0							1	0	1	0
