seed	team	player	wins	losses	r2Id	masseyId	utrId	line	notes
R3	FGCU 	Feliksas Sakalauskas                	 1	 3	486209	334247	1708963	  	   
R3	FGCU 	Felipe Ramirez                      	 3	 4	443947	332032	2095340	  	   
R3	FGCU 	Guglielmo Stefanacci                	 8	 6	513864	332034	 286982	  	   
R3	FGCU 	Janmagnus Johnson                   	 9	 4	566473	332030	 194184	33	AQ 
R3	FGCU 	Juan Lopez                          	 0	 1	513863	      	1887493	  	   
R3	FGCU 	Juan Montes                         	 7	 5	434281	332031	  75202	  	   
R3	FGCU 	Max Damm                            	 0	 3	566472	      	2676320	  	   
R3	FGCU 	Pedro Maciel                        	 1	 2	501601	334177	 875417	  	   
R3	FGCU 	Randy Wilson                        	 7	 7	566476	332033	  96337	  	   
R3	LSU  	Ben Koch                            	 8	 8	528068	331205	2562986	  	   
R3	LSU  	Benjamin Ambrosio                   	 9	 6	565701	332429	2115697	  	   
R3	LSU  	Boris Kozlov                        	13	13	488582	331196	  73692	  	   
R3	LSU  	Joao Graca                          	 5	12	528067	331873	1939859	  	   
R3	LSU  	Joey Thomas                         	 2	 2	489469	331695	1034398	  	   
R3	LSU  	Malik Bhatnagar                     	 3	10	489471	331198	 141945	  	   
R3	LSU  	Nick Watson                         	 4	 6	488581	331203	1880809	  	   
R3	LSU  	Rafael Wagner                       	11	13	461532	331210	2556012	  	   
R3	LSU  	Ronnie Hohmann                      	13	12	520221	331440	1880799	23	AL 
R3	LSU  	Tom Pisane                          	 7	18	528069	331197	1608058	  	   
R3	LSU  	Tomas Descarrega                    	 5	 8	511017	331200	2670127	  	   
R3	MEM  	David Stevenson                     	 8	 9	488571	331776	1030979	  	   
R3	MEM  	James Story                         	 7	 8	512927	331774	2541938	  	   
R3	MEM  	Jan Pallares                        	 7	 9	439402	331775	2379898	  	   
R3	MEM  	Jeremy Taylor                       	 9	 3	488572	331778	2508457	  	   
R3	MEM  	Matt Story                          	 1	 0	455138	334351	2542952	  	   
R3	MEM  	Oscar Cutting                       	 9	 9	489076	331777	2607244	  	   
R3	MEM  	Patrick Sydow                       	 0	 2	488574	334783	 182295	  	   
R3	MEM  	Pau Fanlo                           	 7	 6	564572	331779	1923197	  	   
R3	MIA  	Adria Soriano Barrera               	10	 7	453605	332875	 749354	49	AL 
R3	MIA  	Benjamin Hannestad                  	 6	10	514047	332876	  64288	  	   
R3	MIA  	Bojan Jankulovski                   	10	 6	418564	332878	1608019	  	   
R3	MIA  	Franco Aubone                       	 8	11	489589	332879	 191110	  	   
R3	MIA  	Oren Vasser                         	10	 7	566361	332880	 296061	  	   
R3	MIA  	Stefan Milicevic                    	 6	10	564318	332877	  79553	  	   
R3	MIA  	Stephen Madonia                     	 1	 1	489597	334974	1607974	  	   
R3	MICH 	Andrew Fenty                        	16	10	489235	333149	2115646	  	   
R3	MICH 	Connor Johnston                     	 4	10	419504	333146	  76842	  	   
R3	MICH 	Harrison Brown                      	 0	 3	393097	342903	2628775	  	   
R3	MICH 	Jacob Bickersteth                   	11	 4	564251	331947	  98362	  	   
R3	MICH 	Kristofer Siimar                    	 2	 0	451827	333147	1098411	  	   
R3	MICH 	Mattias Siimar                      	17	 7	451828	331946	  95508	  	   
R3	MICH 	Nick Beaty                          	19	 5	388880	333148	1884864	  	   
R3	MICH 	Nino Ehrenschneider                 	 6	 3	564252	333150	 231629	  	   
R3	MICH 	Ondrej Styler                       	13	 7	510689	331945	 192733	  	   
R3	MICH 	Patrick Maloney                     	 9	 6	488521	333152	  84891	  	   
R3	MICH 	Ryan Fu                             	 0	 6	488520	333153	1893152	  	   
R3	MTSU 	Andreas Kramer                      	 6	 7	562235	331289	1609346	  	   
R3	MTSU 	Chris Edge                          	15	 6	404287	331818	1366427	  	   
R3	MTSU 	Francisco Rocha                     	22	 8	485275	331297	 241439	12	AQ 
R3	MTSU 	Max Rauch                           	17	10	444277	331301	  95180	  	   
R3	MTSU 	Oskar Michalek                      	12	 6	562234	331291	  58918	  	   
R3	MTSU 	Patrick Kristensen                  	 6	 2	520552	331295	 141614	  	   
R3	MTSU 	Pavel Motl                          	16	11	485271	331299	  74573	  	   
R3	MTSU 	Sean Presson                        	 9	 5	515925	331293	1366429	  	   
R3	MTSU 	Stijn Slump                         	17	 8	485279	331306	 141974	  	   
R3	MTSU 	Tom Moonen                          	16	16	434366	331303	1740793	  	   
R3	NAVY 	Alexander Panyan                    	 2	 0	567565	      	 130613	  	   
R3	NAVY 	Andrew Ton                          	 8	 1	458070	333737	 371373	  	   
R3	NAVY 	Derrick Thompson                    	 9	 0	485622	333739	 152416	  	   
R3	NAVY 	Finn Garner                         	 4	 3	510599	333743	 215369	  	   
R3	NAVY 	Gavin Segraves                      	 8	 1	510595	333745	1932367	  	   
R3	NAVY 	Jack McBride                        	 5	 0	485626	333747	1042584	  	   
R3	NAVY 	Jake Fishkin                        	 2	 4	485615	333742	  66133	  	   
R3	NAVY 	JanOskar Kjellberg                  	 0	 1	485628	335959	  93724	  	   
R3	NW   	Abhijeet Joshi                      	 0	 1	419883	333151	  77530	  	   
R3	NW   	Chris Ephron                        	12	 7	405007	331629	 373936	  	   
R3	NW   	Dominik Starý                       	10	 6	454369	331618	2682172	  	   
R3	NW   	Gleb Blekher                        	 8	 3	564958	331619	2588253	  	   
R3	NW   	Nathan Spear                        	 4	 0	517792	331623	2124545	  	   
R3	NW   	Nick Brookes                        	11	10	392905	331625	1895121	  	   
R3	NW   	Presley Thieneman                   	16	 1	564960	331621	2588213	  	   
R3	NW   	Simen Bratholm                      	 8	 5	491340	331630	1480562	  	   
R3	NW   	Steven Forman                       	 6	 2	517790	335935	 119876	  	   
R3	NW   	Trice Pickens                       	14	11	494875	331627	1550120	  	   
R3	ORE  	Brandon Lam                         	11	 7	516989	332392	1609242	  	   
R3	ORE  	Emmanuel Coste                      	12	 7	491770	332262	 191821	  	   
R3	ORE  	Jesper Klov-Nilsson                 	18	 3	516990	332266	 215144	  	   
R3	ORE  	Joshua Charlton                     	13	 6	491768	332261	2661142	  	   
R3	ORE  	Luke Vandecasteele                  	 9	10	516991	332264	  85616	  	   
R3	ORE  	Nima Movassaghi                     	 0	 1	565558	      	 102118	  	   
R3	ORE  	Quinn Vandecasteele                 	13	 9	565557	332263	 748572	  	   
R3	ORE  	Ryoma Matsushita                    	 8	 2	564330	332265	2715844	  	   
R3	UCSB 	Alejandro Vedri                     	 3	 4	512046	334028	1060781	  	   
R3	UCSB 	Joseph Guillin                      	10	 2	412312	334025	  67495	  	ALT
R3	UCSB 	Joseph Rotheram                     	 6	 6	447179	334029	  61462	  	   
R3	UCSB 	Joshua Williams                     	 1	 1	512047	344250	2149772	  	   
R3	UCSB 	Kai Brady                           	 7	 4	567456	335774	2556010	  	   
R3	UCSB 	Luka Vukmanovic                     	 0	 2	461380	344249	 271957	  	   
R3	UCSB 	Pablo Masjuan                       	10	 5	567459	334031	1162993	  	   
R3	UCSB 	Stefano Tsorotiotis                 	 4	 6	567460	334026	2556879	  	   
R3	UCSB 	Victor Krustev                      	11	 4	423713	334027	2608544	  	   
R3	VCU  	Charles Bertimon                    	11	 4	497734	333952	 303816	  	   
R3	VCU  	David Cierny                        	 9	 4	520808	333962	 206857	  	   
R3	VCU  	Inigo Torre Martin                  	10	 4	458156	333956	1730386	  	   
R3	VCU  	Lleyton Cronje                      	12	 4	513983	333950	 185821	20	AQ 
R3	VCU  	Mario Duron                         	 2	 0	564690	      	1022463	  	   
R3	VCU  	Quentin Coulaud                     	10	 6	567901	333954	2114660	  	   
R3	VCU  	Rayane Stable                       	16	 2	497736	333960	 207482	  	   
R3	VCU  	Timo Zgraggen                       	 9	 1	466151	333958	  93134	  	   
R3	VT   	Alexandre Ribeiro                   	 5	 7	445208	331649	1021061	  	   
R3	VT   	Alvaro Ariza                        	10	 7	565402	331656	 302812	  	   
R3	VT   	Carlo Donato                        	 6	15	402996	331647	1032831	  	   
R3	VT   	Hugo Maia                           	14	 8	565404	331651	 241441	  	   
R3	VT   	Jordan Chrysostom                   	 1	 1	565406	      	 148556	  	   
R3	VT   	Matthis Ross                        	 9	14	521233	331650	1711936	  	   
R3	VT   	Michael Shepheard                   	 0	 2	511956	334792	2716501	  	   
R3	VT   	Mitch Harper                        	 8	 4	413732	333199	1346115	  	   
R3	VT   	Ryan Fishback                       	13	 8	565408	331645	 107266	  	   
R3	VT   	Ryan Kros                           	 0	 1	423647	331653	1032830	  	   
R3	WICH 	Alex Richards                       	 1	 0	509154	332364	 379579	  	   
R3	WICH 	Luka Mrsic                          	10	 6	564227	331561	 253818	  	   
R3	WICH 	Marius Frosa                        	12	 7	408204	331553	  64352	  	   
R3	WICH 	Murkel Dellien                      	14	 2	401620	332195	1609219	16	AL 
R3	WICH 	Nicolas Acevedo                     	12	 9	564226	331556	2699784	  	   
R3	WICH 	Orel Ovil                           	10	11	485299	331558	  55402	  	   
R3	WICH 	Ray Lo                              	10	 3	521567	331559	1890004	  	   
R3	WICH 	Stefan Latinovic                    	 9	13	496917	331555	 273623	  	   
R3	WMU  	Arjun Honnappa                      	17	 4	514041	332211	 229226	  	   
R3	WMU  	Benjamin George                     	11	 1	565159	333058	 896811	  	   
R3	WMU  	Brogan Pierce                       	16	 2	565157	332213	  98334	  	   
R3	WMU  	Fynn Lohse                          	16	 5	565162	332209	 271471	  	   
R3	WMU  	Jackson Boone                       	13	 7	565158	332207	 147602	  	   
R3	WMU  	Jannik Opitz                        	20	 2	438559	332203	 156070	  	   
R3	WMU  	Joaquin Caballer                    	 1	 1	565160	      	1963155	  	   
R3	WMU  	Peter Kuszynski                     	18	 3	488539	332205	1010648	  	   
R3	WMU  	Zac Faveri                          	 2	 0	406010	333057	 932661	  	   
R4	AAMU 	Austin Smith                        	 0	 1	565135	      	2715419	  	   
R4	AAMU 	Cheng Chang                         	 1	 4	498078	334413	 966416	  	   
R4	AAMU 	Divesh Gahlot                       	 3	 1	569614	335490	 657670	  	   
R4	AAMU 	Fermin Ruiz                         	 0	10	382022	333380	1960248	  	   
R4	AAMU 	German Ruiz Crespo                  	 0	 3	513541	333387	2684892	  	   
R4	AAMU 	Gjorgji Popovski                    	 6	 6	565134	333382	2684891	  	   
R4	AAMU 	Natiphat Mulada                     	 5	 5	513540	333385	 200688	  	   
R4	AAMU 	Panji Setiawan                      	 6	 5	513542	333384	 393773	  	   
R4	AAMU 	Rodrigo Arana Rios                  	 1	11	498077	333379	 917850	  	   
R4	ARK  	Adrien Burdet                       	11	13	564209	331580	 260403	  	   
R4	ARK  	Aleksa Bucan                        	10	10	520933	331194	2547670	  	   
R4	ARK  	Alex Reco                           	 9	13	444483	331209	2530133	  	   
R4	ARK  	Avery Zavala                        	 3	 4	562303	331202	 169293	  	   
R4	ARK  	Corey Clarke                        	 0	 1	513049	      	2670634	  	   
R4	ARK  	Enrique Paya                        	 6	14	488397	331201	1029927	  	   
R4	ARK  	Foster Rogers                       	 1	 1	562302	      	  85592	  	   
R4	ARK  	Hunter Harrison                     	 4	 4	488396	331189	1490478	  	   
R4	ARK  	Jose Alonso                         	 1	 1	385327	333053	1253437	  	   
R4	ARK  	Josh Bortnick                       	 3	 3	391674	331207	2597655	  	   
R4	ARK  	Manuel Melvin                       	 1	 3	520932	331206	 990830	  	   
R4	ARK  	Maxim Verboven                      	 4	17	497658	331192	1726843	  	   
R4	ARK  	Melvin Manuel                       	 8	13	521657	331382	 990830	  	   
R4	ARK  	Nico Rousset                        	14	12	513047	331184	 410733	  	   
R4	ARK  	Riccardo Trione                     	 1	 0	564210	      	 276657	  	   
R4	BEL  	Alfred Wallin                       	 9	 3	565794	332474	 277419	  	   
R4	BEL  	Arthur Toledo                       	 9	 3	520668	332470	 367978	  	   
R4	BEL  	Diego Castro                        	 7	 7	565793	332473	1813231	  	   
R4	BEL  	Jake Briggs                         	 1	 0	392703	332590	 928362	  	   
R4	BEL  	Marko Ilic                          	 9	 5	417735	332469	 165650	  	   
R4	BEL  	Taisei Miyamoto                     	 6	 6	508639	332472	1041962	  	   
R4	BEL  	Tomas Luis                          	 6	 8	565792	332471	1948136	  	   
R4	CLEV 	Austin Staiger                      	 1	 2	565224	      	 141124	  	   
R4	CLEV 	clark bilinovich                    	 9	 6	486440	331964	  98281	  	   
R4	CLEV 	Jack Santilli                       	 4	 2	448806	335058	  42200	  	   
R4	CLEV 	Juandedios Abboud                   	 7	 9	565222	332367	1610128	  	   
R4	CLEV 	Kade Mindry                         	 4	 4	520822	332431	1379487	  	   
R4	CLEV 	Luke Phillips                       	17	 4	441492	331962	  89005	  	   
R4	CLEV 	Matthew Terry                       	15	 4	457113	331961	  77297	  	   
R4	CLEV 	Maxime Mareschal-Hay                	17	 5	565223	331963	 170849	  	   
R4	CLEV 	Nico Mostardi                       	 6	 4	435062	331960	  96734	  	   
R4	CLEV 	Raul Teichmann                      	 3	 4	486443	331966	1303473	  	   
R4	DEP  	Boris Spanjaard                     	12	 6	453771	333236	 199927	  	   
R4	DEP  	Christopher Casati                  	 8	11	395681	332584	  77311	  	   
R4	DEP  	Fran Tonejc                         	 8	 8	458075	332586	  65505	  	   
R4	DEP  	Luuk Wassener                       	11	 6	462201	332866	1887485	  	   
R4	DEP  	Phasu Sirinit                       	 1	 3	566443	335207	 119353	  	   
R4	DEP  	Tamas Zador                         	 3	 3	465846	332582	 253966	  	   
R4	DEP  	Tripp Tuff                          	14	 5	458939	332588	 201357	  	   
R4	DEP  	Vito Tonejc                         	13	 5	488653	332580	 189837	  	   
R4	ETSU 	Dimitri Badra                       	17	 5	497676	331311	 275310	63	AQ 
R4	ETSU 	Dylan Bednarczyk                    	 2	 6	512745	331313	  83220	  	   
R4	ETSU 	Frazier Rengifo                     	13	 8	444925	331309	 962412	  	   
R4	ETSU 	Juan Lugo                           	 9	 6	428171	333087	2149777	  	   
R4	ETSU 	Juan Zabala                         	 7	 7	562576	331317	 802582	  	   
R4	ETSU 	Miguel Este                         	11	 5	405365	331307	 115637	  	   
R4	ETSU 	Milo Bargeron                       	 7	11	562575	331320	1884477	  	   
R4	ETSU 	Thiago Pernas                       	13	 9	520624	331315	1228337	  	   
R4	ETSU 	Yusuf Khamis                        	 0	 1	485936	331852	 303996	  	   
R4	FDU  	Andrei Oprisor                      	 1	 1	511311	      	 272814	  	   
R4	FDU  	Andris Gudins                       	 4	 5	412179	334060	1010862	  	   
R4	FDU  	Arjun Sriram                        	 1	 1	567728	      	 795521	  	   
R4	FDU  	Eduardo Cabral                      	 0	 1	486414	334944	 229250	  	   
R4	FDU  	Maciej Autuch                       	 5	 5	387072	334064	1732330	  	   
R4	FDU  	Mehdi Dhouib                        	 6	 2	486416	334058	2634528	  	   
R4	FDU  	Moric Budinszky                     	 2	 5	393587	334844	 200745	  	   
R4	FDU  	Niclas Pietsch                      	 0	 2	441687	343530	 109197	  	   
R4	FDU  	Teodors Pukse                       	 4	 3	511312	335290	 271148	  	   
R4	FDU  	Younes Adnane                       	 1	 1	567727	      	 274971	  	   
R4	FDU  	Youssef Sader                       	 5	 5	448006	334062	 252723	  	   
R4	GCU  	Frederick Grant                     	 9	 8	411392	331748	1887235	  	   
R4	GCU  	Jiri Novak                          	 8	10	564214	331746	 794406	  	   
R4	GCU  	Jonathan Da Silva                   	 7	 7	564222	331859	 261002	  	   
R4	GCU  	Justin Cvitanovic                   	 4	15	400016	331744	 246975	  	   
R4	GCU  	Loic Van Zeggelaar                  	 1	 5	564221	331751	1416624	  	   
R4	GCU  	Luis Mariano Argote                 	 7	 6	564218	332493	1542330	  	   
R4	GCU  	Maxim Kirsch                        	 0	 1	514989	331864	 680944	  	   
R4	GCU  	Oliver Boleratzky                   	 1	 0	564219	      	 149958	  	   
R4	GCU  	Stanislas De Samucewicz             	 0	 1	564223	      	 273229	  	   
R4	GCU  	Valentin Lang                       	 8	11	424781	331743	1707639	  	   
R4	GCU  	Wolmar Boris-Moller                 	 0	 9	564220	331750	1158562	  	   
R4	GCU  	Wyatt Anderson                      	 0	 1	564224	      	1926421	  	   
R4	MONM 	Charles Gortzounian                 	 1	 0	509741	335780	2082163	  	   
R4	MONM 	Charlie Penman                      	 4	 1	567540	334061	 278054	  	   
R4	MONM 	Diego Leon Laporta Osante           	 1	 0	567541	      	2082120	  	   
R4	MONM 	Gabriel Busato                      	14	 2	509739	334067	1042142	  	   
R4	MONM 	Lucca Silva                         	 8	 4	567538	334059	 281071	  	   
R4	MONM 	Max Benaim                          	 8	 5	389412	334259	 168000	  	   
R4	MONM 	Sergio Martinez                     	12	 3	430309	334065	1898164	  	   
R4	MONM 	Victor Castro                       	13	 2	567539	334063	1609342	  	   
R4	MONM 	William Cooke Wharton               	 9	 5	567768	334057	 964857	  	   
R4	NAU  	Alexander Groves                    	 6	 8	508999	332871	 246638	  	   
R4	NAU  	Christopher Steele                  	 7	 7	454438	332870	 743540	  	   
R4	NAU  	Daniel Dillon                       	 0	 2	493064	333633	1429963	  	   
R4	NAU  	Dominik Buzonics                    	 6	 8	565342	332872	 274834	  	   
R4	NAU  	Eban Straker-Meads                  	 6	 7	509001	332869	 366161	  	   
R4	NAU  	Facundo Tumosa                      	 5	 7	491339	332868	1708959	  	   
R4	NAU  	Joachim Schaefer                    	 1	 4	521288	344577	1233056	  	   
R4	NAU  	Maciej Ziomber                      	11	 4	565343	332874	2104400	  	   
R4	NAU  	Marcus Sulen                        	 1	 3	565344	334845	1017623	  	   
R4	PRES 	Alberto Conde                       	 6	 3	398348	334639	 992424	  	   
R4	PRES 	Daniel Martens                      	 0	 7	564477	334640	  96580	  	   
R4	PRES 	Daniel Stenger                      	 7	 8	454618	333845	 729178	  	   
R4	PRES 	Georgije Babic                      	 2	 9	564476	333843	2093642	  	   
R4	PRES 	Javier Matos                        	 7	 2	564474	333847	1616805	  	   
R4	PRES 	Juan Sebastian Dominguez Collado    	 4	 7	564475	333844	1951709	  	   
R4	PRES 	Maxwell Benson                      	10	 6	485558	333842	 402548	  	   
R4	PRES 	Nicholas McKinney                   	13	 1	485551	333846	 223084	  	   
R4	PRES 	Teodor Cariov                       	 4	 3	513726	334638	 219553	  	   
R4	PRES 	Vance Mercer                        	 1	 1	485562	      	2107874	  	   
R4	SALA 	Clement Marzol                      	15	 5	430411	331370	 993341	  	   
R4	SALA 	Ezra Blissard                       	 0	 5	488930	331365	1292091	  	   
R4	SALA 	Jordan Coutinho                     	 3	 5	520617	331363	2096327	  	   
R4	SALA 	Julien Evrard                       	16	 8	562312	331368	2585957	41	AQ 
R4	SALA 	Leon Petko                          	 2	 5	511935	331924	 222288	  	   
R4	SALA 	Loic Cloes                          	 9	 5	397744	332867	2117063	  	   
R4	SALA 	Louis Delcour                       	 9	 5	497781	331923	1945245	  	   
R4	SALA 	Martin Bugaj                        	 4	12	511929	331360	 169586	  	   
R4	SALA 	Phillip Bosman                      	 3	 6	562311	331367	 134699	  	   
R4	SALA 	Sebastien Collard                   	16	 6	511934	331369	 832920	  	   
R4	SCST 	Aleska Daskalovic                   	 0	 6	400557	344621	 750125	  	   
R4	SCST 	Diego Arzaluz                       	 2	 3	571606	357639	1251125	  	   
R4	SCST 	Elyes Marouani                      	 3	 1	571607	357638	2749340	  	   
R4	SCST 	Erwan Momo                          	 0	 1	571608	      	 273218	  	   
R4	SCST 	Luka Stefanovic                     	 2	 1	571609	      	2749632	  	   
R4	SCST 	Marcelo Rodriguez                   	 3	 5	446404	335687	2774884	  	   
R4	SCST 	Omer Gorgun                         	 3	 3	498189	335688	 215124	  	   
R4	SCST 	Selim Ben Ali                       	 0	 3	498188	344623	1610108	  	   
R4	TAMCC	Borja Delgado                       	14	 2	562419	331869	 998647	  	   
R4	TAMCC	Carlos Berna Ruiz                   	12	 7	512361	331413	 871496	  	   
R4	TAMCC	Chad Nguyen                         	 5	 0	436796	331871	  85124	  	   
R4	TAMCC	Ernesto Mealla                      	 3	 0	564990	      	2677494	  	   
R4	TAMCC	Guillermo Castaneda                 	10	 2	512362	331870	 285613	  	   
R4	TAMCC	K Yamanaka                          	11	10	465257	331431	1727626	  	   
R4	TAMCC	Nathan Schwartz                     	15	 5	562420	331408	 274659	  	   
R4	TAMCC	Pascal Lorieul                      	17	 1	512363	331410	 275155	  	   
R4	TAMCC	Ryuya Ata                           	 9	 8	512360	331872	2534920	  	   
R4	UNCW 	Bekhzod Rasamatov                   	11	 6	564561	332428	 231598	  	   
R4	UNCW 	Bruno Caula                         	11	 7	497883	332423	 286987	  	   
R4	UNCW 	Daniel Groom                        	10	 5	411988	332425	2121871	  	   
R4	UNCW 	Davide Innocenti                    	 8	 4	485192	332424	2149489	  	   
R4	UNCW 	Gabriel Hurtado                     	 8	 7	564558	332427	 234395	  	   
R4	UNCW 	John Dransfeld                      	 0	 2	564560	      	  85743	  	   
R4	UNCW 	Leonardo Sprovieri                  	 8	 1	497884	334387	1934949	  	   
R4	UNCW 	Michael Copeland                    	13	 6	398721	332426	2149847	  	   
R4	UNM  	Alexander Maggs                     	 0	 1	514837	334425	1718887	  	   
R4	UNM  	Dominic West                        	 7	 6	462967	332563	2138629	  	   
R4	UNM  	Facundo Bermejo                     	 1	 3	497395	332567	2087103	  	   
R4	UNM  	Jake Trondson                       	 8	 5	515079	334091	1650620	  	   
R4	UNM  	Nicolas Prieto                      	 2	 1	490498	335289	2104514	  	   
R4	UNM  	Rafael Abdul Salam                  	 7	 6	520794	332566	 998667	  	   
R4	UNM  	Raul Dobai                          	 9	 7	514836	332562	 262867	  	   
R4	UNM  	Sergio Molina                       	 1	 8	520795	332565	1544642	  	   
R4	UNM  	Stepan Holis                        	 7	 5	416218	332564	 114662	  	   
